vendor_id,vendor_name,roadmap_url,roadmap_title,roadmap_type,publish_date,last_verified_date,coverage_notes,downloadable,local_file,status,deprecated_at,deprecated_reason
VND-138,Stytch,,No public roadmap found,,,2026-06-06,No published Stytch-specific post-quantum cryptography roadmap found. Stytch (authentication/CIAM platform) has no public PQC roadmap or timeline as of June 2026.,no-url,,deprecated,2026-06-06,no published PQC roadmap confirmed 2026-06-06
VND-146,Robust Intelligence (Cisco AI Defense),https://www.cisco.com/site/us/en/about/trust-center/post-quantum-cryptography.html,Cisco Post-Quantum Cryptography (Trust Center),official_doc,2026-02-01,2026-08-12,Robust Intelligence is now part of Cisco (AI Defense / Foundation AI); it has no separate PQC roadmap and inherits Cisco's program. Cisco Quantum Resilience Framework (quantum-safe communications + quantum-safe products) targets quantum-safe communications across most core products by Dec 2026; IOS XE 26 full-stack PQC; ML-KEM/ML-DSA/SLH-DSA rollout 2026-2027. | Milestone: Cisco commits to quantum-safe communications across most of its core portfolio by December 2026 under its Quantum Resilience Framework. Network examples: FTD 10.5/ASA 9.25 (ML-KEM VPN) targeted late 2026; FTD/ASA 11.0 add ML,yes,vendor-roadmaps/VND-146_Robust_Intelligence_Cisco_AI_Defense_.html,active,,
VND-147,Galileo,,No public roadmap found,,,2026-06-06,"No published post-quantum cryptography roadmap found for Galileo (the AI evaluation/observability company, galileo.ai). Search surfaced only unrelated academic work on the EU Galileo GNSS/OSNMA satellite system, which is a different entity. As an AI app-layer vendor, Galileo relies on underlying TLS/cloud providers and has no public PQC roadmap.",no-url,,deprecated,2026-06-06,no published PQC roadmap confirmed 2026-06-06
VND-149,Arm Ltd.,https://lists.trustedfirmware.org/archives/list/mbed-tls@lists.trustedfirmware.org/thread/D73QWEQBW5LHMFMG35S3IPV62NTKR4SO/,"Mbed TLS PQC plan (ML-DSA first (2026), ML-KEM later) — planned, not yet released",official_doc,,2026-07-01,"Arm-stewarded Mbed TLS: official roadmap plans ML-DSA initial support for 2026 CQ2, with ML-KEM listed under Future with no timeline; neither is in official releases yet; only LMS hash-based signatures supported today. Roadmap signal (no GA PQC). Supersedes prior ""no public roadmap found"". Re-validated 2026-06-19. (2026-07-01: local_file was empty despite downloadable=yes -- archiving this mailing-list thread now since it is community-hosted and content is explicitly in flux.) (2026-07-01 r1: algorithm order corrected per the official Mbed TLS roadmap (mbed-tls.readthedocs.io/en/latest/project/roadmap/): ML-DSA initial support 2026 CQ2; ML-KEM under Future, no timeline. Previous wording had ML-KEM first.)",yes,vendor-roadmaps/VND-149_Arm_Ltd..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence details a specific roadmap for Mbed TLS (and its crypto library TF-PSA-Crypto), which is a single product scope, but provides materially new and specific timeline data (2026 CQ2 for ML-DSA) that supersedes the prior 'no public roadmap found' status for this existing product. Supplementary evidence appended to existing pqc_product_catalog row 'mbed-tls'."
VND-151,Microchip Technology Inc.,https://www.microchip.com/en-us/solutions/technologies/embedded-security/post-quantum-cryptography,Microchip Technology Post-Quantum Cryptography (PQC),official_doc,2026-04-28,2026-06-06,"Trust Shield PQC-ready portfolio: TS1800 Platform Root of Trust, TS500/TS501 secure boot controllers with hybrid PQC + classical firmware authentication (NIST SP 800-193 PFR, rollback protection, crisis recovery); x86 and Arm Cortex compatible; secure provisioning and crypto-agile architectures for CNSA 2.0 compliance. | Milestone: Microchip expanded its PQC-ready Trust Shield root-of-trust family (announced 2026-04-28): TS1800 Platform Root of Trust and TS50x secure boot controllers (TS500 in-line SoC-to-SPI-Flash, TS501 with integrated SPI Flash) using hybrid PQC + classical signature verifi",yes,vendor-roadmaps/VND-151_Microchip_Technology_Inc..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Microchip CryptoAutomotive TA100' (same/near-identical URL). Not a company-wide roadmap."
VND-160,BeyondTrust,,No public PQC roadmap found,,,2026-06-06,"No official BeyondTrust-published PQC roadmap. Security/encryption docs (EPM, Remote Support) mention TLS/storage encryption but no quantum-safe migration plan or PQC algorithm commitments. 2023 trend blog references quantum computing generically only.",no-url,,deprecated,2026-06-06,no published PQC roadmap confirmed 2026-06-06
VND-161,CrowdStrike Holdings Inc.,,No public PQC roadmap found,,,2026-06-06,"CrowdStrike has no self-published PQC roadmap. Falcon for IT advertises 'post-quantum cryptography readiness' use cases, and a Marketplace integration with InfoSec Global AgileSec Analytics provides PQC discovery/monitoring across infrastructure, but these are partner-enabled discovery capabilities, not a CrowdStrike PQC migration roadmap with dated milestones.",no-url,,deprecated,2026-06-06,no published PQC roadmap confirmed 2026-06-06
VND-164,Qualys Inc.,https://docs.qualys.com/en/certview/latest/assets_certificates/pqc_details.htm,Qualys CertView/Platform: PQC Detection Support,official_doc,2026-04-01,2026-06-06,"Qualys provides PQC scanning/detection capability: QID 38994 reports server support for PQC (KEM) key-exchange algorithms; coverage spans VM, Certificate View, WAS, EASM and authenticated VM scans. Doc is current (April 2026 copyright). User documentation for an existing capability rather than a forward-looking roadmap; no specific algorithm names or future milestone dates listed. | Milestone: PQC key-exchange detection across VM, CertView, WAS, EASM and VM_AUTH scans via QID 38994 (reports whether a server supports PQC KEM key exchange).",yes,vendor-roadmaps/VND-164_Qualys_Inc..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Qualys Cloud Platform' (same/near-identical URL). Not a company-wide roadmap."
VND-168,Arqit Quantum Inc.,https://arqitgroup.com/company/our-approach,Arqit Quantum-Safe Security Approach,product_page,2025,2026-08-12,"Arqit's quantum-safe approach centers on the SKA Platform (Symmetric Key Agreement) delivering quantum-safe key agreement with perfect forward secrecy; products: PQC Migration / Encryption Intelligence (crypto discovery), SKA Edge & Central Controllers, NetworkSecure. FIPS 140-3 validated, hybrid/crypto-agile, supports symmetric-only provisioning. Formally verified (Tamarin, Univ. of Surrey). Recent 2024-2025 industry awards. | Milestone: FIPS 140-3 validated Symmetric Key Agreement (SKA) Platform with hybrid crypto-agility; software-only SKA Edge/Central Controllers plus NetworkSecure and PQC",yes,vendor-roadmaps/VND-168_Arqit_Quantum_Inc..html,active,,
VND-171,DocuSign,https://www.docusign.com/de-de/blog/post-quanten-kryptografie,"DocuSign: Post-Quantum-Kryptografie (Post-Quantum Cryptography, DE)",blog_post,2026-02-24,2026-08-11,"DocuSign outlines a PQC strategy referencing ML-DSA (signatures), ML-KEM (key encapsulation) and SLH-DSA/SPHINCS+. Core approach is hybrid cryptography (RSA + ML-DSA) for crypto-agile, paced migration; three pillars: early planning, gradual hybrid transition, lifecycle protection of agreements. Note: English URL (/blog/post-quantum-cryptography) returns 404; canonical live page is the DE blog. | Milestone: Hybrid cryptography for e-signatures combining traditional algorithms (RSA) with PQC (ML-DSA), enabling phased migration; protecting agreements across full lifecycle against Harvest-Now-Decr",yes,vendor-roadmaps/VND-171_DocuSign.html,active,,
VND-173,GlobalSign Ltd.,https://www.globalsign.com/en/post-quantum-computing,GlobalSign Post-Quantum Computing,official_doc,2025-01-01,2026-06-06,"GlobalSign's PQC plan: Dilithium3 (->ML-DSA-65) for Root/Intermediate CA hierarchy, with ML-DSA likely for TLS/X.509 leaf certs and Kyber (ML-KEM) for PQ-safe TLS handshakes; updating OCSP/CRL status checks to PQ-safe methods. Emphasis on crypto-agility and inventory now; no firm calendar dates given. | Milestone: Dilithium3 (to become ML-DSA-65 at FIPS finalization) used for Root/Intermediate CAs; planned ML-DSA option for TLS/X.509 leaf certs and Kyber/ML-KEM for PQ-safe TLS handshakes; PQ-safe OCSP/CRL.",yes,vendor-roadmaps/VND-173_GlobalSign_Ltd..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'GlobalSign Atlas CLM' (same/near-identical URL). Not a company-wide roadmap."
VND-178,Ping Identity Holdings Corp.,https://www.pingidentity.com/en/resources/blog/post/quantum-threat-us-fed-gov.html,Ping Identity: Addressing the Quantum Threat in US Federal Government,blog_post,2025-02-27,2026-08-11,"Advisory blog (publ. 2025-02-27) covering NIST FIPS 203 (ML-KEM), 204 (ML-DSA), 205 (SLH-DSA) and the need for crypto-agility in IAM for federal buyers. Guidance/positioning piece - no specific Ping product PQC roadmap or dated milestones. | Milestone: No concrete product GA milestone; positions IAM around crypto-agility to transition to NIST FIPS 203 (ML-KEM), 204 (ML-DSA), 205 (SLH-DSA).",yes,vendor-roadmaps/VND-178_Ping_Identity_Holdings_Corp..html,active,,
VND-181,Sectigo Ltd.,https://www.sectigo.com/enterprise-solutions/certificate-manager/private-pqc,Sectigo Certificate Manager: Private PQC (ML-DSA),product_page,2026-04-14,2026-06-06,"Sectigo Certificate Manager offers Private PQC: issue and manage private PQC certificates directly in SCM using supported ML-DSA algorithms (RFC 9881). Adoption guided by the Q.U.A.N.T. framework (Quantum exposure inventory, Uncover risk, Assess/strategize, Navigate implementation, Track/manage). References ~2030 quantum risk horizon. Page focuses on SCM Private PKI PQC; IoT/Code Signing PQC not detailed on this specific page. | Milestone: Private PQC in Sectigo Certificate Manager (SCM): issue/manage private PQC certificates using ML-DSA algorithms per RFC 9881; phased adoption via Q.U.A.N.T.",yes,vendor-roadmaps/VND-181_Sectigo_Ltd..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Sectigo Certificate Manager (SCM' (same/near-identical URL). Not a company-wide roadmap."
VND-183,Splunk Inc. (Cisco),https://www.splunk.com/en_us/blog/learn/quantum-safe-cryptography-standards.html,"Quantum-Safe Cryptography & Standards: QSC, PQC, QKD & More",blog_post,2023-08-23,2026-06-06,"Educational Splunk blog explaining quantum-safe cryptography terminology (QSC, PQC, QKD) and the NIST-selected algorithms CRYSTALS-Kyber, CRYSTALS-Dilithium, FALCON, SPHINCS+. Advises waiting for standardized, tested implementations. Contains NO Splunk-specific product roadmap, GA dates, or concrete migration commitments. As Splunk is now a Cisco company, product PQC direction tracks Cisco's crypto-agility roadmap. Best available official Splunk source on PQC. | Milestone: No Splunk product-level PQC milestone published; article is educational only. Splunk (acquired by Cisco) defers to Cisco's",yes,vendor-roadmaps/VND-183_Splunk_Inc._Cisco_.html,deprecated,2026-06-06,Cisco subsidiary since Mar 2024 acquisition; PQC roadmap consolidated under VND-008 Cisco Systems
VND-191,AnyDesk,,No public roadmap found,,,2026-06-06,"No published AnyDesk PQC/quantum-safe roadmap found. AnyDesk currently secures connections with TLS 1.2 and AES-256 session encryption (RSA-2048 key exchange per their security docs); no post-quantum (ML-KEM/ML-DSA or hybrid TLS) commitment, target date, or roadmap has been announced as of June 2026.",no-url,,deprecated,2026-06-06,no published PQC roadmap confirmed 2026-06-06
VND-056,SEALSQ Corp.,https://www.globenewswire.com/news-release/2026/04/02/3267476/0/en/SEALSQ-and-IC-Alps-Achieve-Key-Common-Criteria-Certification-Milestones-Publish-Full-Post-Quantum-Certification-Roadmap.html,"SEALSQ and IC'Alps Achieve Key Common Criteria Certification Milestones, Publish Full Post-Quantum Certification Roadmap",press_release,2026-04-02,2026-08-11,"SEALSQ published a 'Full Post-Quantum Certification Roadmap' covering its QS7001 secure element and QVault TPM families with dated milestones (production samples, wafer fab-out, FIPS 140-3 submission, TCG/Common Criteria certification), explicitly aligned to the NSA CNSA 2.0 January 2027 compliance timeline. Supports ML-KEM, ML-DSA, FALCON in EAL5+ hardware. | Milestone: QS7001 V2 wafer fab-out targeted April 21, 2026; QVault TPM 183/185 FIPS 140-3 submission Sept 2026 and TCG certification Oct 2026; positioning ahead of CNSA 2.0 (Jan 2027).",yes,vendor-roadmaps/VND-056_SEALSQ_Corp..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'SEALSQ Quantum Shield' (same/near-identical URL). Not a company-wide roadmap."
VND-225,Proton AG,https://proton.me/blog/post-quantum-encryption,Proton is building quantum-safe PGP encryption for everyone,blog_post,2023-10-24,2026-08-11,"Official Proton blog laying out their quantum-safe strategy: standardizing a post-quantum extension to OpenPGP (with German BSI and others since 2021), hybrid algorithms (CRYSTALS-Kyber + X25519 for encryption, CRYSTALS-Dilithium + Ed25519 for signatures), and a sequence of future steps (community standardization, symmetric-key/message re-encryption). May 2026 follow-through: Proton Mail rolled out post-quantum encryption to all users. | Milestone: May 2026 general rollout of post-quantum (OpenPGP v6, hybrid) encryption to all Proton Mail users; next: cross-provider interoperability (Thunderbi",yes,vendor-roadmaps/VND-225_Proton_AG.html,active,,
VND-009,Citrix Systems Inc.,https://www.citrix.com/blogs/2025/07/30/leading-the-quantum-ready-transition/,Leading the quantum-ready transition: How NetScaler helps prevent a silent data breach decades in the making,blog_post,2025-07-30,2026-06-06,"Official Citrix blog laying out NetScaler's PQC transition plan: hybrid NIST-aligned PQC (X25519 + ML-KEM768), private tech preview April 2025, general availability August 2025 (v14.1.51), plus a recommended customer migration timeline (Q2 2025 test in non-prod, Q3 2025 map critical systems, Q4 2025 phased rollout) and industry deadlines (2030 phase-out of deprecated crypto, 2035 fully disallowed). | Milestone: NetScaler hybrid PQC (X25519 + ML-KEM768) generally available since August 2025 via v14.1.51; recommended customer phased rollout through Q4 2025.",yes,vendor-roadmaps/VND-009_Citrix_Systems_Inc..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence focuses exclusively on NetScaler's PQC roadmap and timeline, which is a single product scope, but provides materially different and more detailed migration milestones (specific GA dates and customer action phases) than the existing documentation link. Supplementary evidence appended to existing pqc_product_catalog row 'citrix-adc-netscaler'."
VND-231,Wiz Inc.,https://www.wiz.io/blog/wiz-for-pqc-readiness,From Cryptographic Blind Spots to Post-Quantum Agility: Introducing Wiz for PQC Readiness,blog_post,2026-05-18,2026-06-06,"Official Wiz blog introducing the PQC Readiness Framework, a structured, priority-ordered migration roadmap with three phases: (1) Legacy Resiliency (urgent—weak RSA, 3DES/RC4, insecure TLS/SSH), (2) HNDL Risk (key exchange/KEMs like ML-KEM), (3) Identity & Signature Resiliency (long-term PKI migration). Includes PQC Lens visualization, continuous crypto inventory, PQC-aware code scanning, and CI/CD guardrails. References accelerated 2029 readiness deadline. | Milestone: Wiz for PQC Readiness launched (May 2026) with three-phase PQC Readiness Framework and PQC Lens; expanding to PQC-aware code",yes,vendor-roadmaps/VND-231_Wiz_Inc..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Wiz Cloud Security PQC' (same/near-identical URL). Not a company-wide roadmap."
VND-304,"Akamai Technologies, Inc.",https://www.akamai.com/blog/security/taking-steps-to-prepare-for-quantum-advantage,Taking Steps to Prepare for Quantum Advantage,blog_post,2024-08-12,2026-08-11,"Akamai's phased PQC roadmap for end-to-end quantum-safe support across its platform, covering client-to-Akamai, Akamai-to-origin (G2O), and internal mid-tier connections. Uses TLS 1.3 hybrid X25519MLKEM768 (NIST FIPS 203 ML-KEM) and platform-wide crypto-agility upgrades; aligned with NSA/CISA/NIST quantum-readiness guidance. | Milestone: PQC enabled by default for all Enhanced TLS customers and G2O origin connections in Q1 2026; all Akamai-to-Akamai mid-tier connections quantum-safe by March 2026.",yes,vendor-roadmaps/VND-304_Akamai_Technologies__Inc..html,active,,
VND-089,BTQ Technologies Corp.,https://www.btq.com/blog/2025-year-end-letter-to-shareholders,2025 Year-End Letter to Shareholders,blog_post,2025-12-29,2026-08-12,"BTQ's strategic full-stack post-quantum roadmap built on three pillars: Quantum Secure Systems & Networks (incl. QSSN stablecoin settlement and Bitcoin Quantum), QCIM hardware acceleration / secure elements, and QPerfect neutral-atom platforms. Aims to enable PQC transition without disrupting existing infrastructure. | Milestone: 2025: first NIST-standard PQC signature verification demonstrated on Solana (with Bonsol Labs). 2026 targets: deliver QCIM test silicon to customers, expand QSSN from PoC to regulator-aligned deployments, and advance Bitcoin Quantum toward public testnet/mainnet/enter",yes,vendor-roadmaps/VND-089_BTQ_Technologies_Corp..html,active,,
VND-054,QuSecure Inc.,https://www.hpcwire.com/off-the-wire/qusecure-and-nists-nccoe-partner-to-address-post-quantum-algorithm-migration/,QuSecure and NIST NCCoE Partner on Post-Quantum Algorithm Migration,official_doc,2026-03-31,2026-08-11,,yes,vendor-roadmaps/VND-054_QuSecure_Inc.html,active,,
VND-064,Internet Security Research Group,https://letsencrypt.org/2026/06/03/pq-certs,A Post-Quantum Future for Let's Encrypt,blog_post,2026-06-03,2026-08-11,"Official Let's Encrypt (ISRG) post laying out their post-quantum Web PKI plan. They have chosen Merkle Tree Certificates (MTCs) as the route to quantum-safe certificates, batching a post-quantum signature across many certificates to keep TLS handshakes small. Cites CNSA 2.0 (2030-2035), NIST RSA-2048/P-256 deprecation after 2030, and the EU coordinated roadmap as drivers. Participating in IETF PLANTS/ACME working groups; tracking ML-DSA in X.509/TLS. | Milestone: Targeting a staging environment issuing MTCs in late 2026 and production-ready MTC issuance in 2027; nothing changes for existing ce",yes,vendor-roadmaps/VND-064_Internet_Security_Research_Group.html,active,,
VND-007,Check Point Software Technologies Ltd.,https://blog.checkpoint.com/innovation/quantum-safe-cyber-security-current-capabilities-and-the-road-ahead/,Quantum-Safe Cybersecurity with Check Point: Current Capabilities and the Road Ahead,blog_post,2025-09-25,2026-08-11,"Official Check Point blog laying out a phased PQC roadmap to integrate NIST standards. Current (R82): hybrid IKEv2 site-to-site VPN combining classical DH with ML-KEM; quantum-safe TLS/HTTPS inspection (R82.10). Roadmap items: extend quantum-safe key exchange to remote access VPN clients (Windows/macOS/Linux), RFC 8784 PQ pre-shared keys, ML-DSA/SLH-DSA signatures as PKI matures, LMS/XMSS for software/firmware signing, and QKD integration for high-assurance environments. SIC framework designed to shift to ML-DSA when FIPS libraries are available. | Milestone: R82.10 General Availability (with",yes,vendor-roadmaps/VND-007_Check_Point_Software_Technologies_Ltd..html,active,,
VND-015,Fortanix Inc.,https://www.fortanix.com/solutions/use-case/post-quantum-cryptography,Post Quantum Cryptography Solutions,product_page,2024-12-16,2026-08-11,"Fortanix publishes a four-step PQC transition framework: (1) Discover — inventory cryptographic posture/keys across environments; (2) PQC Assessment — prioritize quantum-vulnerable, high-risk assets via dashboards/heat maps (PQC Central); (3) PQC Transition — migrate to NIST/CNSA 2.0-aligned algorithms (ML-KEM/ML-DSA) with centralized key management and testing; (4) Crypto-agility — continuously adopt future algorithms without hardware changes. Algorithms implemented in Fortanix DSM.",yes,vendor-roadmaps/VND-015_Fortanix_Inc.html,active,,
VND-022,Intel Corporation,https://www.intel.com/content/www/us/en/developer/articles/technical/post-quantum-cryptography.html,Post-Quantum Security with Intel Cryptography,official_doc,,2026-06-06,"Intel lays out a phased PQC strategy with an explicit goal of being Y2Q (quantum-resistant) ready by 2030, aligned to the NIST migration deadline to phase out RSA/ECC. The approach addresses harvest-now-decrypt-later first (larger symmetric keys/digests), then hardens code signing/firmware authentication and internet security with NIST-standardized algorithms (FIPS 203 ML-KEM, FIPS 204/205), using hybrid schemes (e.g. Kyber512 + X25519). Built-in crypto acceleration starts with 3rd Gen Xeon Scalable. Intel co-developed FIPS 205 SPHINCS+. Companion strategy content also at intel.com/.../researc",yes,vendor-roadmaps/VND-022_Intel_Corporation.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence focuses specifically on the 'Intel Cryptography Primitives Library' as a single software product, which is distinct from the existing hardware-focused entries (TDX and PTT) and does not constitute a company-wide roadmap. Not catalogued from this evidence alone; flagged for dedicated evidence discovery if this product should be added to pqc_product_catalog."
VND-157,ID Quantique SA,https://www.idquantique.com/quantum-safe-security/migrating-to-quantum-safe-infrastructure/,Migrating to quantum-safe infrastructure,product_page,,2026-08-12,"ID Quantique publishes a quantum-safe migration strategy laying out a defense-in-depth, hybrid approach that combines PQC (software, deployable now), QKD (hardware/quantum-physics based), QRNG and Quantum Key Management (Q-KMS), with strong emphasis on cryptographic hybridization and crypto-agility to de-risk a migration that 'won't happen overnight' (decade-plus) against harvest-now-decrypt-later. Clarion KX is positioned as the platform for flexible QKD+PQC deployments. Strategic/positioning content rather than a dated milestone timeline, so classified as a migration strategy page. | Milesto",yes,vendor-roadmaps/VND-157_ID_Quantique_SA.html,active,,
VND-152,Adtran Networks SE (formerly ADVA),https://www.adtran.com/en/solutions/quantum-safe-communications,Quantum-Safe Communications | Adtran,official_doc,,2026-08-12,(2026-07-01: no true publish date discoverable on-page or via Wayback -- left publish_date blank rather than fabricate one.),yes,vendor-roadmaps/VND-152_Adtran_Networks_SE_formerly_ADVA_.html,active,,
VND-006,Canonical Ltd.,https://discourse.ubuntu.com/t/post-quantum-support-in-the-upcoming-26-04-lts/76840,Post Quantum Support in the upcoming 26.04 LTS,official_doc,2026-02-12,2026-06-06,"Official Canonical plan (Ubuntu Community Hub / Foundations team, author Ravi Sharma) detailing Ubuntu's PQC roadmap with a clear release timeline: 25.10 already ships PQC in OpenSSL 3.5, OpenSSH 10.0+, libgcrypt, wolfssl, rustls; 26.04 LTS makes hybrid key exchange (e.g. X25519MLKEM768) the default for TLS/SSH automatically; 28.04 LTS targets Hybrid Secure Boot with classical + post-quantum signatures. Implements NIST 2024 standards ML-KEM, ML-DSA, SLH-DSA in hybrid mode for interoperability. Corroborated by ubuntu.com/blog PQC posts (25.10 security, building quantum-safe telecom). | Mileston",yes,vendor-roadmaps/VND-006_Canonical_Ltd..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence details the PQC roadmap specifically for the Ubuntu operating system (versions 25.10, 26.04, 28.04) and its integrated components, which constitutes a single product line rather than a strategy spanning multiple distinct Canonical products. Not catalogued from this evidence alone; flagged for dedicated evidence discovery if this product should be added to pqc_product_catalog."
VND-155,Nokia Corporation,https://www.nokia.com/industries/quantum-safe-networks/,Quantum-safe networks,official_doc,,2026-08-12,"Nokia publishes a Quantum Safe Network (QSN) strategy and the white paper 'The road to quantum-safe networks' (nokia.com/asset/i/214685/), advocating a pragmatic, layered defense-in-depth roadmap that bundles PQC, Symmetric Key Infrastructure (SKI), and QKD into a hybrid, crypto-agile migration. Nokia is engaging NIST on building blocks and its optical networking was first in industry to achieve FIPS 140-3 Security Level 2 validation. Supporting strategy blog 'Get ahead of the quantum threat with a quantum-safe network strategy' (returned 403 to automated fetch but confirmed live via Nokia-sou",yes,vendor-roadmaps/VND-155_Nokia_Corporation.html,active,,
VND-190,Zscaler Inc.,https://www.zscaler.com/blogs/product-insights/primer-quantum-threat-strategic-shift-post-quantum-cryptography-pqc,Preparing for 'Q Day': A Primer on the Quantum Threat and the Strategic Shift to Post-Quantum Cryptography,blog_post,2025-10-31,2026-08-11,"Zscaler has published a strategic PQC program: a multi-part 'Strategic Shift to Post-Quantum Cryptography' blog series (primer published Oct 31, 2025) plus a 'Quantum-Ready Security Service Edge' innovation launch. It lays out a hybrid ECC+ML-KEM key-exchange strategy, inline PQC TLS decryption/inspection, IPsec tunnels with post-quantum pre-shared keys, crypto-discovery via SI partners (EY, HCLTech), and phased customer migration guidance across the Zero Trust Exchange. | Milestone: Quantum-ready SSE: inline inspection of ML-KEM hybrid PQC TLS traffic and IPsec tunnels with post-quantum pre-s",yes,vendor-roadmaps/VND-190_Zscaler_Inc..html,active,,
VND-011,CryptoNext Security,https://www.cryptonext-security.com/en/,Switch to post-quantum crypto-agility with CryptoNext (4-phase PQC migration strategy),official_doc,2025-04-29,2026-08-11,"CryptoNext publishes a structured PQC migration strategy/methodology on its official site organized in four phases: (1) PQC Evaluation/Test & Learn via prototypes, (2) Cryptographic Discovery & Inventory (CryptoNext COMPASS Discovery, launched June 2025), (3) PQC Remediation by integrating standards-based PQC into hardware/software, and (4) Crypto-Agility management for evolving standards. Supported by a blog series on discovery, testing before migration, and crypto-agility; CryptoNext is also engaged in NIST's PQC collaboration project. | Milestone: Crypto-agility/COMPASS Discovery driven mig",yes,vendor-roadmaps/VND-011_CryptoNext_Security.html,active,,
VND-230,Confluent Inc.,https://www.confluent.io/blog/confluent-cloud-post-quantum-cryptography-roadmap/,Post-Quantum Cryptography in Confluent Cloud,blog_post,2026-03-05,2026-06-06,"Official Confluent blog laying out a multi-phase PQC strategy for Confluent Cloud addressing 'harvest now, decrypt later'. Covers data-in-transit (TLS 1.3 default, hybrid key exchange investigating ML-KEM/ML-DSA/SLH-DSA), data-at-rest (already AES-256 / PQC-compliant on AWS & GCP, investigating Azure HSM), and crypto-agility. Aligns with NIST FIPS 203/204/205 and references the Cloud Security Alliance 2030 deadline. | Milestone: TLS 1.3 becomes default for all newly provisioned and existing (non-Dedicated) clusters by April 30, 2026; moving toward hybrid classical+PQC key exchange.",yes,vendor-roadmaps/VND-230_Confluent_Inc..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Confluent Cloud Kafka PQC' (same/near-identical URL). Not a company-wide roadmap."
VND-039,STMicroelectronics N.V.,https://www.st.com/content/st_com/en/about/innovation-and-technology/post-quantum-cryptography.html,Post-Quantum Cryptography - STMicroelectronics,official_doc,,2026-08-12,"Official ST corporate page describing its post-quantum cryptography program: contributing to standardization, developing crypto-agile hardware accelerators and software libraries for general-purpose and secure MCUs, and ensuring a seamless transition to crypto-agile ecosystems supporting a mix of quantum-safe and classical algorithms. Notes ST's Keccak role in NIST-standardized algorithms (ML-KEM, ML-DSA, SLH-DSA, FALCON). | Milestone: Crypto-agile hardware/software PQC assets ready (X-CUBE-PQC library; first Common Criteria-certified STSAFE-TPM with LMS-signed firmware update) supporting secu",yes,vendor-roadmaps/VND-039_STMicroelectronics_N.V..html,active,,
VND-379,Hewlett Packard Enterprise,https://www.businesswire.com/news/home/20260324083438/en/HPE-Introduces-Sweeping-Security-Advancements-to-Secure-AI-Adoption-and-Strengthen-Enterprise-Resiliency,HPE Introduces Sweeping Security Advancements to Secure AI Adoption and Strengthen Enterprise Resiliency,press_release,2026-03-24,2026-08-11,"HPE press release describing portfolio-wide quantum-safe security advancements with a phased crypto-agility approach: NIST FIPS 203/204 alignment, PQC-ready Junos OS Evolved (with broader Junos PQC support, software signing on FIPS 204, and Quantum Buffer for SSH), and PQC-capable HPE ProLiant Gen12 / iLO 7 silicon root of trust aligned to CNSA 2.0. Emphasizes standards alignment, supply-chain security, and customer migration paths. | Milestone: PQC support to extend more broadly across Junos OS in summer 2026 (FIPS 203/204 libraries); HPE ProLiant Gen12 with iLO 7 embedded PQC/CNSA 2.0 capabi",yes,vendor-roadmaps/VND-379_Hewlett_Packard_Enterprise.html,deprecated,2026-08-14,"deprecation-sweep (unspecified): all fetch tiers failed (last: crawl4ai, status=err, reason=Blocked by anti-bot protection: HTTP 403 with HTML content (714 bytes))"
