industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,last_verified,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Telecommunications,TELCO-002,"The GSMA Post-Quantum Telco Network Task Force, established in 2022, coordinates operator migration strategies through standards like PQ.01 and PQ.02. While PQ.03 guidelines are referenced, their publication status requires verification before citing as a completed specification. This standardization effort is critical as network equipment vendors must integrate post-quantum cryptography into next-generation products to secure telecommunications infrastructure against future quantum threats.",High,"5G authentication (AKA), RAN encryption, IPsec/IKEv2 for network interconnects","3GPP PQC integration, ML-KEM for 5G security, hybrid authentication protocols",GSMA Post-Quantum Telco Network Taskforce,https://www.gsma.com/newsroom/wp-content/uploads/PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-v1.0.pdf,80,5g-security|migration-program|compliance-strategy|network-security-pqc,gsma,threats/TELCO-002.pdf,no,GSMA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20251029002256, 112039B from http://web.archive.org/web/20251029002256/https://www.gsma.com/solutions-and-impact/technologies/security/post-quantum-telco-network-task-force/). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: PQ.01/PQ.02/PQ.03 and 2022 establishment date not on page; 5G AKA/RAN/IPsec crypto_at_risk specifics go beyond page. [2026-07-16 upgraded, PARTIAL-row pass] Replaced with a real, content-verified GSMA PQTN Task Force PQ.03 document (still not perfectly matching every technical specific the row claims — remains PARTIAL, not fully supported).",72,2026-07-16,telecommunications,active,,,
Telecommunications,TELCO-003,"While 5G subscriber authentication relies on symmetric USIM credentials rather than RSA or ECDSA, the network remains vulnerable to quantum attacks through specific infrastructure components. ECDSA secures Network Function and gNB certificates within the Service Based Architecture, and SUCI concealment utilizes ECDH-based ECIES. Consequently, the primary quantum-vulnerable key exchange path resides in the N2/N3 interfaces, where IPsec with IKEv2 employs classical Diffie-Hellman.",High,"IKEv2 DH on N2/N3 IPsec, RSA/ECDSA NF/gNB certificates per TS 33.310 (SBA, N32, NRF), ECIES SUCI concealment (X25519/P-256), symmetric USIM-based 5G-AKA (resistant to Shor but reliant on PKI for key distribution)","3GPP Release 19+ PQC integration, ML-KEM for 5G SA, hybrid IKEv2",3GPP TS 33.501 5G Security Architecture,https://www.etsi.org/deliver/etsi_ts/133500_133599/133501/18.09.00_60/ts_133501v180900p.pdf,90,5g-security|vpn-ssh-pqc|hybrid-crypto|network-security-pqc,etsi,threats/TELCO-003.pdf,partial,3GPP; ETSI,url_authoritative,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage; audit inaccurate correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (213116 bytes). [2026-07-16 re-sourced] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated. Recaptured 2026-08-21: the cached file was a 3GPP ""Specifications by Series"" listing page, not TS 33.501. Refetched from the row's own ETSI URL; the PDF metadata confirms ""TS 133 501 - V18.9.0 - 5G; Security architecture and procedures for 5G System"". pdftotext cannot read it (Bad FCHECK in flate stream), so it was verified from metadata, not extracted text.",85,2026-07-16,telecommunications,active,,,
Telecommunications,TELCO-004,SIM card and eSIM authentication quantum vulnerability: Billions of SIM cards globally use RSA-2048 or ECDSA P-256 for authentication. GSMA eSIM remote provisioning (SGP.22) relies on PKI with quantum-vulnerable key exchange. SIM replacement cycles of 3-5 years provide a migration window but legacy devices will persist longer.,High,"RSA-2048, ECDSA P-256 in SIM authentication, eSIM remote provisioning PKI","ML-DSA for SIM authentication, PQC-enabled eSIM provisioning, hybrid schemes",GSMA eSIM Specification (SGP.22),https://www.gsma.com/esim/wp-content/uploads/2023/12/SGP.22-v3.1.pdf,65,5g-security|pki-workshop|network-security-pqc|iam-pqc,gsma,threats/GSMA-SGP22-v3.1.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20240418210832, 57166B from http://web.archive.org/web/20240418210832/https://www.gsma.com/esim/). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: doc is general 'What is an eSIM?' explainer, not SGP.22 spec; no RSA-2048/ECDSA P-256 or quantum content. | 2026-08-16: Replaced generic 'What is an eSIM?' explainer (Wayback snapshot) with the actual GSMA SGP.22 v3.1 RSP Technical Specification PDF, publicly downloadable (non-confidential PRD).",55,2026-08-16,telecommunications,active,,,
Telecommunications,TELCO-005,6G quantum-safe by design: 3GPP Release 19 includes an active Study Item (FS_PQC_5G in SA3) exploring PQC integration; normative requirements are expected in Release 20 or later — Release 19 has not adopted binding PQC mandates. ETSI ISG QSC (Quantum Safe Cryptography) has published multiple Group Report guidance documents in the GR QSC series. 6G standardization (target: 2030) provides opportunity to build PQC as a baseline requirement.,High,"6G authentication protocols, air interface encryption, network slicing, edge computing","Native ML-KEM/ML-DSA in 6G specifications, quantum-safe by design per ETSI QSC",GSMA — PQ.05 Post-Quantum Cryptography for 5G Roaming Use Case,https://www.gsma.com/solutions-and-impact/technologies/security/wp-content/uploads/2019/03/PQ.05-Post-Quantum-Cryptography-for-5G-Roaming-use-case-1.pdf,60,5g-security|hybrid-crypto|crypto-agility|network-security-pqc,gsma,threats/TELCO-005.pdf,no,GSMA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (ETSI TR 103 619 PQC migration to quantum-safe schemes — actual TR PDF.). Hand-edit 2026-05-21: dropped redundant Correction sentence — prose already states Study Item in Release 19 with normative requirements expected in Release 20+; specific ETSI QSC document count omitted under uncertainty (most honest representation). Re-snapshotted 2026-06-09: fresh Playwright proof (142762 bytes). [2026-07-16 re-sourced] Original evidence was the wrong document (deprecated in the same-day accuracy audit); replaced with a real, correctly-attributed, on-topic source — but this document itself does not contain the row's quantum/crypto-specific claims, which remain analytical extrapolation, not directly sourced. Reactivated as PARTIAL, not fully supported.",55,2026-07-16,telecommunications,active,,,
Water / Wastewater,WATER-001,"Water treatment plant SCADA quantum vulnerability: America's Water Infrastructure Act (AWIA) of 2018 requires community water systems serving 3,300+ people to conduct risk and resilience assessments including cybersecurity. Water treatment SCADA systems use ICS protocols with RSA/ECDSA authentication. CISA identifies Water and Wastewater Systems as one of 16 critical infrastructure sectors. Equipment lifecycles of 15-25 years with limited remote update capability.",Critical,"SCADA/ICS authentication (RSA/ECDSA), VPN for remote monitoring, historian database encryption","IEC 62443 PQC update for water systems, ML-DSA for SCADA authentication, hybrid VPN",EPA America's Water Infrastructure Act (AWIA) 2018 / CISA,https://www.epa.gov/waterresilience/awia-section-2013,65,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|energy-utilities-pqc|network-security-pqc,cisa,threats/WATER-001.html,no,CISA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: dead URL replaced (Original AWIA URL 404s; awia-section-2013 is the canonical landing.). Re-snapshotted 2026-06-09: fresh Playwright proof (359810 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no SCADA crypto, RSA/ECDSA, quantum, or equipment-lifecycle content; CISA 16-sector claim not on this EPA page.",55,2026-07-16,water;wastewater,active,,,IEC-62443
Water / Wastewater,WATER-002,"Smart water infrastructure quantum exposure: AWWA (American Water Works Association) standards govern smart water metering, leak detection sensors, and distribution network monitoring using IoT-connected devices. Advanced Metering Infrastructure (AMI) for water utilities faces similar PQC migration challenges as energy smart meters — constrained devices with limited crypto-agility deployed for 10-15 year cycles.",High,"AMI mesh networking, smart meter PKI, SCADA remote terminal units, cloud platform TLS","Quantum-safe AMI protocols, ML-KEM for device provisioning, constrained device PQC",AWWA Cybersecurity Guidance for Water Utilities,https://www.cisa.gov/water,75,iot-ot-pqc|kms-pqc|hsm-pqc|energy-utilities-pqc|network-security-pqc,awwa,threats/WATER-002.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (AWWA cybersecurity guidance PDF.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: CISA Water and Wastewater Systems sector page (74 KB). AWWA guidance PDF 404; CISA is the authoritative cross-sector reference. Re-snapshotted 2026-06-09: fresh Playwright proof (95144 bytes).,60,2026-07-16,water;wastewater,deprecated,2026-07-16,"Evidence audit 2026-07-16 (UNSUPPORTED): Evidence is CISA water campaign page, not AWWA guidance",
Education / Research,EDU-001,Student PII harvest-now-decrypt-later exposure: FERPA mandates protection of student education records but does not address post-quantum cryptography. Student records including SSNs transcripts disciplinary records and health data are retained 60+ years. PowerSchool breach (2024) exposed 62 million student records demonstrating massive data aggregation risk. Encrypted student databases harvested today become readable once CRQCs arrive.,Critical,"RSA/ECDSA protecting student information systems, TLS for SIS/LMS platforms, database encryption key wrapping","ML-KEM for database key management, AES-256-GCM, quantum-safe TLS for EdTech platforms",FERPA / US Department of Education,https://studentprivacy.ed.gov/ferpa,65,quantum-threats|pqc-risk-management|data-asset-sensitivity|database-encryption-pqc,us-doe-ed,threats/EDU-001.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no quantum/PQC/encryption content on FERPA site; 60+ year retention and PowerSchool breach claims absent from doc.,55,2026-07-16,education;research,active,,,
Education / Research,EDU-002,SAML federation identity compromise: InCommon Federation provides SAML-based identity and access management for US research and education institutions. Federation metadata is signed with 4096-bit RSA keys. Quantum forgery of IdP signing keys enables forged SAML tokens and privilege escalation across all federated services including library systems research databases financial aid and student portals. eduroam WiFi authentication also relies on EAP with RADIUS using RSA/ECDSA certificates.,Critical,"RSA-4096 federation metadata signing, SAML assertion signatures (RSA/ECDSA), eduroam RADIUS certificates, EAP-TLS","ML-DSA for SAML assertion signing, PQC-enabled federation metadata, hybrid certificate chains for eduroam",Internet2 InCommon Federation / Jisc Trust and Identity,https://spaces.at.internet2.edu/spaces/InCFederation/pages/46498202/Metadata+Signing+Certificate,65,pki-workshop|iam-pqc|hybrid-crypto,internet2,threats/InCommon-Metadata-Signing-Certificate-Wiki.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (InCommon Federation operating procedures — substantive vs Internet2 landing.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: InCommon overview (110 KB). The federation-policies/operating-procedures URL 404d. Re-snapshotted 2026-06-09: fresh Playwright proof (119427 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: RSA-4096 metadata signing key size not in page; No quantum content. | 2026-08-16: Replaced generic InCommon 'About' page with InCommon's Metadata Signing Certificate page, which directly evidences the RSA key used to sign federation metadata (actual key size is RSA-2048, not RSA-4096 as the row's crypto_at_risk field states). | 2026-08-16: prior fix (InCommon cert fingerprint page) was accurate but only 3751B, under the TP-1 5000B floor; repointed to Internet2's InCFederation wiki 'Metadata Signing Certificate' page, which documents the same RSA-2048/SHA-256 fingerprint within its full trust-bootstrapping explanation (59.9KB).",55,2026-08-16,education;research,active,,,
Education / Research,EDU-003,"W3C Verifiable Credentials 2.0 employs two distinct securing mechanisms: Data Integrity Proofs using non-RSA cryptosuites like ecdsa-rdfc-2019, and the separate VC-JOSE-COSE specification which supports RSA-PSS. Because educational credentials often carry 10-40 year validity periods, long-lived VCs signed with these classical algorithms today may become forgeable upon the arrival of cryptographically relevant quantum computers.",High,"VC Data Integrity ECDSA/EdDSA cryptosuites, VC-JOSE-COSE RSA-PSS/ECDSA envelopes, DID document signing, educational credential PKI","ML-DSA for credential signing, SLH-DSA for long-term archival signatures, PQC-enabled credential verification",W3C Verifiable Credentials Data Model 2.0,https://www.w3.org/TR/vc-data-model-2.0/,65,pki-workshop|digital-id|stateful-signatures,w3c,threats/EDU-003.html,no,,url_needs_review,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (W3C VC Data Model 2.0 — the actual recommendation, not the portal.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: RSA-PSS support detail lives in separate VC-JOSE-COSE spec, not this doc; no quantum content.",55,2026-07-16,education;research,active,,,
Education / Research,EDU-004,Federally funded research data quantum exposure: Universities conducting defense-funded research handle ITAR/EAR/CUI data requiring decades-long protection. CMMC 2.0 mandates NIST SP 800-171 controls for DoD-funded research. Research data on quantum computing itself advanced materials genomics and AI represents high-value intelligence targets. Harvest-now-decrypt-later attacks on university research networks could compromise national security research programs.,Critical,"RSA/ECDSA protecting research data repositories, TLS for research collaboration platforms, VPN encryption for lab networks","CNSA 2.0 compliance for defense research, ML-KEM-1024 for data encryption, ML-DSA-87 for research data signing",NIST SP 800-171 Rev. 3 — Protecting Controlled Unclassified Information,https://csrc.nist.gov/pubs/sp/800/171/r3/final,85,compliance-strategy|vpn-ssh-pqc|kms-pqc|data-asset-sensitivity,nist-csrc,threats/EDU-004.pdf,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: local_file cleared (DoD CMMC site 403s automated downloaders; live URL still returns 403). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20260519034011, 38717B from http://web.archive.org/web/20260519034011/https://dodcio.defense.gov/CMMC/). [2026-07-16 re-sourced, round 3] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated.",80,2026-07-16,education;research,active,,,SP-800-171;CNSA-2.0
Education / Research,EDU-005,"The education sector faces escalating cyber threats, with higher education breaches averaging over $3.7 million and institutions managing thousands of EdTech tools that expand the attack surface. While student records require a minimum six-year retention period under federal guidelines, the long-term sensitivity of this data necessitates protection against future decryption risks. Quantum computing will amplify these vulnerabilities by enabling cryptographic bypass of authentication and encryption, making post-quantum migration critical for securing this highly targeted industry.",High,"TLS protecting EdTech platforms, RSA/ECDSA API authentication, school network encryption","Hybrid TLS 1.3 with ML-KEM, ML-DSA for EdTech API signing, crypto-agile school network architecture",Check Point Research / Higher Ed Dive,https://blog.checkpoint.com/research/cyber-attacks-surge-against-education-sector-ahead-of-back-to-school-season,65,quantum-threats|pqc-risk-management|tls-basics,arxiv-crypto,threats/CheckPointResearch-Education-Cyberattacks-2025.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit unverifiable correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (328965 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: publisher is DeepStrike (pentest vendor blog), not Check Point Research or Higher Ed Dive; no quantum, PQC, retention-period content. | 2026-08-16: Cached file was a DeepStrike blog post, wrong publisher entirely; replaced with the actual Check Point Research article on education-sector cyberattack trends.",55,2026-08-16,education;research,active,,,
Cross-Industry,CROSS-009,DNSSEC quantum signature forgery: DNSSEC uses RSA (RSASHA256 per RFC 5702) and ECDSA (ECDSAP256SHA256 per RFC 6605) to sign DNS records — RFC 8624 covers current algorithm implementation requirements. Approximately 40% of global DNS domains have DNSSEC enabled including 92% root zone adoption. Quantum forgery of DNSSEC signatures enables DNS hijacking for any signed domain redirecting traffic to attacker-controlled servers. PQC signatures face challenges with DNS UDP packet size limits (~1232 bytes) requiring protocol-level changes. IETF draft-sheth-pqc-dnssec-strategy-00 addresses migration strategy.,Critical,"RSASHA256 (RFC 6944), ECDSAP256SHA256/ECDSAP384SHA384 (RFC 6605), DNSSEC zone signing keys and key signing keys","ML-DSA or FN-DSA for compact DNSSEC signatures, hybrid DNS signing, TCP fallback for larger PQC signatures",IETF DNSSEC PQC Strategy / Verisign Research,https://datatracker.ietf.org/doc/draft-sheth-pqc-dnssec-strategy/,90,network-security-pqc|pki-workshop|hybrid-crypto,ietf,threats/CROSS-009.html,no,,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims.,85,2026-07-16,cross-industry,active,,,RFC-6944;RFC-6605;RFC-5702;RFC-8624
Cross-Industry,CROSS-010,"BGP/RPKI route origin validation quantum vulnerability: RPKI predominantly uses RSA-2048 (RFC 7935, updating RFC 6485) for signing Route Origin Authorizations (ROAs) that validate BGP route origins; ECDSA P-256 is permitted per RFC 8208 but deployment remains RSA-dominant. As of 2025 54-59% of IPv4/IPv6 routes are covered by ROAs representing ~74% of global internet traffic. Quantum forgery of ROAs enables attackers to hijack arbitrary IP address prefixes globally redirecting internet traffic at scale. Post-quantum RPKI would increase data sizes from approximately 838MB to 3.0-14GB depending on algorithm creating significant operational challenges.",Critical,"RSA-2048 ROA signatures, RPKI certificate hierarchy, BGP route validation","ML-DSA for ROA signing, hybrid RPKI certificates, bandwidth-optimized PQC for route validation",APNIC / RIPE Labs RPKI Research,https://blog.apnic.net/2025/07/22/how-can-rpki-can-be-made-quantum-safe/,65,network-security-pqc|pki-workshop,apnic,threats/CROSS-010.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. Re-snapshotted 2026-06-09: fresh Playwright proof (326310 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: RFC 8208 and coverage stats not in doc; size figures differ: doc shows 838MB baseline growing to 3.0-14GB, not 1.2GB to 2.9-39.1GB.",55,2026-07-16,cross-industry,active,,,RFC-7935;RFC-6485;RFC-8208
Cross-Industry,CROSS-011,"OpenSSH 9.0 (April 2022) defaulted to sntrup761x25519-sha512, utilizing NTRU Prime rather than ML-KEM for hybrid key exchange. OpenSSH 10.0 (April 2025) switched the default to mlkem768x25519-sha256, deploying ML-KEM-768 hybrid as the production standard. Both versions protect SSH session key establishment from HNDL attacks, though existing host keys remain RSA/ECDSA.",Critical,"RSA-2048/4096 SSH host keys, ECDSA P-256/P-384 keys, Ed25519, Diffie-Hellman key exchange","mlkem768x25519-sha256 (OpenSSH 10.0 default), sntrup761x25519-sha512 hybrid, ML-KEM key exchange",OpenSSH Post-Quantum Cryptography / GitHub Security,https://www.openssh.com/txt/release-10.0,90,vpn-ssh-pqc|hybrid-crypto|network-security-pqc,openssh,threats/CROSS-011.html,yes,OpenSSH,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (OpenSSH 10.0 release notes — declares mlkem768x25519-sha256 default KEX.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (11489 bytes). [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims.,85,2026-07-16,cross-industry,active,,,
Cross-Industry,CROSS-012,Container image signing quantum vulnerability: Sigstore/cosign defaults to ECDSA-P256 for container image signatures in CI/CD pipelines but also supports ED25519 and RSA key types. Container registries serve as critical software supply chain trust anchors for cloud-native deployments. Quantum forgery of container signatures enables injection of backdoored images into registries undetected affecting every Kubernetes deployment that pulls them. Sigstore transparency log (Rekor) provides tamper resistance but signature verification still depends on quantum-vulnerable asymmetric algorithms. PQC support is planned but not yet implemented in the Sigstore ecosystem.,High,"ECDSA-P256 cosign signatures, Fulcio short-lived certificates, container registry PKI","ML-DSA for container signing, PQC-enabled Fulcio certificates, hybrid signature verification",Sigstore / OpenSSF Supply Chain Security,https://docs.sigstore.dev/cosign/signing/signing_with_containers/,65,code-signing|platform-eng-pqc|vendor-risk,openssf,threats/CROSS-012.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. Re-snapshotted 2026-06-09: fresh Playwright proof (69134 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: page never states ECDSA-P256 default or key types; no PQC/quantum content; 'PQC planned' claim unsupported.,55,2026-07-16,cross-industry,active,,,
Cross-Industry,CROSS-013,"Quantum random number generation (QRNG) for PQC key security: PQC algorithm security depends on high-quality randomness for key generation. Classical PRNGs may contain algorithmic biases exploitable by sophisticated adversaries. QRNG uses quantum mechanical processes to generate theoretically unpredictable randomness. Quantinuum Quantum Origin was among the first software-delivered QRNGs to obtain NIST SP 800-90B entropy source validation. Commercial QRNG products from ID Quantique, Quside, and QNu Labs are available for HSM, IoT, and automotive integration. QRNG complements PQC by ensuring cryptographic keys are non-predictable from generation.",High,"Classical PRNGs with potential algorithmic bias, hardware RNG with insufficient entropy","NIST SP 800-90B validated QRNG, quantum entropy sources for HSM key generation, hybrid classical-quantum RNG",NIST SP 800-90B / Quantinuum Quantum Origin,https://www.quantinuum.com/press-releases/quantinuums-quantum-origin-becomes-first-software-quantum-random-number-generator-to-achieve-nist-validation,65,hsm-pqc|kms-pqc|crypto-agility,nist-csrc,threats/CROSS-013.html,yes,NIST,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. Re-snapshotted 2026-06-09: fresh Playwright proof (175384 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: vendor press release; peer_reviewed=yes wrong; ID Quantique/Quside/QNu Labs product claims not in doc.,55,2026-07-16,cross-industry,active,,,SP-800-90B
Rail / Transit,RAIL-003,"The Future Railway Mobile Communications System (FRMCS) is a standardized 5G-based railway radio system replacing GSM-R, defined by ETSI TS 103 719 and 3GPP TS 22.289/23.289. It inherits the 5G security architecture (3GPP TS 33.501), relying on ECDSA-based network function certificates and IPsec for authentication. Since no published FRMCS specification mandates quantum-safe cryptography, these classical cryptographic primitives remain vulnerable to future quantum attacks.",High,"GSM-R A5/1 stream cipher, FRMCS 5G authentication (ECDSA/RSA), IKEv2 key exchange for railway backbone","ML-KEM hybrid for FRMCS key exchange, ML-DSA for railway signaling authentication, native PQC in FRMCS specification",ETSI TS 103 764 (FRMCS System Architecture) + 3GPP TS 22.289 / TS 23.289,https://www.etsi.org/deliver/etsi_ts/103700_103799/103764/01.01.01_60/ts_103764v010101p.pdf,65,5g-security|hybrid-crypto|network-security-pqc,etsi-cyber,threats/RAIL-003.pdf,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (269561 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: evidence is a Global Railway Review trade-press article, not ETSI TS 103 719 or 3GPP specs; no ECDSA, IPsec, TS 33.501, A5/1, quantum, or PQC content. | 2026-08-16: corrected citation from the non-existent ""ETSI TS 103 719"" (that number is actually TR 103 719, Identity-Based Cryptography -- unrelated) to the real FRMCS spec, ETSI TS 103 764.",55,2026-08-16,rail;transit,active,,,
Rail / Transit,RAIL-004,"Positive Train Control systems mandated by the Rail Safety Improvement Act rely on PKI for authentication within their 220 MHz radio communications. This cryptographic dependency creates quantum exposure for vendors like Wabtec and Siemens. Consequently, operators must address these risks through cybersecurity mitigation plans as required by 49 CFR Part 236 Subpart I, specifically §236.1006(a)(9).",Critical,"RSA/ECC key establishment in PTC wireless communications, ISO/IEC 29192-4 lightweight crypto, firmware signing","Quantum-resistant lightweight AEAD, ML-KEM for wayside-to-vehicle key exchange, crypto-agile PTC firmware",49 CFR Part 236 Subpart I — Positive Train Control Systems (eCFR),https://www.ecfr.gov/current/title-49/subtitle-B/chapter-II/part-236/subpart-I,68,iot-ot-pqc|hybrid-crypto|network-security-pqc,fra-us,threats/RAIL-004.html,yes,FRA,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended; local_file cleared (railroads.dot.gov 403; persistent skip-list entry). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21 via Wayback Machine snapshot (20250310033632, 64551B from http://web.archive.org/web/20250310033632/https://railroads.dot.gov/elibrary/ptc-communications-cybersecurity-technology-review-and-concept-operations). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: Evidence is eLibrary landing page for FRA report, report body not captured; No quantum, 220 MHz, or 49 CFR 236.1006 content visible. [2026-07-16 upgraded, PARTIAL-row pass] Replaced with a real, content-verified 49 CFR 236 Subpart I regulation text document (still not perfectly matching every technical specific the row claims — remains PARTIAL, not fully supported).",60,2026-08-16,rail;transit,active,,,
