Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceUrl
Rachel Noble,Australia,Former Director-General,ASD (Australia),Public,Government,Director-General of ASD (2020-2025); oversaw Australia's PQC strategy and quantum computing investments; coordinated Five Eyes quantum security initiatives; retired 2025; succeeded by Abigail Bradshaw.,https://ui-avatars.com/api/?name=Rachel+Noble&background=0b0d17&color=22d3ee&size=128&bold=true,https://www.asd.gov.au/,https://www.linkedin.com/in/rachel-noble-908766324/,https://www.asd.gov.au/about/director-general
Sami Khoury,Canada,Head,Canadian Centre for Cyber Security (CCCS),Public,Government,Leads Canadian cybersecurity strategy including PQC transition guidance; published ITSAP.00.017 on quantum-safe migration.,https://ui-avatars.com/api/?name=Sami+Khoury&background=0b0d17&color=22d3ee&size=128&bold=true,https://cyber.gc.ca/,https://www.linkedin.com/in/sami-khoury-1a263422/,https://www.cyber.gc.ca/en/guidance/approach-quantum-safe-cryptography-itsap00017
Dr. Brian LaMacchia,USA,Distinguished Engineer; Head of Security & Cryptography,Microsoft Research,Private,Industry Adopter,20+ years cryptographic research leadership at Microsoft; drives Azure PQC integration; co-chair of Industry Consortium for Post-Quantum Cryptography.,https://ui-avatars.com/api/?name=Brian+LaMacchia&background=0b0d17&color=10b981&size=128&bold=true,https://www.microsoft.com/,https://www.linkedin.com/in/brianlamacchia/,https://www.microsoft.com/en-us/research/people/lamacchi/
Royal Hansen,USA,Vice President; Engineering and Security,Google,Private,Industry Adopter,Leads Google's security engineering including PQC deployments; oversees Chrome browser PQC integration; coordinates quantum-safe strategy across Google products.,https://ui-avatars.com/api/?name=Royal+Hansen&background=0b0d17&color=10b981&size=128&bold=true,https://www.google.com/,https://www.linkedin.com/in/royal-hansen-989858/,https://security.googleblog.com/
Nick Sullivan,USA,Principal Consultant; Co-Chair CFRG and IRTF,Cryptography Consulting LLC,Private,Standards,Former Cloudflare Head of Research; pioneered PQC in TLS 1.3 at scale; Co-Chair of Crypto Forum Research Group and IRTF; joining Internet Architecture Board (IAB) Mar 2026.,https://ui-avatars.com/api/?name=Nick+Sullivan&background=0b0d17&color=60a5fa&size=128&bold=true,https://nicksullivan.org/,https://www.linkedin.com/in/ntsullivan/,https://research.cloudflare.com/about/people/alumni/nick-sullivan/
Dr. Stanislav Smyshlyaev,Russia,Head of Cryptographic Solutions,CryptoPro,Private,Standards,Russian representative to ISO/IEC JTC 1/SC 27/WG 2; contributor to ITU-T quantum security work; advocate for algorithm diversity in PQC.,https://ui-avatars.com/api/?name=Stanislav+Smyshlyaev&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptopro.ru/,https://www.linkedin.com/in/stanislav-smyshlyaev-62169333/,https://www.itu.int/en/ITU-T/Workshops-and-Seminars/2020/1130/Documents/3S2_Igor_Ustinov.pdf
Dr. Jintai Ding,USA,Professor,University of Cincinnati,Academic,Algorithm Inventor,Co-designer of RAINBOW (broken 2022); expert in multivariate cryptography; extensive contributions to post-quantum cryptanalysis and algorithm design.,https://ui-avatars.com/api/?name=Jintai+Ding&background=0b0d17&color=f59e0b&size=128&bold=true,https://homepages.uc.edu/~dingjt/,https://www.linkedin.com/in/jintai-ding-865b631b/,https://www.nist.gov/news-events/news/2022/07/nist-announces-first-four-quantum-resistant-cryptographic-algorithms
Dr. Gorjan Alagic,USA,Physicist; Computer Scientist,NIST,Public,Algorithm Inventor,NIST quantum scientist; co-editor of NISTIR 8413 on quantum security; extensive work on quantum algorithms and PQC security proofs.,https://ui-avatars.com/api/?name=Gorjan+Alagic&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.nist.gov/,https://www.linkedin.com/in/gorjan-alagic/,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413.pdf
Dr. Yehuda Lindell,Israel,CEO; Co-Founder,Unbound Security (acquired by Coinbase),Private,Industry Adopter,Expert in secure multiparty computation and threshold cryptography; leads research on PQC-compatible MPC protocols; advisor to quantum-safe implementations.,https://ui-avatars.com/api/?name=Yehuda+Lindell&background=0b0d17&color=10b981&size=128&bold=true,https://www.unboundsecurity.com/,https://www.linkedin.com/in/yehudalindell/,https://eprint.iacr.org/
Bruce Schneier,USA,Security Technologist; Author,Harvard Kennedy School,Academic,Standards,Public interest technology fellow; cybersecurity thought leader; extensive writing on quantum threats and PQC transition; advocate for open standards.,https://ui-avatars.com/api/?name=Bruce+Schneier&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.schneier.com/,,https://www.schneier.com/crypto-gram/
Dr. Ludovic Perret,France,Senior Researcher,Sorbonne Université; Inria,Academic,Algorithm Inventor,Expert in algebraic cryptanalysis; contributed to breaking several NIST PQC candidates; research on multivariate and code-based systems.,https://ui-avatars.com/api/?name=Ludovic+Perret&background=0b0d17&color=f59e0b&size=128&bold=true,https://www-polsys.lip6.fr/~perret/,https://www.linkedin.com/in/ludovic-perret-37a12524/,https://www-polsys.lip6.fr/~perret/
Dr. Johannes Buchmann,Germany,Professor Emeritus,TU Darmstadt,Academic,Standards,Founder of European PQC research; established TU Darmstadt's cryptography group; extensive contributions to code-based and lattice cryptography education.,https://ui-avatars.com/api/?name=Johannes+Buchmann&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptoplexity.de/,https://www.linkedin.com/in/johannes-buchmann-6b9a18221/,https://www.springer.com/gp/book/9780387887012
Prof. Dr. Thomas Pöppelmann,Germany,Head of Security Innovation,Infineon Technologies,Private,Industry Adopter,Implemented first PQC on smart cards; co-designer of NewHope; Infineon achieved world-first CC EAL6 PQC certification (Jan 2025); partnered with BSI on quantum-secure ID card.,https://ui-avatars.com/api/?name=Thomas+Poppelmann&background=0b0d17&color=10b981&size=128&bold=true,https://www.infineon.com/,https://www.linkedin.com/in/thomas-pöppelmann-1875bb8a/,https://www.infineon.com/cms/en/discoveries/post-quantum-cryptography/
David Adrian,USA,Co-founder,Trail of Bits,Private,Industry Adopter,Cybersecurity researcher; co-discovered LogJam and FREAK attacks; extensive work on cryptographic migration strategies including PQC readiness.,https://ui-avatars.com/api/?name=David+Adrian&background=0b0d17&color=10b981&size=128&bold=true,https://www.trailofbits.com/,https://www.linkedin.com/in/dadrian/,https://www.trailofbits.com/
Tim Callan,USA,Chief Experience Officer,Sectigo,Private,Industry Adopter,PKI industry veteran; advocate for PQC adoption in TLS certificates; active in CA/Browser Forum discussions on quantum-safe PKI.,https://ui-avatars.com/api/?name=Tim+Callan&background=0b0d17&color=10b981&size=128&bold=true,https://sectigo.com/,https://www.linkedin.com/in/tim-callan/,https://sectigo.com/resource-library/post-quantum-cryptography
Dr. Scott Totzke,Canada,CEO,ISARA Corporation,Private,Industry Adopter,Founded ISARA in 2016 to commercialize PQC; led enterprise crypto-agility solutions; pioneered hybrid certificate deployments.,https://ui-avatars.com/api/?name=Scott+Totzke&background=0b0d17&color=10b981&size=128&bold=true,https://www.isara.com/,https://www.linkedin.com/in/scotttotzke/,https://www.isara.com/
Kevin Bocek,USA,Chief Innovation Officer,Venafi,Private,Industry Adopter,Leads machine identity security research; advocates for crypto-agility and inventory management for PQC migration; extensive PKI transformation expertise.,https://ui-avatars.com/api/?name=Kevin+Bocek&background=0b0d17&color=10b981&size=128&bold=true,https://www.venafi.com/,https://www.linkedin.com/in/kevinbocek/,https://www.venafi.com/blog/post-quantum-cryptography
Dr. Rainer Steinwandt,USA,Professor,Florida Atlantic University,Academic,Standards,Focuses on quantum-safe protocols and implementations; research on PQC in constrained environments; contributor to IoT security standards.,https://ui-avatars.com/api/?name=Rainer+Steinwandt&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.fau.edu/,https://www.linkedin.com/in/rainer-steinwandt-02849412/,https://scholar.google.com/citations?user=7YnCbwIAAAAJ
Dr. Nikita Borisov,USA,Professor,University of Illinois,Academic,Standards,Research on PQC in real-world protocols; contributor to secure messaging systems; extensive work on hybrid encryption schemes.,https://ui-avatars.com/api/?name=Nikita+Borisov&background=0b0d17&color=60a5fa&size=128&bold=true,https://ece.illinois.edu/,https://www.linkedin.com/in/nikitaborisov/,https://hatswitch.org/~nikita/
Thomas Coratger,France,Cryptographic Engineer; PQC Team Lead,Ethereum Foundation,Private,Industry Adopter,Leads Ethereum Foundation's post-quantum security team (Jan 2026); driving PQ-safe Ethereum with biweekly dev sessions and multi-client test networks; $2M research prizes for hash-based cryptography.,https://ui-avatars.com/api/?name=Thomas+Coratger&background=0b0d17&color=10b981&size=128&bold=true,https://ethereum.org/,https://www.linkedin.com/in/thomas-coratger-4099aa160/,https://www.coindesk.com/tech/2026/01/24/ethereum-foundation-makes-post-quantum-security-a-top-priority-as-new-team-forms/
Jaime Gomez Garcia,Spain,Head of Quantum Technologies,Banco Santander,Private,Industry Adopter,Pioneer in financial-sector PQC adoption; leads Santander's quantum-safe cryptography strategy; active in ETSI QSC working group and IBM Quantum Network; promotes quantum risk awareness across global banking.,https://ui-avatars.com/api/?name=Jaime+Gomez+Garcia&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.santander.com/,https://www.linkedin.com/in/jaime-gomez-garcia/,https://www.linkedin.com/pulse/post-quantum-cryptography-financial-sector-jaime-gomez-garcia/
Mike Osborne,Switzerland,Distinguished Engineer & CTO Cryptography,IBM Research,Private,Industry Vendor,Co-architect of IBM Quantum Safe framework; led IBM's contributions to NIST PQC standardization; co-developed the Cryptography Bill of Materials (CBOM) concept for cryptographic inventory and agility management.,https://ui-avatars.com/api/?name=Mike+Osborne&background=0b0d17&color=a78bfa&size=128&bold=true,https://research.ibm.com/,https://www.linkedin.com/in/michael-osborne-qsafe/,https://research.ibm.com/blog/nist-pqc-standards
Bill Newhouse,USA,Cybersecurity Engineer,NIST NCCoE,Public,Government,Project lead for NIST NCCoE PQC migration practice guides (SP 1800-38 series); co-authored NIST IR 8547 on interoperability and FIPS 203/204/205 adoption; drives federal agency quantum-safe readiness.,https://ui-avatars.com/api/?name=Bill+Newhouse&background=0b0d17&color=38bdf8&size=128&bold=true,https://www.nccoe.nist.gov/,https://www.linkedin.com/in/cybernewhouse/,https://www.nccoe.nist.gov/crypto-agility-considerations-migrating-post-quantum-cryptographic-standards
Blair Canavan,Canada,Director of Alliances – PKI and PQC Portfolio,Thales,Private,Industry Vendor,"Leads Thales PQC Partner Ecosystem and Quantum-Safe 360 Alliance (with IBM Consulting, Keyfactor, Quantinuum) to accelerate enterprise quantum-safe migrations; 30+ years of cybersecurity expertise driving crypto-agility readiness.",https://ui-avatars.com/api/?name=Blair+Canavan&background=0b0d17&color=a78bfa&size=128&bold=true,https://cpl.thalesgroup.com/,https://www.linkedin.com/in/blair-canavan-5b708a2/,https://cpl.thalesgroup.com/blog/data-security/thales-pqc-partner-ecosystem
Fabiana Da Pieve,Italy,Programme and Policy Officer,European Commission (DG CNECT),Public,Government,Designs EU-wide PQC deployment policy at DG CNECT; co-leads the NIS cooperation group PQC workstream coordinating member-state quantum-safe transitions; bridges quantum physics research with cryptographic security policy including EuroQCI.,https://ui-avatars.com/api/?name=Fabiana+Da+Pieve&background=0b0d17&color=38bdf8&size=128&bold=true,https://digital-strategy.ec.europa.eu/,https://www.linkedin.com/in/fabiana-da-pieve-585b132a/,https://www.horizontevropa.cz/files_public/elfinder/6786/PQC-FDP-SENT.pdf
