industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct
IT Industry / Software,IT-004,"Code signing and software supply chain quantum vulnerability: Software supply chain integrity depends on RSA/ECDSA code signing for open source repositories, package managers, and CI/CD pipelines. SLSA (Supply-chain Levels for Software Artifacts) framework identifies signing as critical trust anchor. Quantum forgery of code signatures enables malicious package injection at scale.",Critical,"RSA/ECDSA code signing, package manager signatures, CI/CD pipeline authentication","ML-DSA code signing, SLH-DSA for long-term artifacts, SLSA PQC integration",SLSA Supply Chain Security Framework (OpenSSF),https://slsa.dev/,75
IT Industry / Software,IT-005,"Authentication infrastructure quantum vulnerability: Enterprise authentication systems including X.509 digital certificates, SAML assertions, OAuth/OIDC tokens, and FIDO2 attestation rely on quantum-vulnerable PKI. FIDO Alliance has published a PQC roadmap for WebAuthn migration. Migration to PQC-compatible credential systems requires coordinated ecosystem updates.",High,"X.509 certificates, SAML assertions, OAuth/OIDC tokens, FIDO2 attestation keys","Hybrid certificate chains, ML-DSA certificates, PQC-enabled FIDO2 per FIDO Alliance roadmap",FIDO Alliance PQC Roadmap,https://fidoalliance.org/,75
Legal / Notary / eSignature,LEG-001,"eIDAS long-term signature vulnerability: EU Regulation 910/2014 Article 25(2) grants qualified electronic signatures legal equivalence to handwritten signatures across 27 EU member states. Property deeds, constitutional documents, and notarial acts require 50-100+ year validity. Quantum signature forgery would retroactively undermine the integrity of millions of legally binding documents.",Critical,"RSA-2048/4096, ECDSA P-256/P-384, SHA-256 in AdES formats (XAdES, PAdES, CAdES)","ML-DSA-65/87, SLH-DSA for long-term archival signatures, XMSS",EU Regulation 910/2014 (eIDAS),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0910,85
Legal / Notary / eSignature,LEG-002,"eIDAS 2.0 Digital Identity Wallet quantum risk: Regulation 2024/1183 (entered force May 20, 2024) amends eIDAS to mandate European Digital Identity Wallets for all EU member states. Wallets must support qualified electronic attestations of attributes. Cryptographic protocols underpinning wallet-to-verifier authentication rely on RSA/ECDSA.",High,"ECDSA P-256, RSA-2048, ECDH in wallet authentication, X.509 certificates","ML-DSA-65/87, ML-KEM-768/1024, hybrid signature schemes",EU Regulation 2024/1183 (eIDAS 2.0),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1183,80
Legal / Notary / eSignature,LEG-003,"Qualified timestamp quantum forgery risk: ETSI EN 319 422 governs qualified time-stamp authorities under the eIDAS framework using RFC 3161 time-stamp protocol. Timestamps cryptographically prove document existence at specific moments for legal evidence and IP filings. Quantum-capable adversaries could forge timestamps to backdate contracts or fabricate audit trails.",High,"RSA-2048/4096, ECDSA P-256/P-384 in RFC 3161 timestamp tokens, SHA-256","ML-DSA-65/87, SLH-DSA for long-term timestamp integrity",ETSI EN 319 422 Qualified Timestamp Policy,https://www.etsi.org/deliver/etsi_en/319400_319499/319422/01.01.01_60/en_319422v010101p.pdf,75
Legal / Notary / eSignature,LEG-004,"Court electronic evidence repudiation risk: As quantum computing advances, defense attorneys may challenge the integrity of digitally signed electronic evidence, arguing signatures could have been forged. This introduces reasonable doubt for any evidence authenticated solely with quantum-vulnerable cryptography. Courts will need to establish new standards for digital evidence admissibility in the post-quantum era.",High,"RSA/ECDSA signatures on court filings, evidence chain of custody, forensic reports","PQC re-signing with archival timestamps, SLH-DSA for evidence integrity",NIST SP 800-86 Guide to Integrating Forensic Techniques,https://csrc.nist.gov/pubs/sp/800/86/final,70
Media / Entertainment / DRM,MEDIA-001,"Content encryption master key HNDL risk: AACS (Advanced Access Content System) protects Blu-ray and UHD content using RSA key hierarchy. Studio content libraries worth billions have indefinite commercial value. Master encryption keys harvested today enable future mass decryption of entire studio catalogs once CRQCs arrive.",Critical,"AACS RSA key hierarchy, PlayReady, FairPlay DRM key management","AES-256 with ML-KEM key wrapping, quantum-safe DRM key distribution",AACS Licensing Administrator Specifications,https://aacsla.com/aacs-specifications/,80
Media / Entertainment / DRM,MEDIA-002,"Streaming platform DRM quantum vulnerability: Major streaming services (Netflix, Disney+, Amazon) use Widevine, PlayReady, and FairPlay DRM systems with RSA key hierarchies for content license distribution. Combined global streaming revenue exceeds $100B annually with content catalogs representing irreplaceable IP.",Critical,"RSA key exchange in Widevine/PlayReady/FairPlay, content encryption keys, license server PKI","ML-KEM key wrapping, quantum-safe license distribution, AES-256 content encryption",AACS / Content Protection Standards,https://aacsla.com/aacs-specifications/,75
Media / Entertainment / DRM,MEDIA-003,"Broadcast conditional access quantum exposure: DVB Conditional Access Systems use ECM (Entitlement Control Messages) with RSA/ECDSA encryption protecting pay-TV content distribution. Set-top boxes and smart TVs with 7-10 year lifecycles have limited crypto-agility for PQC migration.",High,"DVB-CSA encryption, ECM RSA/ECDSA, broadcast conditional access keys","AES-128/256 CAS upgrade, ML-KEM for ECM distribution",ETSI DVB Conditional Access Standards,https://www.etsi.org/technologies/quantum-safe-cryptography,75
Payment Card Industry,PCI-001,"EMV offline authentication quantum vulnerability: EMVCo specifications use RSA as the only approved asymmetric algorithm for offline card authentication (CDA/DDA). Approximately 14.7 billion EMV chip cards in circulation globally (end 2024). Quantum forgery of RSA signatures enables counterfeit card acceptance at any offline-capable terminal.",Critical,"RSA-1024/2048 in EMV CDA/DDA offline authentication, card personalization keys","ML-DSA hybrid offline authentication, FN-DSA for constrained chip environments",EMVCo Book 2 Security and Key Management,https://www.emvco.com/specifications/,80
Payment Card Industry,PCI-002,"PCI DSS 4.0.1 cryptographic gap: PCI DSS requires 'strong cryptography' for cardholder data protection but does not yet mandate post-quantum algorithms. Organizations meeting current PCI compliance may still be quantum-vulnerable. Cryptographic inventory requirements (Req 3/4) do not address PQC readiness assessment.",High,"TLS protecting payment data, RSA/ECDSA certificates, HSM key wrapping for card data","PQC-enabled payment HSMs, hybrid TLS 1.3, ML-KEM for key exchange",PCI Security Standards Council DSS 4.0.1,https://www.pcisecuritystandards.org/document_library/?document=pci_dss,75
Payment Card Industry,PCI-003,"PIN block encryption quantum vulnerability: Triple-DES DUKPT base derivation keys protecting PIN blocks at millions of payment terminals face quantum compromise. AES-256 DUKPT provides quantum-resistant symmetric alternative but terminal hardware replacement required at massive scale.",High,"3DES DUKPT base derivation keys, RSA key injection, PIN encryption","AES-256 DUKPT, ML-KEM key injection, quantum-safe PIN encryption",PCI PIN Security Requirements,https://www.pcisecuritystandards.org/document_library/?category=pin_702c_security,75
Rail / Transit,RAIL-001,"Railway signaling system quantum vulnerability: EN 50159 (Safety-related communication in railway systems) governs cryptographic authentication for ERTMS/ETCS (European Train Control System) train signaling. GSM-R and its successor FRMCS (Future Railway Mobile Communication System) provide the communication layer. Signaling infrastructure has 25-40 year lifecycles with limited upgrade paths. Quantum compromise of signaling authentication could enable unauthorized train movements.",Critical,"RSA/ECDSA in ERTMS/ETCS signaling authentication, GSM-R/FRMCS encryption, interlocking system crypto","ML-DSA for signaling authentication, PQC-enabled FRMCS, hybrid railway protocols",EN 50159 Railway Communication Security / ERA,https://www.era.europa.eu/,75
Rail / Transit,RAIL-002,"Transit ticketing and access control quantum exposure: ISO/IEC 14443 contactless smart cards and NFC-based ticketing systems used by transit authorities worldwide rely on cryptographic authentication. MIFARE DESFire and similar platforms use AES/3DES symmetric encryption (quantum-resistant) but PKI infrastructure for card issuance, key management systems, and back-office settlement use RSA/ECDSA.",High,"Ticketing PKI, key management RSA/ECDSA, back-office settlement TLS, mobile ticketing","ML-KEM for key management, ML-DSA for PKI, PQC-enabled mobile ticketing",ISO/IEC 14443 Contactless Card Standards,https://www.iso.org/standard/73598.html,70
Retail / E-Commerce,RETAIL-001,"E-commerce payment flow quantum vulnerability: PCI DSS 4.0.1 requires strong cryptography for online payment processing but TLS protecting checkout flows uses RSA/ECDSA key exchange vulnerable to quantum attacks. E-commerce transaction volume exceeds $6 trillion globally with payment data in transit continuously exposed.",Critical,"TLS 1.2/1.3 RSA/ECDSA key exchange, payment tokenization, POS encryption","Hybrid TLS 1.3 with ML-KEM, PQC-enabled payment gateways, quantum-safe tokenization",PCI Security Standards Council,https://www.pcisecuritystandards.org/,75
Retail / E-Commerce,RETAIL-002,"Customer data HNDL exposure: Retailers store customer PII, loyalty program data, payment history, and behavioral analytics for 5-10+ years for marketing and compliance. NIST Cybersecurity Framework identifies data protection as core function. Encrypted customer databases harvested today become readable with CRQCs.",High,"Database encryption (RSA/ECDSA key management), CRM system TLS, loyalty platform crypto","ML-KEM for database key management, AES-256-GCM, hybrid encryption for customer data",NIST Cybersecurity Framework,https://www.nist.gov/cyberframework,75
Retail / E-Commerce,RETAIL-003,"Retail supply chain authentication: GS1 standards govern product identification and supply chain visibility for billions of products globally. RFID, EDI (AS2/AS4), and electronic product codes use digital signatures for authentication. Quantum forgery enables counterfeit product injection and supply chain manipulation.",High,"EDI AS2/AS4 encryption, RFID authentication, GS1 Digital Link signatures","ML-DSA for supply chain signing, PQC-enabled EDI, quantum-safe RFID",GS1 Global Standards,https://www.gs1.org/,70
Supply Chain / Logistics,SUPPLY-001,"Maritime cybersecurity quantum exposure: IMO MSC-FAL.1/Circ.3 guidelines address maritime cybersecurity. Maritime sector carries approximately 80% of world trade by volume. Port management systems, AIS (Automatic Identification System), and electronic navigation use RSA/ECDSA for authentication.",High,"AIS encryption, port management system PKI, electronic navigation authentication","ML-DSA for maritime authentication, PQC-enabled AIS, quantum-safe port systems",IMO Maritime Cyber Risk Management Guidelines,https://www.imo.org/en/OurWork/Security/Pages/Cyber-security.aspx,80
Supply Chain / Logistics,SUPPLY-002,"Electronic Bill of Lading quantum vulnerability: DCSA standards for electronic Bills of Lading (eBL) enable digital trade documentation for containerized shipping. Digital signatures on eBL documents prove ownership and transfer rights for cargo worth billions. Quantum forgery enables cargo theft and trade document fraud.",High,"eBL digital signatures (RSA/ECDSA), trade document PKI, shipping platform TLS","ML-DSA for eBL signing, hybrid trade document certificates, PQC-enabled shipping platforms",DCSA Electronic Bill of Lading Standards,https://dcsa.org/,75
Supply Chain / Logistics,SUPPLY-003,"Customs and cross-border trade quantum risk: WCO SAFE Framework of Standards governs security and facilitation of international trade. Digital certificates for customs declarations, AEO (Authorized Economic Operator) credentials, and single window systems use RSA/ECDSA. Quantum forgery enables customs fraud at global scale.",High,"Customs declaration digital signatures, AEO certificates, single window system PKI","ML-DSA for customs signing, PQC-enabled single window, quantum-safe AEO credentials",WCO SAFE Framework of Standards,https://www.wcoomd.org/,70
Telecommunications,TELCO-001,"HNDL on subscriber data: Mobile network operators retain call detail records, location data, and encrypted communications for 2-10 years. 5G user data encrypted with vulnerable algorithms.",Critical,"RSA, ECDSA, AES-128 (some legacy)","ML-KEM-1024, ML-DSA, AES-256",GSMA Security Guidelines,https://www.gsma.com/security/,85
Telecommunications,TELCO-002,"GSMA Post-Quantum Telco Network Taskforce: Established September 2022 to coordinate quantum-safe migration for mobile network operators worldwide. Published PQ.03 guidelines (July 2025) providing telecom-specific PQC migration guidance. Taskforce brings together major operators and vendors to develop industry-wide PQC migration roadmap for 5G/6G infrastructure.",High,"5G authentication (AKA), RAN encryption, IPsec/IKEv2 for network interconnects","3GPP PQC integration, ML-KEM for 5G security, hybrid authentication protocols",GSMA Post-Quantum Telco Network Taskforce,https://www.gsma.com/security/post-quantum-telco-network-taskforce/,80
Telecommunications,TELCO-003,"5G network security quantum vulnerability: 3GPP specifications define 5G security architecture (TS 33.501) using ECDSA and RSA for network authentication. 5G network slicing authentication and RAN encryption protect critical enterprise, IoT, and emergency services. N2/N3 interface security relies on IPsec with quantum-vulnerable key exchange.",High,"5G AKA protocol, network slice authentication, N2/N3 IPsec/IKEv2, RAN encryption","3GPP Release 19+ PQC integration, ML-KEM for 5G SA, hybrid IKEv2",3GPP TS 33.501 5G Security Architecture,https://www.3gpp.org/specifications-technologies/specifications-by-series,75
Telecommunications,TELCO-004,"SIM card and eSIM authentication quantum vulnerability: Billions of SIM cards globally use RSA-2048 or ECDSA P-256 for authentication. GSMA eSIM remote provisioning (SGP.22) relies on PKI with quantum-vulnerable key exchange. SIM replacement cycles of 3-5 years provide a migration window but legacy devices will persist longer.",High,"RSA-2048, ECDSA P-256 in SIM authentication, eSIM remote provisioning PKI","ML-DSA for SIM authentication, PQC-enabled eSIM provisioning, hybrid schemes",GSMA eSIM Specification (SGP.22),https://www.gsma.com/esim/,75
Telecommunications,TELCO-005,"6G native PQC design window: 6G standards development (2025-2030 in 3GPP and ETSI) represents a critical opportunity to incorporate PQC from the design phase, avoiding the crypto-agility retrofit challenges facing 5G. ETSI ISG on Quantum-Safe Cryptography is providing input to 6G security architecture development.",High,"6G authentication protocols, air interface encryption, network slicing, edge computing","Native ML-KEM/ML-DSA in 6G specifications, quantum-safe by design per ETSI QSC",ETSI ISG Quantum-Safe Cryptography / 3GPP,https://www.etsi.org/technologies/quantum-safe-cryptography,70
Water / Wastewater,WATER-001,"Water treatment plant SCADA quantum vulnerability: America's Water Infrastructure Act (AWIA) of 2018 requires community water systems serving 3,300+ people to conduct risk and resilience assessments including cybersecurity. Water treatment SCADA systems use ICS protocols with RSA/ECDSA authentication. CISA identifies Water and Wastewater Systems as one of 16 critical infrastructure sectors. Equipment lifecycles of 15-25 years with limited remote update capability.",Critical,"SCADA/ICS authentication (RSA/ECDSA), VPN for remote monitoring, historian database encryption","IEC 62443 PQC update for water systems, ML-DSA for SCADA authentication, hybrid VPN",EPA America's Water Infrastructure Act (AWIA) 2018 / CISA,https://www.epa.gov/waterresilience/americas-water-infrastructure-act-2018-risk-assessments-and-emergency-response,75
Water / Wastewater,WATER-002,"Smart water infrastructure quantum exposure: AWWA (American Water Works Association) standards govern smart water metering, leak detection sensors, and distribution network monitoring using IoT-connected devices. Advanced Metering Infrastructure (AMI) for water utilities faces similar PQC migration challenges as energy smart meters — constrained devices with limited crypto-agility deployed for 10-15 year cycles.",High,"AMI mesh networking, smart meter PKI, SCADA remote terminal units, cloud platform TLS","Quantum-safe AMI protocols, ML-KEM for device provisioning, constrained device PQC",AWWA Cybersecurity Guidance for Water Utilities,https://www.awwa.org/,70
