Country,FlagCode,OrgName,OrgFullName,OrgLogoUrl,Type,Category,StartYear,EndYear,Title,Description,SourceUrl,SourceDate,Status,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,status,deprecated_at,deprecated_reason,related_standards,library_refs,entity_type,is_sim_deadline,sim_milestone,mandate_type,event_id,last_verified
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Policy,2024,2024,EU Joint Statement on PQC,"BSI initiates joint statement with 18 EU member states (later 21) urging PQC transition, November 27, 2024.",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Crypto/PQC-joint-statement.pdf,2024-11-30,Validated,bsi,timeline/Germany_BSI_EU_Joint_Statement_on_PQC.pdf,yes,BSI,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,EU Joint Statement on PQC,EU-BSI-PQC-Joint-Statement-2024,government,,,,germany-bsi-eu-joint-statement-on-pqc,2026-08-12
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Guidance,2025,2025,TR-02102-1 PQC Update,BSI publishes Version 2025-01 of TR-02102-1 with significant PQC recommendations including ML-KEM and ML-DSA.,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf,2026-01-23,Validated,bsi,timeline/Germany_BSI_TR-02102-1_2026_Edition.pdf,yes,BSI,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: replaced generic BSI overview-page HTML with the actual BSI TR-02102-1 technical guideline PDF (currently the 2026-01 edition, the only version BSI serves live); its own version-history table documents the 2025-01 entry the catalog claim describes. SourceUrl updated from the general topic page to the document's direct PDF URL.",active,,,TR-02102-1,,government,,,,germany-bsi-tr-02102-1-pqc-update,2026-08-16
Germany,DE,BSI/Bundesdruckerei,BSI with Bundesdruckerei and G+D,,Milestone,Testing,2025,2025,Quantum-Secure ID Card Demonstrator,"World's first functional quantum-secure ID card demonstrator unveiled November 10-11, 2025 with BSI, Bundesdruckerei, G+D, Infineon.",https://www.bundesdruckerei.de/en/newsroom/press-releases/deutschland-setzt-massstabe-fur-sichere-ausweisdokumente-im-zeitalter-der-quantencomputer,2025-11-10,Validated,bsi,timeline/Germany_BSI_Bundesdruckerei_Quantum-Secure_ID_Card_Demonstrator.html,no,BSI/Bundesdruckerei,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from gi-de.com (G+D company) to bsi.bund.de official press release; url_authoritative. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). [deprecation-sweep follow-up 2026-07-16] bsi.bund.de press-release URL now 404s (confirmed via direct fetch) -- replaced with Bundesdruckerei's own press release for the same Nov 2025 joint announcement (BSI/Bundesdruckerei/G+D/Infineon), verified live.",deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'BSI - Bundesamt für Sicherheit in der Informationstechnik - Die gewünschte Seite wurde nicht gefunden' vs catalog title 'Quantum-Secure ID Card Demonstrator' (word-overlap 0%) — looks like a redirect to a generic page, not the cited document",,,government,,,,germany-bsi-bundesdruckerei-quantum-secure-id-card-demonstrator,2026-07-16
Germany,DE,BSI/DLR,BSI with German Aerospace Center,,Milestone,Research,2025,2025,QUANTITY Initiative Launched,BSI and DLR launch QUANTITY initiative in March 2025 focusing on quantum cryptanalysis to strengthen algorithm selection and validate PQC security.,https://qci.dlr.de/en/dlr-x-bsi-working-together-for-more-security/,2025-03,Validated,bsi,timeline/Germany_BSI_DLR_QUANTITY_Initiative_Launched.html,partial,BSI/DLR,url_authoritative,registered,2026-06-06: SourceUrl upgraded from www.postquantumcryptography.de to qci.dlr.de authoritative primary; verified + cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,,government,,,,germany-bsi-dlr-quantity-initiative-launched,2026-08-11
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Deadline,2030,2030,Critical Applications PQC — Hybrid No Longer Required,Most sensitive and critical applications must be PQC-protected by end of 2030. Per BSI TR-02102-1 (January 2025): from 2030 standalone PQC algorithms are permitted without requiring hybrid; hybrid (classical + PQC) remains acceptable but is no longer the mandatory minimum for sensitive data.,https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Publications/TechGuidelines/TG02102/BSI-TR-02102-1.pdf?__blob=publicationFile,2026-01-23,Validated,bsi,timeline/Germany_BSI_TR-02102-1_Cryptographic_Mechanisms.pdf,no,BSI,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,BSI TR-02102-1,,government,true,,SOFT,germany-bsi-critical-applications-pqc-hybrid-no-longer-required,2026-08-11
India,IN,TEC,Telecommunication Engineering Centre,,Milestone,Guidance,2025,2025,TEC Technical Report Published,"TEC publishes Technical Report TEC 910018:2025 on Migration to Post-Quantum Cryptography, January 2025.",https://www.tec.gov.in/pdf/TR/Final%20technical%20report%20on%20migration%20to%20PQC%2028-03-25.pdf,2025-03-28,Validated,ec,timeline/India_TEC_TEC_Technical_Report_Published.pdf,yes,TEC,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-07-22,"deprecation-sweep (dead): all fetch tiers failed (last: crawl4ai, status=err, reason=Blocked by anti-bot protection: Near-empty content (39 bytes) with HTTP 200)",TEC 910018:2025,,government,,,,india-tec-tec-technical-report-published,
India,IN,CERT-In,Indian Computer Emergency Response Team,,Milestone,Guidance,2025,2025,BOM Guidelines Expanded,CERT-In expands Bill of Materials requirements to include Cryptographic BOM (CBOM) and Quantum Readiness BOM (QBOM).,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",2025-07-09,Validated,cert-in,timeline/India_CERT-In_BOM_Guidelines_Expanded.pdf,yes,CERT-In,url_authoritative,registered,2026-06-06: source_url_quality upgraded to url_authoritative (cert-in.org.in official PDF). Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,IN-CERTIN-QBOM-Guidelines-2025,government,,,,india-cert-in-bom-guidelines-expanded,2026-08-12
International,INT,PQCC,Post-Quantum Cryptography Coalition,,Milestone,Guidance,2025,2025,PQCC PQC Migration Roadmap Published,"PQCC publishes comprehensive PQC Migration Roadmap in May 2025 with four-category framework: Preparation, Baseline Understanding, Planning and Execution, Monitoring and Evaluation.",https://pqcc.org/wp-content/uploads/2025/05/PQC-Migration-Roadmap-PQCC-2.pdf,2025-05-01,Validated,pqca,timeline/International_PQCC_PQC_Migration_Roadmap_2025.pdf,yes,PQCC,url_authoritative,registered,2026-06-06: url_authoritative — pqcc.org official roadmap page; local_file updated. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached announcement blurb (1.1k chars) replaced with the actual 8-page PQC Migration Roadmap PDF linked from that same page; SourceUrl upgraded to the PDF.,active,,,PQCC PQC Migration Roadmap,PQCC-Migration-Roadmap-2025,standards,,,,international-pqcc-pqcc-pqc-migration-roadmap-published,2026-08-16
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Guidance,2022,2022,PQC Readiness Guide Published,Organizational Cyber Readiness to the Post-Quantum Age guidance published January 2022.,https://www.gov.il/BlobFolder/generalpage/quantum_computing/he/Best%20Practices%20-%20Organizational%20Cyber%20Readiness%20to%20the%20Post-Quantum%20Age%20v.1.85.pdf,2022-01-01,Validated,incd-israel,timeline/Israel-INCD-Organizational-Cyber-Readiness-to-the-Post-Quant.pdf,yes,INCD,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from GSMA PDF to cyber.gov.il official PQC publications page; url_authoritative. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). [gap-closure 2026-07-16] old SourceUrl (cyber.gov.il/en/publications/post-quantum-cryptography) redirects to a generic INCD department landing page, not a specific publication -- replaced with the actual guide PDF (verified live, 36pp, filename matches the row's own description: 'Organizational Cyber Readiness to the Post-Quantum Age v.1.85'). | 2026-08-29: reactivated. deprecation-sweep (2026-07-22) was correct at the time -- the cached evidence really was a Hebrew gov.il landing page (lang=he, YouTube widget, GTM script), not the PDF. Re-fetched the same SourceUrl via add_row.py and fetch_resilient.py (independently, both succeeded): it now serves the real 985KB English PDF (""CYBER ISRAEL / Best Practices / Organizational Cyber Readiness to the Post-Quantum Age / January 2022"", verified via pdftotext). local_file updated to the correct cached copy.",active,,,,,government,,,,israel-incd-pqc-readiness-guide-published,2026-08-29
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Policy,2025,2025,National Cybersecurity Strategy 2025-2028,INCD publishes National Cybersecurity Strategy including quantum threat mitigation provisions.,https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,2025-02-01,Validated,incd-israel,timeline/Israel_INCD_National_Cybersecurity_Strategy_2025-2028.pdf,yes,INCD,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-08-09,"evidence does not support a PQC claim: the cited PDF (israel_national_cybersecurity_strategy_feb2025.pdf, retrieved and text-extracted 2026-08-09, 53 pages) contains ZERO occurrences of 'quant' or 'crypt'. The document is live and correctly cached - this is a relevance defect, not a dead link. The row's Description claimed the strategy includes 'quantum threat mitigation provisions'; the document does not.",,,government,,,,israel-incd-national-cybersecurity-strategy-2025-2028,
Israel,IL,BOI,Bank of Israel,,Milestone,Regulation,2025,2025,Banking PQC Directive,"Bank of Israel issues Directive Letter 202501EN (January 7, 2025) requiring financial institutions to manage quantum risk.",https://www.boi.org.il/en/economic-roles/supervision-and-regulation/letters/letter202501en,2025-01-07,Validated,boi-israel,timeline/Bank-of-Israel-Banking-System-Preparedness-for-Quantum-Compu.pdf,yes,BOI,url_authoritative,registered,2026-06-06: source_url_quality upgraded to url_authoritative (boi.org.il official letter); local_file updated. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,Directive Letter 202501EN,,government,,,,israel-boi-banking-pqc-directive,2026-08-11
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Deadline,2025,2025,Government Threat Assessment,All government ministries must complete quantum threat assessment and require PQC in new contracts by end of 2025.,https://www.ynetnews.com/business/article/h1srzlgqkl,2025-01-01,Validated,incd-israel,timeline/Israel_INCD_Government_Threat_Assessment.html,no,INCD,url_needs_review,registered,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-06-07,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found.",,,government,,,,israel-incd-government-threat-assessment,
Israel,IL,INCD/BOI,Israel National Cyber Directorate / Bank of Israel,,Phase,Discovery,2025,2027,Inventory & Planning Phase,"Organizations create cryptographic inventory, add PQC to contracts, develop initial plans.",https://www.gov.il/BlobFolder/generalpage/quantum_computing/he/Best%20Practices%20-%20Organizational%20Cyber%20Readiness%20to%20the%20Post-Quantum%20Age%20v.1.85.pdf,2025-01-01,Validated,incd-israel,timeline/Israel_INCD_PQC_Readiness_Guide_Published.html,no,INCD/BOI,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from GSMA PDF to cyber.gov.il official PQC publications; local_file fixed (was Czech NUKIB PDF). Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). [gap-closure 2026-07-16] old SourceUrl (cyber.gov.il/en/publications/post-quantum-cryptography) redirects to a generic INCD department landing page, not a specific publication -- replaced with the actual guide PDF (verified live, 36pp, filename matches the row's own description: 'Organizational Cyber Readiness to the Post-Quantum Age v.1.85').",deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'מערך הסייבר הלאומי' vs catalog title 'Inventory & Planning Phase' (word-overlap 0%) — looks like a redirect to a generic page, not the cited document",,,government,,,,israel-incd-boi-inventory-planning-phase,2026-07-16
Italy,IT,ACN,Agenzia per la Cybersicurezza Nazionale,,Milestone,Guidance,2024,2024,PQC Guidance Published,ACN publishes 'Crittografia Post-Quantum e Quantistica: Preparazione alla Minaccia Quantistica' guidance.,https://www.acn.gov.it/portale/documents/20119/85999/ACN_Crittografia_Quantum_Safe.pdf,2024-10-16,Validated,acsc,timeline/Italy_ACN_Crittografia_Post-Quantum_Quantistica.pdf,yes,ACN,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from www.gsma.com to www.acn.gov.it authoritative primary; verified + cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- generic ACN 'Cryptography' landing page replaced with the actual named PDF guidance document ('Crittografia Post-Quantum e Quantistica: Preparazione alla Minaccia Quantistica', July 2024) that the row describes.",active,,,,,government,,,,italy-acn-pqc-guidance-published,2026-08-16
Japan,JP,CRYPTREC,Cryptographic Research and Evaluation Committees,,Milestone,Guidance,2022,2022,PQC Guideline GL-2004-2022,CRYPTREC publishes Guidelines for Post-Quantum Cryptography technical guidance.,https://www.cryptrec.go.jp/en/method.html,2022-01-01,Validated,cryptrec,timeline/Japan_CRYPTREC_CRYPTREC_Adds_ML-KEM_to_Ciphers_List.html,yes,CRYPTREC,url_authoritative,registered,2026-06-06: SourceUrl upgraded from cryptrec.go.jp homepage to method.html (cipher list page); url_authoritative. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,deprecated,2026-06-23,Duplicate of CRYPTREC GL-2004-2022 (same document; kept the PDF-sourced row),,,government,,,,japan-cryptrec-pqc-guideline-gl-2004-2022,
Japan,JP,NEDO,New Energy and Industrial Technology Development Organization,,Phase,Research,2024,2026,K Program PQC Research,"Japan's NEDO launches PQC implementation research (July 2024) within the K Program project 'Advanced Cyber Defense Capabilities and Analysis Enhancement', executed by the Cyber Research Consortium (CRC) with AIST; designs nationwide-deployable PQC protocols (ring/threshold signatures) aligned to NIST's finalized standards, with PQShield as a CRC subcontractor.",https://prtimes.jp/main/html/rd/p/000000002.000103613.html,2025-01-24,Validated,nedo-japan,timeline/Japan_NEDO_K_Program_PQC_Research.html,partial,NEDO,url_authoritative,registered,2026-06-07: Upgraded from pqshield.com to native-language authoritative primary (prtimes.jp) via anti-bot fetcher; EN translation cached at public/timeline/Japan_NEDO_K_Program_PQC_Research.translation.md. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,,government,,,,japan-nedo-k-program-pqc-research,2026-08-16
Japan,JP,NISC,National center of Incident readiness and Strategy for Cybersecurity,,Phase,Discovery,2024,2026,PQC Migration Planning,"Following NIST standardization, focusing on lattice-based and hash-based algorithms. CRYPTREC preparing detailed guidelines.",https://www.cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf,2025-03-02,Validated,cryptrec,timeline/Japan_CRYPTREC_PQC_Guideline_2024.pdf,no,NISC,url_authoritative,registered,"2026-06-06: SourceUrl upgraded from GSMA PDF to cryptrec.go.jp official cipher list (NISC/CRYPTREC joint body); local_file fixed. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- generic CRYPTREC ciphers-list page replaced with CRYPTREC's dedicated Post-Quantum Cryptography Guideline (2024 Edition, pub. March 2025), which actually substantiates the 'CRYPTREC preparing detailed guidelines' claim; document is Japanese-language (native authoritative primary, consistent with sibling Japan rows).",active,,,CRYPTREC,,government,,,,japan-nisc-pqc-migration-planning,2026-08-16
Japan,JP,METI/NISC,METI and NISC,,Milestone,Policy,2025,2025,Cybersecurity Industry Policy Package,METI releases policy package for strengthening Japan's cybersecurity industry including PQC. METI and NISC establish shared vision for Software Bill of Materials in September 2025.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-03-01,Validated,cryptrec,timeline/Japan_METI_NISC_Cybersecurity_Industry_Policy_Package.html,yes,METI/NISC,url_needs_review,registered,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-06-07,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found.",,,government,,,,japan-meti-nisc-cybersecurity-industry-policy-package,
Japan,JP,NEC/NICT,NEC with NICT and Toshiba,,Milestone,Migration,2025,2025,QKD High-Speed Data Integration Demo,"NEC, NICT, and Toshiba unveil world's first integrated system for QKD and high-speed data transmission in large-capacity optical network. September 2025.",https://www.nict.go.jp/en/press/2025/09/16-1.html,2025-09-16,Validated,ec,timeline/Japan_NEC_NICT_QKD_High-Speed_Data_Integration_Demo.html,no,NEC/NICT,url_authoritative,registered,2026-06-06: SourceUrl upgraded from itbusinesstoday.com to www.nict.go.jp authoritative primary; verified + cached. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,,,vendor,,,,japan-nec-nict-qkd-high-speed-data-integration-demo,2026-08-11
Japan,JP,NISC,National center of Incident readiness and Strategy for Cybersecurity,,Phase,Migration,2026,2030,Critical Systems Migration,Target for migrating critical government systems. Dual-track approach: PQC and QKD technologies.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-10-06,Validated,cryptrec,timeline/Japan_METI_NISC_Cybersecurity_Industry_Policy_Package.html,no,NISC,url_needs_review,registered,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).",deprecated,2026-06-07,"2026-06-07: Deprecated under fix-or-drop policy — no authoritative primary could be fetched/cached after exhaustive anti-bot (curl_cffi+playwright-stealth) + Wayback + native-language web search. Event is real but its originating official source is either a non-fetchable JS gov SPA, bot-walled, or has no discrete public page (claim originated from a Western aggregator). Re-add when a fetchable official primary is found.",,,government,,,,japan-nisc-critical-systems-migration,
NATO,NATO,NATO,North Atlantic Treaty Organization,,Milestone,Policy,2024,2024,Quantum Technologies Strategy,"NATO publishes first Quantum Technologies Strategy January 17, 2024 committing to PQC transition.",https://www.nato.int/cps/en/natohq/news_221601.htm,2024-01-17,Validated,nato,timeline/NATO_NATO_Quantum_Technologies_Strategy.html,yes,NATO,url_authoritative,registered,2026-06-06: source_url_quality upgraded to url_authoritative (nato.int official news); local_file updated. Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,NATO Quantum Technologies Strategy,Summary-of-NATO-s-Quantum-Technologies-Strategy,government,,,,nato-nato-quantum-technologies-strategy,2026-08-12
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Milestone,Guidance,2024,2024,NZISM v3.8 Updated,New Zealand Information Security Manual updated with PQC guidance.,https://www.ncsc.govt.nz/news/nzism-v3-8-release/,2024-09-05,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.8_Updated.html,yes,GCSB/NCSC,url_authoritative,resolved_2026-05-06,"2026-06-06: SourceUrl upgraded from GSMA PDF to ncsc.govt.nz official release page; local_file updated; Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached NCSC v3.8 release note is genuine/complete but does not mention PQC; real substantiating source (NZISM manual, nzism.gcsb.govt.nz) is blocked by a persistent Incapsula WAF (all fetch tiers + Wayback failed). Not force-substituted; flagged for future retry.",active,,,NZISM Version 3.8,,government,,,,new-zealand-gcsb-ncsc-nzism-v3-8-updated,2026-08-16
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Phase,Discovery,2024,2026,Planning Phase,Organizations start planning for PQC transition.,https://www.ncsc.govt.nz/news/nzism-v3-9-release/,2025-05-09,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.9_Published.html,no,GCSB/NCSC,url_authoritative,resolved_2026-05-06,"2026-06-06: SourceUrl upgraded from GSMA PDF to ncsc.govt.nz NZISM v3.9 official page; local_file updated; Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16 capture-integrity remediation: real source identified as NZISM manual S2.4 ""Preparation for Post-Quantum Cryptography"" (nzism.gcsb.govt.nz/ism-document) but unobtainable this session -- the site is behind an Incapsula WAF that blocked curl impersonation, Playwright stealth, and crawl4ai alike; Wayback Machine returned 503 throughout. Cached file is still the pre-existing capture, unverified. Flagged for a future fetch attempt, not force-substituted. | 2026-08-16: re-verified -- nzism.gcsb.govt.nz still blocked by Incapsula WAF (curl, curl-impersonation, Playwright stealth, crawl4ai, Wayback all failed). Cached file unchanged, still the mismatched v3.9 release-note page. Not force-substituted.",active,,,,,government,,,,new-zealand-gcsb-ncsc-planning-phase,2026-08-16
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Milestone,Guidance,2025,2025,NZISM v3.9 Published,NZISM Version 3.9 (November 2025) includes Section 2.4 on PQC preparation. 19 agencies implementing.,https://www.ncsc.govt.nz/news/nzism-v3-9-release/,2025-05-09,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.9_Published.html,yes,GCSB/NCSC,url_authoritative,resolved_2026-05-06,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached NCSC v3.9 release note is genuine/complete but does not mention PQC/Section 2.4/19 agencies, and is dated May 2025 not the row's claimed November 2025. Real source (NZISM manual, nzism.gcsb.govt.nz) blocked by persistent Incapsula WAF this session (all fetch tiers + Wayback failed). Not force-substituted.",active,,,NZISM Version 3.9,,government,,,,new-zealand-gcsb-ncsc-nzism-v3-9-published,2026-08-16
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Phase,Migration,2026,2030,Transition Phase,Transition to PQC begins from 2026-27 across government agencies.,https://www.ncsc.govt.nz/news/nzism-v3-9-release/,2025-05-09,Validated,nzism,timeline/New_Zealand_GCSB_NCSC_NZISM_v3.9_Published.html,no,GCSB/NCSC,url_authoritative,resolved_2026-05-06,"2026-06-06: SourceUrl upgraded from GSMA PDF to ncsc.govt.nz NZISM v3.9 official page; local_file updated; Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16 capture-integrity remediation: real source identified as NZISM manual S2.4 ""Preparation for Post-Quantum Cryptography"" (nzism.gcsb.govt.nz/ism-document) but unobtainable this session -- the site is behind an Incapsula WAF that blocked curl impersonation, Playwright stealth, and crawl4ai alike; Wayback Machine returned 503 throughout. Cached file is still the pre-existing capture, unverified. Flagged for a future fetch attempt, not force-substituted. | 2026-08-16: re-verified -- nzism.gcsb.govt.nz still blocked by Incapsula WAF (all fetch tiers + Wayback failed). Cached file unchanged, still the mismatched v3.9 release-note page. Not force-substituted.",active,,,,,government,,,,new-zealand-gcsb-ncsc-transition-phase,2026-08-16
Singapore,SG,CSA/MAS,Cyber Security Agency / Monetary Authority of Singapore,,Phase,Discovery,2024,2026,Financial Sector Planning,Financial services firms develop quantum risk management and PQC transition plans per MAS advisory.,https://www.mas.gov.sg/-/media/mas-media-library/regulation/circulars/trpd/mas-quantum-advisory/mas-quantum-advisory.pdf,2024-02-20,Validated,csa-singapore,timeline/Singapore_MAS_Advisory_Quantum_Cybersecurity_Risks.pdf,no,CSA/MAS,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources). | 2026-08-16: capture-integrity remediation -- cached HTML was mostly site-nav chrome with no circular body text; replaced with the actual MAS/TCRS/2024/01 advisory PDF linked from that page.,active,,,,,government,,,,singapore-csa-mas-financial-sector-planning,2026-08-16
Singapore,SG,CSA/GovTech/IMDA,Cyber Security Agency / GovTech / IMDA,,Milestone,Guidance,2025,2025,Quantum-Safe Handbook and Quantum Readiness Index Released,"CSA, GovTech, and IMDA jointly release draft Quantum-Safe Handbook and Quantum Readiness Index at SICW 2025 for public consultation (Oct 23 – Dec 31 2025). Handbook provides four-pillar PQC migration framework for CII owners: cryptographic asset discovery, risk prioritisation, phased migration, and post-migration monitoring. QRI is a five-domain self-assessment tool (Governance, Risk Assessment, Training, External Engagement, Technology and Agility).",https://isomer-user-content.by.gov.sg/36/11227d39-4350-4ded-9046-d62f99f561ab/Draft%20for%20Public%20Consultation%20-%20Quantum-Safe%20Handbook%20(Oct%202025).pdf,2025-10-23,Validated,csa-singapore,timeline/Singapore_CSA_GovTech_IMDA_Quantum-Safe_Handbook_and_Quantum_Readiness_Index_Released.pdf,yes,CSA/GovTech/IMDA,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and nzism now resolved via proposed trusted_sources).,active,,,Quantum-Safe Handbook;Quantum Readiness Index,Singapore-CSA-Quantum-Safe-Handbook,government,,,,singapore-csa-govtech-imda-quantum-safe-handbook-and-quantum-readiness-index-rel,2026-08-12
