software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link
Bouncy Castle Java LTS,ACVP,A6973,Legion of the Bouncy Castle Inc.,BC-FNA (Bouncy Castle FIPS .NET 4.8 API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19716
Bouncy Castle Java LTS,ACVP,A6974,Legion of the Bouncy Castle Inc.,BC-FNA (Bouncy Castle FIPS .NET 6.0 API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19717
Bouncy Castle Java LTS,ACVP,A8100,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS JAVA API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2026-03-09,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20860
Bouncy Castle Java LTS,FIPS 140-3,4416,Legion of the Bouncy Castle Inc.,BC-FNA (Bouncy Castle FIPS .NET API),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4416
Bouncy Castle Java LTS,FIPS 140-3,4943,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS Java API),LMS,FIPS 140-3 L3,Active,2025-01-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4943
Broadcom Avi (NSX ALB),FIPS 140-3,4861,"Broadcom, Inc",VMware’s OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4861
Broadcom Avi (NSX ALB),FIPS 140-3,4952,"Broadcom, Inc.",PrismPlus Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4952
Broadcom Avi (NSX ALB),FIPS 140-3,4973,Broadcom Inc.,VMware's BoringCrypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4973
Broadcom Avi (NSX ALB),FIPS 140-3,4986,Broadcom Inc.,VMware's BC-FJA (Bouncy Castle FIPS Java API),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-03-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4986
Broadcom Avi (NSX ALB),FIPS 140-3,5007,"Broadcom, Inc.",BCM58202B0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-04-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5007
Broadcom Symantec DLP,FIPS 140-3,4973,Broadcom Inc.,VMware's BoringCrypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4973
Broadcom Symantec DLP,FIPS 140-3,4986,Broadcom Inc.,VMware's BC-FJA (Bouncy Castle FIPS Java API),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-03-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4986
Broadcom Symantec DLP,FIPS 140-3,5007,"Broadcom, Inc.",BCM58202B0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-04-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5007
Broadcom Symantec SES,FIPS 140-3,4861,"Broadcom, Inc",VMware’s OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4861
Broadcom Symantec SES,FIPS 140-3,4952,"Broadcom, Inc.",PrismPlus Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4952
Broadcom Symantec SES,FIPS 140-3,4973,Broadcom Inc.,VMware's BoringCrypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4973
Broadcom Symantec SES,FIPS 140-3,4986,Broadcom Inc.,VMware's BC-FJA (Bouncy Castle FIPS Java API),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-03-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4986
Broadcom Symantec SES,FIPS 140-3,5007,"Broadcom, Inc.",BCM58202B0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-04-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5007
Check Point Quantum,FIPS 140-3,2788,Check Point Software Technologies Ltd.,Harmony Endpoint FDE and MEPP CryptoCore,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2016-11-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/2788
Check Point Quantum,FIPS 140-3,4264,Check Point Software Technologies Ltd.,Quantum Security Gateway Cryptographic Library,Potentially PQC (Name Match),FIPS 140-3 L3,Active,2022-07-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4264
ChromeOS,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
ChromeOS,FIPS 140-3,4726,"Google, LLC.",Android Kernel Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-07-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4726
ChromeOS,FIPS 140-3,4799,"Google, LLC",Look-aside Cryptography and Compression Engine (LCE),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4799
ChromeOS,FIPS 140-3,5087,"Google, LLC.",OpenSK Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5087
ChromeOS,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
ChromeOS,FIPS 140-3,5165,"Google, LLC.",River Redux Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-03-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5165
Ciena WaveLogic 6 Extreme,FIPS 140-3,4654,Ciena Corporation,Ciena 3926 Platform,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-11-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4654
Ciena WaveLogic 6 Extreme,FIPS 140-3,4913,Ciena Corporation,WaveLogic 5 Extreme Encryption Modem,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4913
Ciena WaveLogic 6 Extreme,FIPS 140-3,4920,Ciena Corporation,Waveserver 5 Control Processor Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-12-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4920
Cisco ASA (Adaptive Security Appliance),ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5071,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 4200 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5071
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5070,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 1000 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5070
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5114,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5114
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5138,"Cisco Systems, Inc",Cisco Firepower Management Center Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5138
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5137,"Cisco Systems, Inc",Cisco Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5137
Cisco Catalyst Center,ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco Catalyst Center,FIPS 140-3,5071,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 4200 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5071
Cisco Catalyst Center,FIPS 140-3,5070,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 1000 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5070
Cisco Catalyst Center,FIPS 140-3,5114,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5114
Cisco Catalyst Center,FIPS 140-3,5138,"Cisco Systems, Inc",Cisco Firepower Management Center Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5138
Cisco Catalyst Center,FIPS 140-3,5137,"Cisco Systems, Inc",Cisco Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5137
Cisco IOS XE PQC,ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco IOS XE PQC,FIPS 140-3,4554,"Cisco Systems, Inc.",Cisco Catalyst 9800-CL Wireless Controller,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-07-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4554
Cisco IOS XE PQC,FIPS 140-3,4606,"Cisco Systems, Inc.",Cisco Catalyst 9800 (40/80/L) Wireless Controllers running IOS-XE 16.12,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4606
Cisco IOS XE PQC,FIPS 140-3,4638,"Cisco Systems, Inc.",Cisco ISR 1000 Series Routers without MACSEC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4638
Cisco IOS XE PQC,FIPS 140-3,4643,"Cisco Systems, Inc.",Cisco ASR 1000 Series Routers without MACSEC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4643
Cisco IOS XE PQC,FIPS 140-3,4752,"Cisco Systems, Inc.",IOS Common Cryptographic Module (IC2M),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4752
Cisco IOS XR,ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco IOS XR,FIPS 140-3,4554,"Cisco Systems, Inc.",Cisco Catalyst 9800-CL Wireless Controller,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-07-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4554
Cisco IOS XR,FIPS 140-3,4606,"Cisco Systems, Inc.",Cisco Catalyst 9800 (40/80/L) Wireless Controllers running IOS-XE 16.12,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4606
Cisco IOS XR,FIPS 140-3,4638,"Cisco Systems, Inc.",Cisco ISR 1000 Series Routers without MACSEC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4638
Cisco IOS XR,FIPS 140-3,4643,"Cisco Systems, Inc.",Cisco ASR 1000 Series Routers without MACSEC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4643
Cisco IOS XR,FIPS 140-3,4752,"Cisco Systems, Inc.",IOS Common Cryptographic Module (IC2M),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4752
Cisco Identity Services Engine (ISE),FIPS 140-3,4747,"Cisco Systems, Inc.",Cisco FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4747
Cisco Identity Services Engine (ISE),FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891
Cisco Meraki MX (Cloud-Managed Firewall),ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5071,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 4200 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5071
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5070,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 1000 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5070
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5114,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5114
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5138,"Cisco Systems, Inc",Cisco Firepower Management Center Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5138
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5137,"Cisco Systems, Inc",Cisco Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5137
Cisco Secure Client (AnyConnect),ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco Secure Client (AnyConnect),FIPS 140-3,4747,"Cisco Systems, Inc.",Cisco FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4747
Cisco Secure Client (AnyConnect),FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891
Cisco Webex,FIPS 140-3,4747,"Cisco Systems, Inc.",Cisco FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4747
Cisco Webex,FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891
Citrix ADC (NetScaler),FIPS 140-3,4043,"Citrix Systems, Inc.",Citrix ADC MPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4043
Citrix ADC (NetScaler),FIPS 140-3,4098,"Citrix Systems, Inc.",Citrix ADC VPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4098
Citrix CVAD,ACVP,A7486,"Citrix Systems, Inc.",Citrix FIPS Cryptographic Module,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-08,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20273
Citrix CVAD,FIPS 140-3,4043,"Citrix Systems, Inc.",Citrix ADC MPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4043
Citrix CVAD,FIPS 140-3,4098,"Citrix Systems, Inc.",Citrix ADC VPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4098
Citrix Virtual Apps and Desktops,ACVP,A7486,"Citrix Systems, Inc.",Citrix FIPS Cryptographic Module,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-08,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20273
Citrix Virtual Apps and Desktops,FIPS 140-3,4043,"Citrix Systems, Inc.",Citrix ADC MPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4043
Citrix Virtual Apps and Desktops,FIPS 140-3,4098,"Citrix Systems, Inc.",Citrix ADC VPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4098
Cohesity DataCloud,FIPS 140-3,4922,"Cohesity, Inc.",Cohesity FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-12-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4922
Cohesity DataCloud,FIPS 140-3,5120,"Cohesity, Inc.",Cohesity Cryptographic Module for Java,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-01-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5120
Crypto4A QxEDGE,ACVP,A5631,"Crypto4A Technologies, Inc.",QASM Cryptographic Module,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18297
Crypto4A QxEDGE,FIPS 140-3,4250,Crypto4A Technologies Inc.,QASM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-06-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4250
Crypto4A QxHSM,ACVP,A5631,"Crypto4A Technologies, Inc.",QASM Cryptographic Module,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18297
Crypto4A QxHSM,FIPS 140-3,4250,Crypto4A Technologies Inc.,QASM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-06-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4250
CryptoNext Quantum-Safe Library,ACVP,A6639,CryptoNext Security,C-QSL (ARM_NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19370
CryptoNext Quantum-Safe Library,ACVP,A6638,CryptoNext Security,C-QSL (AVX2),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19369
Dell BSAFE Crypto Module for C,ACVP,A6943,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for Java,ML-DSA,,Active,2025-05-23,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19691
Dell BSAFE Crypto Module for C,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892
Dell BSAFE Crypto Module for C,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942
Dell BSAFE Crypto Module for C,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967
Dell BSAFE Crypto-J,ACVP,A6943,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE Crypto Module for Java,ML-DSA,,Active,2025-05-23,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19691
Dell BSAFE Crypto-J,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892
Dell BSAFE Crypto-J,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942
Dell BSAFE Crypto-J,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967
Dell PowerStore OS 4.0,FIPS 140-3,4892,"Dell Inc., BSAFE Product Team",Dell™ BSAFE™ Crypto Module for Java 7.0,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4892
Dell PowerStore OS 4.0,FIPS 140-3,4942,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-01-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4942
Dell PowerStore OS 4.0,FIPS 140-3,4967,"Dell Australia Pty Limited, BSAFE Product Team",Dell BSAFE™ Crypto Module for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4967
DigiCert CertCentral,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
DigiCert CertCentral,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
DigiCert Device Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
DigiCert Device Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
DigiCert ONE,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
DigiCert ONE,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
DigiCert SigningHub,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
DigiCert SigningHub,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
DigiCert Software Trust Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
DigiCert Software Trust Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
DigiCert Trust Lifecycle Manager,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
DigiCert Trust Lifecycle Manager,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
DigiCert TrustCore SDK,FIPS 140-3,4761,"DigiCert, Inc.",Mocana Cryptographic Suite B Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4761
DigiCert TrustCore SDK,FIPS 140-3,4818,"DigiCert, Inc.",Mocana Cryptographic Loadable Kernel Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4818
