kat_id,algorithm,local_kat_file,main_site_source,specific_kat_url,source_freshness_date,learning_module_id,use_case_validated,integration_status
KAT-ENVELOPE-120,Generic-PQC,/kat/KmsPqc/EnvelopeEncryptionDemo/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,KmsPqc,EnvelopeEncryptionDemo Execution,Active
KAT-HYBRIDKE-121,Generic-PQC,/kat/KmsPqc/HybridKeyWrapping/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,KmsPqc,HybridKeyWrapping Execution,Active
KAT-KEYHIERA-122,Generic-PQC,/kat/KmsPqc/KeyHierarchyDesigner/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,KmsPqc,KeyHierarchyDesigner Execution,Active
KAT-KMIPPROT-123,Generic-PQC,/kat/KmsPqc/KmipProtocolExplorer/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,KmsPqc,KmipProtocolExplorer Execution,Active
KAT-KMSMIGRA-124,Generic-PQC,/kat/KmsPqc/KmsMigrationRunbook/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,KmsPqc,KmsMigrationRunbook Execution,Active
KAT-KMSROTAT-125,Generic-PQC,/kat/KmsPqc/KmsRotationPlanner/step_1_algorithm_selection.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,KmsPqc,Migration Assessment Analysis,Active
KAT-INCLUSIO-126,SHA-256 (LMS internals),/kat/MerkleTreeCerts/InclusionProofGenerator/step_1_extract_sibling_hashes.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,MerkleTreeCerts,InclusionProofGenerator Execution,Active
KAT-MERKLETR-127,SHA-256 (LMS internals),/kat/MerkleTreeCerts/MerkleTreeBuilder/step_1_serialize_cert.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,MerkleTreeCerts,MerkleTreeBuilder Execution,Active
KAT-MERKLETR-128,SHA-256 (LMS internals),/kat/MerkleTreeCerts/MerkleTreeBuilder/step_2_leaf_hash_0x00.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,MerkleTreeCerts,MerkleTreeBuilder Execution,Active
KAT-MERKLETR-129,SHA-256 (LMS internals),/kat/MerkleTreeCerts/MerkleTreeBuilder/step_3_internal_node_hash_0x01.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,MerkleTreeCerts,MerkleTreeBuilder Execution,Active
KAT-PROOFVER-130,SHA-256 (LMS internals),/kat/MerkleTreeCerts/ProofVerifier/step_1_recompute_root.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,MerkleTreeCerts,ProofVerifier Execution,Active
KAT-SIZECOMP-131,Generic-PQC,/kat/MerkleTreeCerts/SizeComparison/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,MerkleTreeCerts,SizeComparison Execution,Active
KAT-IDSSIGNA-132,Generic-PQC,/kat/NetworkSecurityPQC/IDSSignatureUpdater/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,NetworkSecurityPQC,IDSSignatureUpdater Execution,Active
KAT-NGFWCIPH-133,ML-DSA,/kat/NetworkSecurityPQC/NGFWCipherAnalyzer/step_1_load_asset.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,NetworkSecurityPQC,NGFWCipherAnalyzer Execution,Active
KAT-NGFWCIPH-134,ML-DSA,/kat/NetworkSecurityPQC/NGFWCipherAnalyzer/step_2_verify_signature.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,NetworkSecurityPQC,NGFWCipherAnalyzer Execution,Active
KAT-TLSINSPE-135,Generic-PQC,/kat/NetworkSecurityPQC/TLSInspectionLab/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,NetworkSecurityPQC,TLSInspectionLab Execution,Active
KAT-VENDORMI-136,Generic-PQC,/kat/NetworkSecurityPQC/VendorMigrationMatrix/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,NetworkSecurityPQC,VendorMigrationMatrix Execution,Active
KAT-ZTNAPQCD-137,Generic-PQC,/kat/NetworkSecurityPQC/ZTNAPQCDesigner/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,NetworkSecurityPQC,ZTNAPQCDesigner Execution,Active
KAT-FIPSCOMP-138,Generic-PQC,/kat/OSPQC/FIPSCompatibilityChecker/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,OSPQC,FIPSCompatibilityChecker Execution,Active
KAT-OSCRYPTO-139,Generic-PQC,/kat/OSPQC/OSCryptoInventory/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,OSPQC,OSCryptoInventory Execution,Active
KAT-PACKAGES-140,ML-DSA,/kat/OSPQC/PackageSigningMigrator/step_1_hash.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,OSPQC,PackageSigningMigrator Execution,Active
KAT-PACKAGES-141,ML-DSA,/kat/OSPQC/PackageSigningMigrator/step_2_sign.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,OSPQC,PackageSigningMigrator Execution,Active
KAT-SSHHOSTK-142,Generic-PQC,/kat/OSPQC/SSHHostKeyMigrator/step_1_algorithm_selection.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,OSPQC,Migration Assessment Analysis,Active
KAT-SYSTEMTL-143,Generic-PQC,/kat/OSPQC/SystemTLSConfigurator/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,OSPQC,SystemTLSConfigurator Execution,Active
KAT-ACVPVALI-144,Generic-PQC,/kat/PQCTestingValidation/ACVPValidator/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,ACVPValidator Execution,Active
KAT-ACTIVEPQ-145,Generic-PQC,/kat/PQCTestingValidation/ActivePQCScanner/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,ActivePQCScanner Execution,Active
KAT-INTEROPT-146,Generic-PQC,/kat/PQCTestingValidation/InteropTestMatrix/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,InteropTestMatrix Execution,Active
KAT-PASSIVED-147,Generic-PQC,/kat/PQCTestingValidation/PassiveDiscoveryLab/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,PassiveDiscoveryLab Execution,Active
KAT-PERFORMA-148,Generic-PQC,/kat/PQCTestingValidation/PerformanceBenchmarkDesigner/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,PerformanceBenchmarkDesigner Execution,Active
KAT-TVLALEAK-149,ML-DSA,/kat/PQCTestingValidation/TVLALeakageAnalyzer/step_1_load_asset.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,TVLALeakageAnalyzer Execution,Active
KAT-TVLALEAK-150,ML-DSA,/kat/PQCTestingValidation/TVLALeakageAnalyzer/step_2_verify_signature.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,TVLALeakageAnalyzer Execution,Active
KAT-TESTSTRA-151,ML-KEM/ML-DSA,/kat/PQCTestingValidation/TestStrategyBuilder/step_1_keygen.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,TestStrategyBuilder Execution,Active
KAT-TESTSTRA-152,ML-KEM/ML-DSA,/kat/PQCTestingValidation/TestStrategyBuilder/step_2_compute.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PQCTestingValidation,TestStrategyBuilder Execution,Active
KAT-CONTAINE-153,ML-DSA,/kat/PlatformEngPQC/ContainerSigningMigration/step_1_hash.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PlatformEngPQC,ContainerSigningMigration Execution,Active
KAT-CONTAINE-154,ML-DSA,/kat/PlatformEngPQC/ContainerSigningMigration/step_2_sign.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PlatformEngPQC,ContainerSigningMigration Execution,Active
KAT-CRYPTOPO-155,Generic-PQC,/kat/PlatformEngPQC/CryptoPostureMonitor/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PlatformEngPQC,CryptoPostureMonitor Execution,Active
KAT-PIPELINE-156,Generic-PQC,/kat/PlatformEngPQC/PipelineCryptoInventory/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PlatformEngPQC,PipelineCryptoInventory Execution,Active
KAT-PLATFORM-157,Generic-PQC,/kat/PlatformEngPQC/PlatformMigrationPlanner/step_1_algorithm_selection.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PlatformEngPQC,Migration Assessment Analysis,Active
KAT-POLICYAS-158,Generic-PQC,/kat/PlatformEngPQC/PolicyAsCodeEnforcer/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PlatformEngPQC,PolicyAsCodeEnforcer Execution,Active
KAT-QUANTUMT-159,Generic-PQC,/kat/PlatformEngPQC/QuantumThreatTimeline/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,PlatformEngPQC,QuantumThreatTimeline Execution,Active
KAT-BB84SIMU-160,Generic-PQC,/kat/QKD/BB84Simulator/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QKD,BB84Simulator Execution,Active
KAT-DEPLOYME-161,Generic-PQC,/kat/QKD/DeploymentExplorer/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QKD,DeploymentExplorer Execution,Active
KAT-HSMKEYDE-162,Generic-PQC,/kat/QKD/HSMKeyDerivationDemo/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QKD,HSMKeyDerivationDemo Execution,Active
KAT-POSTPROC-163,Generic-PQC,/kat/QKD/PostProcessingDemo/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QKD,PostProcessingDemo Execution,Active
KAT-PROTOCOL-164,Generic-PQC,/kat/QKD/ProtocolIntegrationDemo/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QKD,ProtocolIntegrationDemo Execution,Active
KAT-ALGORITH-165,Generic-PQC,/kat/QuantumThreats/AlgorithmVulnerabilityMatrix/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QuantumThreats,AlgorithmVulnerabilityMatrix Execution,Active
KAT-HNDLTIME-166,Generic-PQC,/kat/QuantumThreats/HNDLTimeline/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QuantumThreats,HNDLTimeline Execution,Active
KAT-HNFLTIME-167,Generic-PQC,/kat/QuantumThreats/HNFLTimeline/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QuantumThreats,HNFLTimeline Execution,Active
KAT-KEYSIZEA-168,ML-DSA,/kat/QuantumThreats/KeySizeAnalyzer/step_1_load_asset.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QuantumThreats,KeySizeAnalyzer Execution,Active
KAT-KEYSIZEA-169,ML-DSA,/kat/QuantumThreats/KeySizeAnalyzer/step_2_verify_signature.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QuantumThreats,KeySizeAnalyzer Execution,Active
KAT-SECURITY-170,Generic-PQC,/kat/QuantumThreats/SecurityLevelDegradation/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,QuantumThreats,SecurityLevelDegradation Execution,Active
KAT-CLOUDSEC-171,Generic-PQC,/kat/SecretsManagementPQC/CloudSecretsComparator/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecretsManagementPQC,CloudSecretsComparator Execution,Active
KAT-PIPELINE-172,Generic-PQC,/kat/SecretsManagementPQC/PipelineIntegrationLab/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecretsManagementPQC,PipelineIntegrationLab Execution,Active
KAT-ROTATION-173,Generic-PQC,/kat/SecretsManagementPQC/RotationPolicyDesigner/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecretsManagementPQC,RotationPolicyDesigner Execution,Active
KAT-SECRETSA-174,Generic-PQC,/kat/SecretsManagementPQC/SecretsArchitectureMapper/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecretsManagementPQC,SecretsArchitectureMapper Execution,Active
KAT-VAULTPQC-175,Generic-PQC,/kat/SecretsManagementPQC/VaultPQCSimulator/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecretsManagementPQC,VaultPQCSimulator Execution,Active
KAT-ATTESTAT-176,Generic-PQC,/kat/SecureBootPQC/AttestationFlowDesigner/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecureBootPQC,AttestationFlowDesigner Execution,Active
KAT-FIRMWARE-177,ML-DSA,/kat/SecureBootPQC/FirmwareSigningMigrator/step_1_hash.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecureBootPQC,FirmwareSigningMigrator Execution,Active
KAT-FIRMWARE-178,ML-DSA,/kat/SecureBootPQC/FirmwareSigningMigrator/step_2_sign.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecureBootPQC,FirmwareSigningMigrator Execution,Active
KAT-FIRMWARE-179,Generic-PQC,/kat/SecureBootPQC/FirmwareVendorMatrix/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecureBootPQC,FirmwareVendorMatrix Execution,Active
KAT-SECUREBO-180,ML-DSA,/kat/SecureBootPQC/SecureBootChainAnalyzer/step_1_load_asset.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecureBootPQC,SecureBootChainAnalyzer Execution,Active
KAT-SECUREBO-181,ML-DSA,/kat/SecureBootPQC/SecureBootChainAnalyzer/step_2_verify_signature.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecureBootPQC,SecureBootChainAnalyzer Execution,Active
KAT-TPMKEYHI-182,Generic-PQC,/kat/SecureBootPQC/TPMKeyHierarchyExplorer/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,SecureBootPQC,TPMKeyHierarchyExplorer Execution,Active
KAT-LMSKEYGE-183,Generic-PQC,/kat/StatefulSignatures/LMSKeyGenDemo/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,StatefulSignatures,LMSKeyGenDemo Execution,Active
KAT-SLHDSALI-184,Generic-PQC,/kat/StatefulSignatures/SLHDSALiveDemo/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,StatefulSignatures,SLHDSALiveDemo Execution,Active
KAT-STATEMAN-185,Generic-PQC,/kat/StatefulSignatures/StateManagementVisualizer/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,StatefulSignatures,StateManagementVisualizer Execution,Active
KAT-XMSSKEYG-186,Generic-PQC,/kat/StatefulSignatures/XMSSKeyGenDemo/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,StatefulSignatures,XMSSKeyGenDemo Execution,Active
KAT-CERTROTA-187,Generic-PQC,/kat/WebGatewayPQC/CertRotationPlanner/step_1_algorithm_selection.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,WebGatewayPQC,Migration Assessment Analysis,Active
KAT-HANDSHAK-188,Generic-PQC,/kat/WebGatewayPQC/HandshakeBudgetCalculator/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,WebGatewayPQC,HandshakeBudgetCalculator Execution,Active
KAT-TLSTERMI-189,Generic-PQC,/kat/WebGatewayPQC/TLSTerminationPatterns/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,WebGatewayPQC,TLSTerminationPatterns Execution,Active
KAT-TOPOLOGY-190,ML-KEM/ML-DSA,/kat/WebGatewayPQC/TopologyBuilder/step_1_keygen.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,WebGatewayPQC,TopologyBuilder Execution,Active
KAT-TOPOLOGY-191,ML-KEM/ML-DSA,/kat/WebGatewayPQC/TopologyBuilder/step_2_compute.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,WebGatewayPQC,TopologyBuilder Execution,Active
KAT-VENDORRE-192,Generic-PQC,/kat/WebGatewayPQC/VendorReadinessMatrix/step_1_execution.json,NIST CSRC,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,WebGatewayPQC,VendorReadinessMatrix Execution,Active
KAT-HYB-1000,ML-DSA-65,/kat/HybridCrypto/HybridCertFormats/step_1_draft_lamps_x509_alt_pubkey_ext.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-x509-alt-pubkey/,08/2024,HybridCrypto,Non-Composite X509 Alt Sig Extension Verify,Active
KAT-HYB-1001,RSA-Composite-ML-DSA,/kat/HybridCrypto/HybridCertFormats/step_2_draft_lamps_pq_composite_sigs.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,08/2024,HybridCrypto,Composite Certificate Signature Verify,Active
KAT-HYB-1002,ECDSA-multiple-ML-DSA,/kat/HybridCrypto/HybridCertFormats/step_3_draft_lamps_multi_key_ext.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-multi-key/,08/2024,HybridCrypto,Multiple Public-Key Extension Processing,Active
KAT-HYB-1003,ASN1,/kat/HybridCrypto/CompositeCertificateViewer/step_1_composite_decode_asn1.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,08/2024,HybridCrypto,Decode Composite ASN.1 Sequence,Active
KAT-HYB-1004,RSA-Composite-ML-DSA,/kat/HybridCrypto/CompositeCertificateViewer/step_2_verify_nested_signatures.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,08/2024,HybridCrypto,Nested Signature Block Validation,Active
KAT-HYB-1005,ECDSA-P256,/kat/HybridCrypto/HybridKeyGeneration/step_1_keygen_classical_p256.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/FIPS 186-4/,08/2024,HybridCrypto,Classical KeyGen,Active
KAT-HYB-1006,ML-DSA-65,/kat/HybridCrypto/HybridKeyGeneration/step_2_keygen_pqc_ml_dsa_65.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/FIPS 204/,08/2024,HybridCrypto,PQC KeyGen,Active
KAT-HYB-1007,Bind-Format,/kat/HybridCrypto/HybridKeyGeneration/step_3_bind_composite_keys.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-keys/,08/2024,HybridCrypto,Composite Key Sequence Binding,Active
KAT-HYB-1008,ML-DSA-65,/kat/HybridCrypto/HybridCertInspector/step_1_parse_alt_signature_algorithm.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-x509-alt-pubkey/,08/2024,HybridCrypto,Inspect Alt Signature Alg ID,Active
KAT-HYB-1009,ML-DSA-65,/kat/HybridCrypto/HybridCertInspector/step_2_validate_subject_alt_public_key_info.json,IETF LAMPS DRAFT,https://datatracker.ietf.org/doc/draft-ietf-lamps-x509-alt-pubkey/,08/2024,HybridCrypto,SubjectAltPublicKeyInfo Verification,Active
KAT-KEM-2000,X25519,/kat/HybridCrypto/HybridEncryptionDemo/step_1_keygen_x25519.json,IETF TLSwg DRAFT,https://datatracker.ietf.org/doc/RFC 7748/,08/2024,HybridCrypto,Classical KEM Component,Active
KAT-KEM-2001,ML-KEM-768,/kat/HybridCrypto/HybridEncryptionDemo/step_2_keygen_ml_kem_768.json,IETF TLSwg DRAFT,https://datatracker.ietf.org/doc/FIPS 203/,08/2024,HybridCrypto,PQC KEM Component,Active
KAT-KEM-2002,X25519MLKEM768,/kat/HybridCrypto/HybridEncryptionDemo/step_3_encapsulate_x25519_mlkem768.json,IETF TLSwg DRAFT,https://datatracker.ietf.org/doc/draft-ietf-tls-hybrid-design/,08/2024,HybridCrypto,Hybrid KEM Encapsulation Combiner,Active
KAT-KEM-2003,HKDF,/kat/HybridCrypto/HybridEncryptionDemo/step_4_decapsulate_and_kdf.json,IETF TLSwg DRAFT,https://datatracker.ietf.org/doc/draft-ietf-tls-hybrid-design/,08/2024,HybridCrypto,Dual Shared Secret Derivation,Active
KAT-KEM-2004,X25519MLKEM768,/kat/TLSBasics/TLSConfigGenerator/step_4_x25519_mlkem768_key_share.json,IETF TLSwg DRAFT,https://datatracker.ietf.org/doc/draft-ietf-tls-hybrid-design/,08/2024,TLSBasics,TLS 1.3 ClientHello KeyShare Ext,Active
KAT-5G-1001,AES-128 MAC calculation,/kat/FiveG/MilenageAuthentication/step_1_milenage_f1_mac_compute.json,3GPP TS 33.501,https://www.3gpp.org/,08/2024,FiveG,Milenage F1 MAC Compute,Active
KAT-5G-1002,AES-128,/kat/FiveG/MilenageAuthentication/step_2_milenage_f2_res_extraction.json,3GPP TS 33.501,https://www.3gpp.org/,08/2024,FiveG,Milenage F2 RES Extraction,Active
KAT-5G-1003,Classical ECIES fallback,/kat/FiveG/SUCIPrivacyProtection/step_1_suci_profile_c_keygen.json,3GPP TS 33.501,https://www.3gpp.org/,08/2024,FiveG,SUCI Profile C Keygen,Active
KAT-5G-1004,Hybrid/PQC Scheme concealment,/kat/FiveG/SUCIPrivacyProtection/step_2_suci_pqc_profile_mlkem_encapsulation.json,3GPP TS 33.501,https://www.3gpp.org/,08/2024,FiveG,SUCI PQC Profile MLKEM Encapsulation,Active
KAT-DA-2001,BIP32/secp256k1,/kat/DigitalAssets/BIP32Wallets/step_1_bip32_secp256k1_derivation.json,BIP32,https://github.com/bitcoin/bips/blob/master/bip-0032.mediawiki,08/2024,DigitalAssets,BIP32 SECP256K1 Derivation,Active
KAT-DA-2002,PQC Hierarchical Derivation,/kat/DigitalAssets/BIP32Wallets/step_2_pqc_hierarchical_derivation.json,PQC Wallet Standard,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,DigitalAssets,PQC HD Wallet Transition,Active
KAT-DA-2003,ECDSA,/kat/DigitalAssets/OnChainProtocols/step_1_ethereum_ecdsa_sign_tx.json,EIP,https://eips.ethereum.org/,08/2024,DigitalAssets,Ethereum ECDSA Sign Tx,Active
KAT-DA-2004,Ed25519,/kat/DigitalAssets/OnChainProtocols/step_2_solana_ed25519_sign_tx.json,Solana,https://solana.com/,08/2024,DigitalAssets,Solana Ed25519 Sign Tx,Active
KAT-DA-2005,ML-DSA,/kat/DigitalAssets/OnChainProtocols/step_3_pqc_mldsa_sign_tx.json,PQC Blockchain Draft,https://csrc.nist.gov/projects/post-quantum-cryptography,08/2024,DigitalAssets,Quantum Resistant Ledger Trans.,Active
KAT-DID-3001,CBOR MAC0 / ML-DSA,/kat/DigitalID/mDocFormats/step_1_mdoc_cbor_mac0_sign_mldsa.json,ISO 18013-5,https://www.iso.org/standard/69084.html,08/2024,DigitalID,Issuer Authentication,Active
KAT-DID-3002,ML-KEM,/kat/DigitalID/mDocFormats/step_2_device_engagement_mlkem_encapsulate.json,ISO 18013-5,https://www.iso.org/standard/69084.html,08/2024,DigitalID,Proximity BLE session setup,Active
KAT-DID-3003,SD-JWT PQC,/kat/DigitalID/SDJWTCredentials/step_1_sdjwt_selective_disclosure_issue.json,IETF OAuth DRAFT,https://datatracker.ietf.org/doc/draft-ietf-oauth-selective-disclosure-jwt/,08/2024,DigitalID,SD-JWT Selective Disclosure Issue,Active
