patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status
11663510,Systems and methods for quantum one-time pad generation,"Carter, Jr.; Robert L. et al.","Wells Fargo Bank, N.A.",2019-11-26,2023-05-30,B82Y10/00;H04B10/70;H04L63/08;H04L9/0825;H04L9/0852;G06N10/60;G06N10/00,Systems and methods for quantum entanglement authentication generate duplicate session keys at separate devices by measuring correlated entangled particles stored in portable quantum authentication devices.,"The invention utilizes a portable quantum authentication device containing sets of entangled quantum particles to generate identical random numbers at two physically separated computing devices. By measuring a subset of these particles based on transmitted identification, the system authenticates sessions without transmitting the session key itself over the network.",hybrid,hybrid,core_invention,"Quantum technology is central to the independent claims (1, 19, 20), which require a 'quantum authentication device' comprising 'entangled quantum particles'. The invention relies on measuring these entangled particles to generate correlated random numbers for authentication and key generation. It is not optional; the primary invention cannot function without the quantum entanglement mechanism.",TLS,RSA; AES; Diffie-Hellman; ECDSA; ECDH; DSA,,entanglement; qrng,generation; distribution; storage,QRNG; quantum-source; IoT; mobile,possession,,MITM; cryptanalysis; quantum-attack; harvest_now_decrypt_later,quantum-entanglement,symmetric-cipher; KDF,banking; financial,system for quantum entanglement authentication; method for quantum entanglement authentication; computer program product for quantum entanglement authentication,,session-keys; financial; PII,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for quantum entanglement authentication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""measuring subset based on quantum bases""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""measurement initiation control signal""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""quantum storage cells""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""session authentication circuitry""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""generate session key based on first number""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""session key equal to first number""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""quantum random number generation device""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""quantum one-time pad""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""coupled to first computing device""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""encrypt electronic communication based on cryptographic key""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""symmetric cryptographic key""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""AES cryptographic key""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""time-dependent quantum measurement schedule""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""determine subset based on time value""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""sequence-dependent quantum measurement schedule""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""determine subset based on sequence value""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""alert control signals for measurement""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""method for quantum entanglement authentication""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""computer program product for quantum entanglement authentication""}]",[]
11552793,Systems and methods for post-quantum cryptography communications channels,Shea; Bradford A. et al.,"Wells Fargo Bank, N.A.",2019-09-10,2023-01-10,H04L63/166;H04L9/0852;H04L9/3215;H04L63/062;H04L63/0435;H04L9/14;H04L63/18;H04L9/0827;H04L9/3093,A system transmits communication overhead over a classical channel while sending payload data encrypted with quantum keys over a separate post-quantum channel to mitigate quantum threats.,"The primary inventive claim describes a system that splits an electronic communication into two distinct portions to mitigate quantum threats by transmitting overhead data over a standard non-PQC channel while sending payload data over a separate post-quantum cryptography channel. This dual-channel approach utilizes the classical circuitry to transmit a PQC indicator data structure that identifies the specific secure channel required for the encrypted payload transmission. By separating the communication overhead from the sensitive payload, the invention ensures that critical data is protected by quantum-resistant encryption without requiring the entire communication stream to traverse the specialized post-quantum infrastructure.",hybrid,hybrid,core_invention,"Quantum technology is central to the independent claims (1, 18, 19). Claim 1 explicitly requires 'quantum communications circuitry' to transmit a 'quantum cryptographic key' over a 'quantum communications channel'. The invention relies on this quantum channel for key distribution to secure the payload data transmitted over the PQC channel.",TLS; SWIFT; ISO 8583; ISO 20022,RSA; AES; Diffie-Hellman; ECDSA; ECDH; DSA,LMS; XMSS; SPHINCS+; Dilithium; qTESLA; NewHope; FrodoKEM; NTRU Prime; Kyber; SIKE; SIDH; Classic McEliece; QC-MDPC; BIKE; Rainbow,qkd; quantum_computing,distribution; exchange,IoT; mobile; smart-card,possession,NIST Post-Quantum Cryptography Standardization Process; FDIC Records Retention Schedule,quantum-attack; HNDL; cryptanalysis,none,symmetric-cipher; KEM; signature,banking; healthcare; IoT; government,system for post-quantum cryptography (PQC); method for post-quantum cryptography (PQC); computer program product for post-quantum cryptography (PQC),,financial; PHI; PII; session-keys; transactions,FDIC; HIPAA,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for PQC with classical and quantum circuitry""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""PQC back channel""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""out-of-band communications channel""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""overhead and payload data split""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""SWIFT message implementation""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""symmetric cryptographic key transmission""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""AES key and session authentication""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""session authentication via quantum key""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""link to second portion""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""TLS extension indicator""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""PQC flag value""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""link to PQC electronic agreement""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""link to PQC shim""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""automatic installation control signal""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""manual installation control signal""}, {""claim"": 16, ""depends_on"": [13], ""subject"": ""PQC smart contract""}, {""claim"": 17, ""depends_on"": [1], ""subject"": ""PQC request and acknowledgement handshake""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""method for PQC communications""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""computer program product for PQC""}]","[{""algorithm"": ""Kyber"", ""status"": ""fips_203""}, {""algorithm"": ""Dilithium"", ""status"": ""fips_204""}, {""algorithm"": ""SPHINCS+"", ""status"": ""fips_205""}, {""algorithm"": ""Classic McEliece"", ""status"": ""round4_candidate""}, {""algorithm"": ""BIKE"", ""status"": ""round4_candidate""}, {""algorithm"": ""FrodoKEM"", ""status"": ""withdrawn""}, {""algorithm"": ""SIKE"", ""status"": ""withdrawn""}, {""algorithm"": ""Rainbow"", ""status"": ""withdrawn""}, {""algorithm"": ""LMS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""XMSS"", ""status"": ""stateful_hash_standard""}]"
11240223,Systems and methods for quantum consensus,Stapleton; Jeff J. et al.,"WELLS FARGO BANK, N.A.",2020-02-11,2022-02-01,G06F21/72;H04L9/0656;H04L63/08;G06N10/00;G06F21/602;H04L63/0435;H04L9/0668;H04L63/0428;H04L63/0823;H04L9/3218;H04L9/0643;H04L9/0852;H04L9/3093,Systems and methods for quantum entanglement authentication generate session keys by measuring entangled particles at separate devices to verify identity without transmitting secret keys.,"The invention utilizes a central system to transmit numbers derived from measurements of one set of entangled particles to two remote devices. Authentication occurs when the remote devices measure their respective correlated entangled particles and return matching or complementary numbers, proving possession of the quantum state without key exchange.",hybrid,hybrid,core_invention,"Quantum technology is central to the independent claims (1, 19, 20), which require 'entangled quantum particles' and 'quantum cryptographic circuitry'. The invention relies on measuring entangled states to generate authentication numbers; it does not function without this quantum component.",TLS,RSA; AES; Diffie-Hellman; ECDSA; ECDH; SHA-256,,entanglement; qrng,generation; distribution,QRNG; quantum-source; quantum-storage-cells,possession,,HNDL; MITM; cryptanalysis; quantum-attack,quantum-entanglement,KEM,banking; financial,system for quantum entanglement authentication; method for quantum entanglement authentication; computer program product for quantum entanglement authentication,,session-keys; financial,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for quantum entanglement authentication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generation of numbers based on subsets""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""measurement based on quantum bases""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""measurement initiation control signal""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""generation of third number based on collapse""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""generation of fourth number based on collapse""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""quantum storage cells""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""quantum random number generation device""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""quantum one-time pad""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""quantum authentication device""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""request to authenticate session""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""third-party number generation""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""further session key generation""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""time-dependent quantum measurement schedule""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""determination based on time value""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""sequence-dependent quantum measurement schedule""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""determination based on sequence value""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""alert control signals for measurement""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""method for quantum entanglement authentication""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""computer program product for quantum entanglement authentication""}]",[]
10277400,Biometric electronic signature tokens,Griffin; Phillip H. et al.,"WELLS FARGO BANK, N.A.",2016-10-20,2019-04-30,H04L9/3231;H04L9/3297;H04L9/14;H04L9/3263;H04L9/30;H04L9/3247;H04L9/3236;H04L9/0866,"A system generates biometric electronic signature tokens by tokenizing a user's biometric sample, hashing it, binding it to a timestamp, and digitally signing the result with a private key to provide two-factor authentication.","The invention claims a method of generating a biometric electronic signature token by tokenizing a biometric sample, cryptographically binding its hash to a trusted time stamp, and digitally signing both the record and the tokenized sample with a user's private key. This process enables dual-factor authentication combining possession of a private key and inherence of a biometric trait.",classical_only,none,none,none,PKI; X.509,SHA-256; RSA; ECDSA,,none,generation; storage,mobile,possession; inherence/biometric,X9.95; ESIGN; GPEA,replay,,signature; hash,banking; blockchain; cloud,method for generating biometric electronic signature token; system for managing biometric electronic signature token; method for verifying biometric electronic signature token,,biometric; PII; financial,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for generating biometric electronic signature token""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""trusted time stamp token""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""validity determination of digital signature""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""certificate validation""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""identity authentication via detokenization""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""certificate extension for signing""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""tokenization service provider transmission""}, {""claim"": 8, ""depends_on"": [6], ""subject"": ""extension identifying tokenization service provider""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""SignedData cryptographic message syntax""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""bundled certificate extension""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""confirmation verification generation""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""system for managing biometric electronic signature token""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""trusted time stamp token""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""hash generation and signing""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""certificate extension for signing""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""SignedData cryptographic message syntax""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""bundled certificate extension""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""tokenization service provider transmission""}, {""claim"": 19, ""depends_on"": [12], ""subject"": ""extension identifying tokenization service provider""}, {""claim"": 20, ""depends_on"": [12], ""subject"": ""confirmation verification generation""}, {""claim"": 21, ""depends_on"": [], ""subject"": ""method for verifying biometric electronic signature token""}]",[]
20250293853,SYSTEM AND METHOD FOR EXECUTING MACHINE LEARNING MODEL INFERENCE,KU; Yu Te et al.,"Inventec (Pudong) Technology Corporation,INVENTEC CORPORATION",2024-06-05,2025-09-18,H04L9/006;H04L9/0869;H04L9/3242,"A system for secure machine learning inference using a trusted processing circuit, public key verification against a database, blind signatures for input data, and usage limits embedded in encrypted models.",The invention provides a system where a trusted processing circuit decrypts an encrypted machine learning model only after its public key is verified against a database and a zero-knowledge proof confirms possession of the private key. It further secures inference by enforcing usage limits and requiring blind signatures on input data.,classical_only,none,none,none,PKI,RSA; ECDSA; AES,,none,generation; storage; distribution,TPM; FPGA; IoT; mobile,possession,,insider; side-channel,TRNG,symmetric-cipher; KEM; signature; commitment; ZK,cloud; IoT,system for executing machine learning model inference; system for executing machine learning model inference; method for executing machine learning model inference,HW-accel,transactions; session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for executing machine learning model inference""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""memory access pattern protection""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""proof generation and verification""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""limit state storage""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""input data signature state""}, {""claim"": 6, ""depends_on"": [], ""subject"": ""system for executing machine learning model inference""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""usage time limit state""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""method for executing machine learning model inference""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""usage number limit state""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""blind signature data limit state""}]",[]
20250286704,"DISTRIBUTED LEDGER-BASED SYSTEM, METHOD AND APPARATUS FOR MANAGING TRUST RELATIONSHIPS",Michaelis; Oliver,"Beyond Aerospace, Ltd.",2024-06-05,2025-09-11,H04L9/3247;H04L9/006;H04L9/3263;H04L9/0825;H04L9/50,A distributed ledger system manages dynamic trust relationships between ledger-capable nodes and legacy nodes by using a trust manager to counter-sign temporary operational certificates for ad-hoc authentication.,The invention establishes a dynamic trust bridge where a ledger-capable node acts as a proxy certificate authority to counter-sign temporary operational certificates issued to legacy nodes. This allows legacy nodes to authenticate with other ledger-capable nodes on a permissioned candidate channel without requiring the legacy nodes to participate in the distributed ledger network.,unclear,none,none,none,PKI; X.509,,,none,distribution; rotation; destruction,IoT; mobile,possession,,,,signature,blockchain; government,method for managing trust relationships with legacy nodes; system for managing trust relationships with legacy nodes,,transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for managing trust relationships with legacy nodes""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""establishing fourth trust relationship via counter-signing""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""establishing third trust relationship via selection""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""publishing cryptographically-signed digital certificate""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""establishing fourth trust relationship via unregistered certificate""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""establishing fourth trust relationship via mutual authentication""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""creating fourth trust relationship on demand""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""terminating fourth trust relationship after communication""}, {""claim"": 9, ""depends_on"": [3], ""subject"": ""selecting node based on capability""}, {""claim"": 10, ""depends_on"": [3], ""subject"": ""selecting node based on authorization""}, {""claim"": 11, ""depends_on"": [5], ""subject"": ""acting as proxy certificate authority""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""establishing third and fourth trust relationships via certificates""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""system for managing trust relationships with legacy nodes""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""system capabilities for counter-signing""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""system capabilities for mutual authentication""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""system capabilities for publishing certificates""}, {""claim"": 17, ""depends_on"": [13], ""subject"": ""system capabilities for unregistered certificate handling""}, {""claim"": 18, ""depends_on"": [13], ""subject"": ""system capabilities for mutual authentication""}, {""claim"": 19, ""depends_on"": [13], ""subject"": ""initiating fourth trust relationship on demand""}, {""claim"": 20, ""depends_on"": [11], ""subject"": ""terminating fourth trust relationship""}, {""claim"": 21, ""depends_on"": [15], ""subject"": ""selecting node based on capability""}, {""claim"": 22, ""depends_on"": [15], ""subject"": ""selecting node based on authorization""}, {""claim"": 23, ""depends_on"": [17], ""subject"": ""acting as proxy certificate authority""}, {""claim"": 24, ""depends_on"": [15], ""subject"": ""establishing third and fourth trust relationships via certificates""}]",[]
20250233751,Temporary Enablement of Functionality of a Secure Device,Jefferies; Kevin M. et al.,"Schneider Electric USA, Inc.",2024-01-11,2025-07-17,H04L9/3247;H04L9/3242;H04L9/0643;H04L63/105;H04L63/0853;H04L9/30;H04L9/006,"A method temporarily enables secure device functionality by generating a unique HMAC key, computing an HMAC with device-unique data, and verifying a signed HMAC from a trusted device using asymmetric cryptography.","The invention enables temporary functionality on a secure device without storing reusable credentials by generating a transient HMAC key and device-unique data to create a challenge. A trusted device signs this challenge, and the secure device verifies the signature using a stored public key to authorize the temporary enablement.",classical_only,none,background_only,"Quantum technology (specifically True Random Number Generators compliant with NIST SP 800-90B) is mentioned in the description as a potential source for generating the HMAC key (e.g., 'NIST SP 800-90B compliant true random number generator'). It is not claimed in any independent or dependent claims, nor is it required for the primary invention, which can utilize deterministic random number generators or other methods.",PKI,HMAC; RSA; ECDSA,,qrng,generation; storage; rotation; destruction,HSM; IoT; smart-card,possession,FIPS 198-1; FIPS 186-5; NIST SP 800-90B; NIST SP 800-90A,replay,TRNG,MAC; signature; hash,IoT; industrial,method for temporarily enabling functionality of a secure device; secure device comprising memory and processing device; non-transitory computer readable storage medium,,device-unique data; HMAC key,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for temporarily enabling functionality of a secure device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""storing and retrieving the HMAC""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""HMAC key disappears after use""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""computing HMAC a second time""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""HMAC disappears after comparison""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""temporary enablement based on condition""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""enablement condition functions""}, {""claim"": 8, ""depends_on"": [6], ""subject"": ""configurable enablement condition""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""deleting and regenerating HMAC key""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""expiration condition functions""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""configurable expiration condition""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""first and second levels of functionality""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""specific functions in second level""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""industrial device""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""air-gapped device""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""device-unique data programmed at manufacture""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""secure device comprising memory and processing device""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""temporary enablement based on condition""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""deleting and regenerating HMAC key""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""non-transitory computer readable storage medium""}]",[]
20250175325,METHOD AND APPARATUS FOR GENERATING AND USING IMPLICITLY ATTESTED CERTIFICATE SIGNING REQUESTS,QIU; Xin et al.,ARRIS Enterprises LLC,2024-11-13,2025-05-29,H04L63/0823;H04L9/3247;H04L9/3073;H04L9/0825;H04L9/006;H04L63/0428;H04L9/3268;H04L9/3263,"A method for generating implicitly attested certificate signing requests by applying non-standard transforms or encodings to messages, digests, or signatures to verify device identity alongside cryptographic authentication.",,classical_only,none,none,none,PKI; PKCS#10; X.509,SHA-256; SHA; MD5,,none,generation; storage,IoT,possession,RFC 2986; ASN.1; PKCS#10; PKCS#7; X.509,insider,,signature; hash,IoT; PKI; telecom,method of generating an implicitly attested certificate signing request; apparatus for generating an implicitly attested certificate signing request; method of providing a digital certificate in response to an implicitly attested certificate signing request,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of generating an implicitly attested CSR""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""processing message/digest with reversible transform""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""transform includes permutation, bit-swapping, bit-shifting""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""digest processing includes permutation, bit-swapping, bit-shifting, augmentation""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""digest generated by hash algorithm, processed by additional hashing""}, {""claim"": 6, ""depends_on"": [2], ""subject"": ""digest generated by non-standard hash algorithm""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""non-standard encoding decodable only by recipient""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""non-standard encoding proprietary to device and recipient""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""providing CSR to CA, attesting, and authenticating""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""apparatus for generating an implicitly attested CSR""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""apparatus processing message/digest with reversible transform""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""apparatus transform includes permutation, bit-swapping, bit-shifting""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""apparatus digest processing includes permutation, bit-swapping, bit-shifting, augmentation""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""apparatus digest generated by hash algorithm, processed by additional hashing""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""apparatus digest generated by non-standard hash algorithm""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""apparatus non-standard encoding decodable only by recipient""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""apparatus non-standard encoding proprietary to device and recipient""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""method of providing digital certificate in response to implicitly attested CSR""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""determining attestation via non-standard decoding""}, {""claim"": 20, ""depends_on"": [17], ""subject"": ""determining attestation via reversing transform""}, {""claim"": 21, ""depends_on"": [17], ""subject"": ""determining attestation via whitelist/blacklist of device identifiers""}]",[]
20250124174,DECENTRALIZED CONFIGURATION INTEGRITY CHECK IN MICROSERVICES ENVIRONMENT,KANNADASSAN; K. Balaji,"Microsoft Technology Licensing, LLC",2022-07-27,2025-04-17,G06F21/64;G06F21/57,A decentralized microservice architecture uses hash tree branches to verify message integrity and order without relying on a central server for every transaction.,The invention provides a method for microservice instances to verify message integrity and order by receiving a branch of a hash tree containing a root hash and leaf block. The instance places the leaf block into a local hash tree and validates the message against the root hash and block location before acting on the content.,classical_only,none,none,none,,SHA-256,,none,,IoT,,,MITM; replay,,hash; signature,cloud; telecom,computer device for microservice messaging; method for microservice messaging,latency,configuration,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer device for microservice messaging""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""message is a configuration message""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""performing a configuration commit""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""writing and distributing a new block""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""periodic integrity check and fallback""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""fallback on verification failure""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""new instance scaled from intermediate node""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""periodically receiving root hash""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""verifying order via timestamp comparison""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method for microservice messaging""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""message is a configuration message""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""performing a configuration commit""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""writing and distributing a new block""}, {""claim"": 14, ""depends_on"": [10], ""subject"": ""periodic integrity check and fallback""}, {""claim"": 15, ""depends_on"": [10], ""subject"": ""fallback on verification failure""}]",[]
20250125950,Using a single AES key to encrypt PKCS #7 files,Chengalroyen; Jarryd et al.,"DigiCert, Inc.",2023-10-12,2025-04-17,H04L9/006;H04L9/0891;H04L9/0825;H04L9/0861;H04L9/14;H04L9/3268,A system encrypts multiple digital certificates and private keys in PKCS #7 files using a single AES key to reduce Hardware Security Module calls during batch provisioning.,"The invention utilizes a single Advanced Encryption Standard (AES) key to encrypt a plurality of PKCS #7 files, each containing a digital certificate and a corresponding private key. This approach allows a client to retrieve the single symmetric key once from a Hardware Security Module to decrypt an entire batch of certificate packages, significantly reducing HSM interaction overhead.",classical_only,none,none,none,PKCS#7; PKI; X.509,AES,,none,generation; distribution; storage,HSM; IoT; mobile,,PKCS#7,,,symmetric-cipher,IoT; PKI; cloud,server comprising processing and memory devices; non-transitory computer-readable medium; method comprising sending request and receiving files,latency; throughput,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""server for generating key pairs and encrypting certificates with single AES key""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""creating PKCS #7 files encrypted with single AES key""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""decrypting single AES key once for multiple certificates""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""trust manager for receiving request and generating key pairs""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""certificate management system for generating and encrypting certificates""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""request for certificates for plurality of electronic devices""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""applying certificates during manufacturing timeframe""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""utilizing Certificate Signing Request (CSR)""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium for generating and encrypting certificates""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""creating PKCS #7 files encrypted with single AES key""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""decrypting single AES key once for multiple certificates""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""using trust manager and certificate management system""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""request for certificates for plurality of electronic devices during manufacturing""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""method for requesting certificates and decrypting files with single symmetric key""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""provisioning entities with digital certificates""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""entities including IoT devices, mobile phones, users, websites""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""provisioning during predetermined timeframe""}, {""claim"": 18, ""depends_on"": [14], ""subject"": ""storing files in a database""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""files are PKCS #7 files""}, {""claim"": 20, ""depends_on"": [14], ""subject"": ""single call to HSM for AES key at client premises""}]",[]
