patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason
20230177146,ADAPTIVE ACCELERATION OF TRANSPORT LAYER SECURITY,DASTIDAR; Jaideep et al.,"XILINX, INC.",2021-12-06,2023-06-08,G06F21/6209;G06F21/54;G06F21/85;H04L9/006;H04L63/0485;H04L63/166,"A SmartNIC architecture offloads TLS public key operations to a hardware PKI accelerator, using non-spoofable physical identifiers and isolated interconnect pathways to secure key generation and storage.",The invention provides a SmartNIC with a PKI accelerator and access control circuitry that restricts access to generated public-private key pairs based on non-spoofable physical identifiers assigned to authorized processor or programmable logic cores. It utilizes physically or logically isolated interconnect pathways to prevent unauthorized agents from accessing cryptographic keys stored in cache-coherent memory.,classical_only,none,none,none,TLS; PKI,ECDSA; ECDH,,none,generation; storage,FPGA; SmartNIC; SoC,possession,RFC 8446,side-channel; insider; voltage-glitch,TRNG,KEM; signature,cloud; telecom,smart network interface controller (NIC); smart NIC with hardened and PL cores; method for generating public-private key pairs,HW-accel; latency; throughput,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""smart network interface controller (NIC)""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""programmable logic (PL) core""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""system on a chip (SoC)""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""TLS stack execution""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""interconnect forwarding identifier""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""main and accelerator memory""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""random number generator (RNG)""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""smart NIC with hardened and PL cores""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""access control circuitry""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""main, PL, and accelerator memory""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""system on a chip (SoC)""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""TLS stack execution""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""random number generator (RNG)""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""method for generating public-private key pairs""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""requesting public key and generating random number""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""TLS stack execution""}, {""claim"": 17, ""depends_on"": [14], ""subject"": ""writing to main memory with DMA""}, {""claim"": 18, ""depends_on"": [14], ""subject"": ""writing to accelerator memory""}, {""claim"": 19, ""depends_on"": [14], ""subject"": ""ECDSA verify""}, {""claim"": 20, ""depends_on"": [14], ""subject"": ""ECDH point multiplications""}]",[],2,Focuses on TLS acceleration without explicit PQC algorithms or migration strategies.
20230171102,METHOD AND SYSTEM FOR ERROR CORRECTION CODING BASED ON GENERALIZED CONCATENATED CODES WITH RESTRICTED ERROR VALUES FOR CODE-BASED CRYPTOGRAPHY,,HYPERSTONE GMBH,2022-10-27,2023-06-01,H04L9/304,"A method and system for error correction coding using generalized concatenated codes with restricted error values for McEliece or Niederreiter code-based cryptography, enhancing security and efficiency.","The invention provides an encoding system and method that uses p-ary generalized concatenated codes (GCC) with inner codes over Gaussian integers, Eisenstein integers, or BCH codes. It restricts the error vector alphabet to a true subset with specific weights (Mannheim, hexagonal, or Lee) to improve error correction capability and resistance to structural attacks in code-based cryptography.",pqc_only,none,background_only,"Quantum computing is mentioned in the background section as a threat to RSA and ECC, motivating the use of code-based cryptography which is resistant to quantum algorithms. It does not appear in any claims.",TLS; S/MIME; PGP,RSA; Elliptic Curve Cryptography,McEliece; Niederreiter,quantum_computing,exchange,memory controller; flash memory; semiconductor device,,,quantum-attack; cryptanalysis; structural attacks; Information Set Decoding,,KEM; signature,storage systems; industrial robots; scientific instruments; medical instruments,encoding system; encoding method for error correction encoding; encoding method with erasure decoding; computer readable medium,code rate; error correction capability; public key size reduction,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""encoding system""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""alphabet weight constraints""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""inner code as one-error-correcting""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""code rate constraint""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""outer code as Reed-Solomon""}, {""claim"": 6, ""depends_on"": [], ""subject"": ""encoding method""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""alphabet weight constraints""}, {""claim"": 8, ""depends_on"": [6], ""subject"": ""inner code as one-error-correcting""}, {""claim"": 9, ""depends_on"": [6], ""subject"": ""code rate constraint""}, {""claim"": 10, ""depends_on"": [6], ""subject"": ""outer code as Reed-Solomon""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""encoding method with erasure decoding""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""decoding steps for GCC""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""attempting decoding beyond capability""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""look-up table for single errors""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""attempting decoding beyond capability""}, {""claim"": 16, ""depends_on"": [11], ""subject"": ""attempting decoding beyond capability""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""computer readable medium""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""alphabet weight constraints""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""inner code as one-error-correcting""}, {""claim"": 20, ""depends_on"": [17], ""subject"": ""code rate constraint""}, {""claim"": 21, ""depends_on"": [17], ""subject"": ""outer code as Reed-Solomon""}]",[],2,"Focuses on classical code-based crypto error correction, lacking explicit NIST PQC or migration relevance."
11663510,Systems and methods for quantum one-time pad generation,"Carter, Jr.; Robert L. et al.","Wells Fargo Bank, N.A.",2019-11-26,2023-05-30,B82Y10/00;H04B10/70;H04L63/08;H04L9/0825;H04L9/0852;G06N10/60;G06N10/00,Systems and methods for quantum entanglement authentication generate duplicate session keys at separate devices by measuring correlated entangled particles stored in portable quantum authentication devices.,"The invention utilizes a portable quantum authentication device containing sets of entangled quantum particles to generate identical random numbers at two physically separated computing devices. By measuring a subset of these particles based on transmitted identification, the system authenticates sessions without transmitting the session key itself over the network.",hybrid,hybrid,core_invention,"Quantum technology is central to the independent claims (1, 19, 20), which require a 'quantum authentication device' comprising 'entangled quantum particles'. The invention relies on measuring these entangled particles to generate correlated random numbers for authentication and key generation. It is not optional; the primary invention cannot function without the quantum entanglement mechanism.",TLS,RSA; AES; Diffie-Hellman; ECDSA; ECDH; DSA,,entanglement; qrng,generation; distribution; storage,QRNG; quantum-source; IoT; mobile,possession,,MITM; cryptanalysis; quantum-attack; harvest_now_decrypt_later,quantum-entanglement,symmetric-cipher; KDF,banking; financial,system for quantum entanglement authentication; method for quantum entanglement authentication; computer program product for quantum entanglement authentication,,session-keys; financial; PII,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for quantum entanglement authentication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""measuring subset based on quantum bases""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""measurement initiation control signal""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""quantum storage cells""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""session authentication circuitry""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""generate session key based on first number""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""session key equal to first number""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""quantum random number generation device""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""quantum one-time pad""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""coupled to first computing device""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""encrypt electronic communication based on cryptographic key""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""symmetric cryptographic key""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""AES cryptographic key""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""time-dependent quantum measurement schedule""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""determine subset based on time value""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""sequence-dependent quantum measurement schedule""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""determine subset based on sequence value""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""alert control signals for measurement""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""method for quantum entanglement authentication""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""computer program product for quantum entanglement authentication""}]",[],,
11665540,Method for generating Bluetooth network authenticating through authentication code generated based on post-quantum cryptography and Bluetooth network operating system performing same,,NORMA Inc.,2022-12-13,2023-05-30,H04W12/04;H04W12/069;H04W12/0431;H04W12/0433;H04W12/06;H04W12/041;H04W12/50,"A method for forming a Bluetooth network using lattice-based post-quantum cryptography to generate keys, authenticate devices via hashed codes, and establish symmetric communication.","The invention provides a Bluetooth network formation method where a master device generates lattice-based public/private keys and a slave device generates a key capsule and authentication code. The master verifies the slave by comparing a locally generated verification code with the received authentication code, then derives a symmetric key from the key capsule for secure communication.",pqc_only,none,core_invention,"The invention is explicitly based on post-quantum cryptography, specifically lattice-based algorithms, to resist quantum computing attacks. This is central to the independent claims (1 and 4) which define the key generation and authentication processes using these quantum-resistant primitives.",Bluetooth,hash,lattice-based,quantum_computing,generation; derivation; exchange,mobile; IoT,possession,,quantum-attack; MITM,TRNG,KEM; hash; symmetric-cipher,IoT; telecom,method for forming a Bluetooth network performed by a master device; method for forming a Bluetooth network performed by a slave device,,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for forming a Bluetooth network performed by a master device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""key capsule generation details""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""verification code generation details""}, {""claim"": 4, ""depends_on"": [], ""subject"": ""method for forming a Bluetooth network performed by a slave device""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""key capsule generation details for slave""}]",[],8,"Explicitly applies PQC to Bluetooth authentication, addressing protocol migration and HNDL mitigation in IoT."
20230162551,TECHNOLOGIES FOR USING NFC OR QR CODE TO COMMISSION A DEVICE TO THE CLOUD,Baumgarte; Joseph W.,Schlage Lock Company LLC,2021-11-19,2023-05-25,G07C9/27;H04L9/0825;G07C9/22;H04L9/006;G07C9/00309,A method for commissioning offline access control devices to a cloud system using NFC or QR codes to retrieve encrypted commissioning data secured by factory-generated cryptographic key pairs.,"The invention enables in-field commissioning of offline access control devices by scanning a unique identifier (NFC/QR) to retrieve cloud-generated commissioning data. This data is encrypted with a public key received from the manufacturer, ensuring only the specific device with the corresponding private key stored in its cryptography circuit can decrypt and apply the configuration.",classical_only,none,background_only,"Quantum technology is mentioned only in the Detailed Description as a potential future embodiment ('one or more quantum-resistant cryptography algorithms may be leveraged... algorithms leveraging a lattice matrix'). It does not appear in any independent or dependent claims, nor is it required for the primary invention.",PKI; X.509,ECC,,none,generation; distribution; storage,HSM; IoT; mobile; NFC,possession,,,,KEM; signature,IoT; cloud,method of commissioning an access control device; access control system for commissioning an access control device,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of commissioning an access control device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""receiving a cryptographic public key certificate""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""unique identifier as a URI""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""unique identifier on an NFC tag""}, {""claim"": 5, ""depends_on"": [3], ""subject"": ""unique identifier in a QR code""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""commissioning data contents""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""cloud-based server""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""creating a device twin""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""offline access control device""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""transmitting to plurality of mobile devices""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""scanning and automatic communication""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""storing and transmitting commissioning data""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""access control system for commissioning""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""receiving a cryptographic public key certificate""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""unique identifier as a URI""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""unique identifier on an NFC tag""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""unique identifier in a QR code""}, {""claim"": 18, ""depends_on"": [13], ""subject"": ""commissioning data contents""}, {""claim"": 19, ""depends_on"": [13], ""subject"": ""cloud-based server""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""creating a device twin""}]",[],,
20230162544,SYSTEMS AND METHODS FOR SECURELY MANAGING VEHICLE INFORMATION,Hua; Rong et al.,"Rivian IP Holdings, LLC",2021-11-24,2023-05-25,H04W12/069;G07C9/00309;H04W12/041;H04L9/006;H04L9/0819;H04L9/3247;H04W12/043;H04L9/3252;H04W12/71;H04L9/50;H04W4/40,A system generates digital signatures for vehicles and mobile applications using public-private key pairs to authenticate users and permit access to vehicle information stored on a distributed ledger.,"The invention generates distinct digital signatures for a vehicle and a mobile application based on separate public-private key pairs. Access to vehicle information is permitted only upon verifying both signatures, optionally utilizing a distributed ledger for storage and NFT-based ownership transfer.",classical_only,none,none,none,PKI,,,none,generation; distribution; storage,mobile; IoT,possession,,insider,,signature,IoT; blockchain,method for securely managing vehicle information; system for securely managing vehicle information; non-transitory computer-readable medium,,transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for securely managing vehicle information""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""permitting access based on verification indications""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""generating keys upon user registration""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""vehicle information stored at distributed ledger""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""executing transactions on distributed ledger""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""non-fungible token for ownership""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""login credentials verification""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""mobile application on key fob or smartphone""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""system for securely managing vehicle information""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""permitting access based on verification indications""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""generating keys upon user registration""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""vehicle information stored at distributed ledger""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""executing transactions on distributed ledger""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""non-fungible token for ownership""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""login credentials verification""}, {""claim"": 16, ""depends_on"": [9], ""subject"": ""mobile application on key fob or smartphone""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""permitting access based on verification indications""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""generating keys upon user registration""}, {""claim"": 20, ""depends_on"": [17], ""subject"": ""vehicle information stored at distributed ledger""}]",[],2,CPC codes indicate classical crypto; no explicit PQC algorithms or migration signals found.
20230164199,AUTOMATICALLY ANSWERING COMMUNICATION SESSIONS RECEIVED FROM TRUSTED CALLERS,Kapinos; Robert J. et al.,Lenovo (Singapore) Pte. Ltd.,2021-11-19,2023-05-25,H04L9/006;H04L67/306;H04L65/1076;H04L65/1069;H04L9/0894;H04L65/403;H04L65/1079;H04L65/1096,A system automatically answers communication sessions from trusted callers by maintaining an encoded and encrypted list of trusted callers in memory to prevent unauthorized modification.,"The invention provides an apparatus that maintains an encoded list of trusted callers in memory to protect it from unauthorized modification. It automatically answers sessions from fully trusted callers, semi-automatically answers from less trusted callers, and declines others without user input.",unclear,none,none,none,,,,none,storage,mobile; IoT,possession,,insider,,,telecom,apparatus for automatically answering communication sessions; method for automatically answering communication sessions; computer program product for automatically answering communication sessions,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""apparatus with processor and memory for trusted caller list""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""list encoded and encrypted prior to initial use""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""key file stored and validation via serial number or signature""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""fetching encrypted list via encrypted transmission""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""automatically rejecting sessions from non-trusted callers""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""notifying user and receiving accept/reject input""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""receiving add/remove commands for trusted callers""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""commands received from user""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""commands received from external entity""}, {""claim"": 10, ""depends_on"": [7], ""subject"": ""regenerating list via reset command""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""method for maintaining encoded list and answering sessions""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""list encoded and encrypted prior to initial use""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""key file stored and validation via serial number or signature""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""fetching encrypted list via encrypted transmission""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""automatically rejecting sessions from non-trusted callers""}, {""claim"": 16, ""depends_on"": [11], ""subject"": ""notifying user and receiving accept/reject input""}, {""claim"": 17, ""depends_on"": [11], ""subject"": ""receiving add/remove commands for trusted callers""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""commands received from user or external entity""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""regenerating list via reset command""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""computer program product for maintaining encoded list and answering sessions""}]",[],1,Focuses on call automation logic with no mention of PQC algorithms or migration strategies.
20230163975,Certifying Public Keys for Multiple Cryptographic Hash Trees,,ISARA Corporation,2021-11-24,2023-05-25,H04L9/0643;H04L9/3247;H04L9/3239;H04L9/3265;H04L9/0836;H04L9/3263;H04L9/3228;H04L9/0825;H04L9/3271,A method for generating a composite public key from multiple independent cryptographic hash trees stored on separate hardware security modules and certifying this composite key in a single digital certificate.,"The invention involves generating multiple distinct cryptographic hash trees, each stored on a separate hardware security module, and combining their root public keys into a single composite public key. This composite key is then certified by a certificate authority in one digital certificate, avoiding the need to split trees or export private keys between modules.",hybrid,hybrid,background_only,"Quantum technology is mentioned in the background and description as a threat model (quantum-enabled adversary, Shor's algorithm) motivating the use of hash-based signatures. It is not part of the claimed invention, which focuses on classical hash-based signature management. The primary invention works without quantum technology.",PKI; X.509,RSA; ECC; SHA-256,SLH-DSA; LMS; XMSS,quantum_computing,generation; storage; distribution,HSM,,NIST SP 800-208,quantum-attack,,signature; hash,PKI; cloud,computer-implemented cryptographic method; computing system; non-transitory computer-readable medium,key-size,root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computer-implemented cryptographic method""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""public key composition details""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""concatenation of public keys""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""hashing of concatenated public keys""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""generation of signing and verification keys""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""providing digital certificate for use""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""generation and storage on respective HSMs""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""computing system""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""public key composition details""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""concatenation of public keys""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""hashing of concatenated public keys""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""generation of signing and verification keys""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""providing digital certificate for use""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""HSM internal operations""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""computer device generating composite key""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""public key composition details""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""concatenation of public keys""}, {""claim"": 19, ""depends_on"": [17], ""subject"": ""hashing of concatenated public keys""}]","[{""algorithm"": ""SLH-DSA"", ""status"": ""fips_205""}, {""algorithm"": ""LMS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""XMSS"", ""status"": ""stateful_hash_standard""}, {""algorithm"": ""RSA"", ""status"": ""classical""}, {""algorithm"": ""ECC"", ""status"": ""classical""}]",8,"ISARA is a PQC leader; hash trees are core to SLH-DSA/SPHINCS+, indicating high relevance to PQC PKI migration."
11652644,Quantum-resistant double signature system,,"Wells Fargo Bank, N.A.",2022-08-01,2023-05-16,H04L9/3239;H04L63/126;H04L63/123;H04L9/3247;H04L9/0825;H04L9/3093;H04L9/3236;H04L9/0861,A method for validating quantum-resistant double-signed messages by verifying a classical signature and linking it to a quantum-resistant signature via cryptographic hashes and attributes.,"The invention provides a system for generating and verifying 'quantum-resistant double-signed' (QSDS) messages that link a classical digital signature with a quantum-resistant signature. It allows relying parties to verify message integrity and origin authenticity using current algorithms while ensuring future-proofing against quantum computing threats through a secondary, quantum-resistant signature layer.",hybrid,hybrid,core_invention,"Quantum computing is central to the invention, appearing in the title, abstract, and all independent claims (1, 8, 14, 21, 22, 23) as 'quantum-resistant double signature'. The system is designed to protect against quantum attacks by linking classical signatures with quantum-resistant signatures. It is not optional; the invention is defined by this hybrid quantum-resistant structure.",PKI; S/MIME; CMS,RSA; ECDSA,,quantum_computing,generation; storage,smart-card; mobile,possession,X9.73; ISO/IEC 9834-1; X.509,quantum-attack; cryptanalysis,,signature; hash,banking; PKI,method for validating a quantum-resistant double signature message; method for validating a quantum-resistant double signature message; non-transitory computer readable media for validating a quantum-resistant double signature message,bandwidth; latency,transactions,,US10742420,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for validating a quantum-resistant double signature message""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""certificate path validation""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""PKI certificate validation""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""signing CMS attribute with quantum-resistant algorithm""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""bundled certificate identifier validation""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""verification via database matching and fresh hash""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""transmitting attribute for verification notification""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""method for validating a quantum-resistant double signature message""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""certificate path validation""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""PKI certificate validation""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""signing CMS attribute with quantum-resistant algorithm""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""bundled certificate identifier validation""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""transmitting attribute for verification notification""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""non-transitory computer readable media for validating a quantum-resistant double signature message""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""certificate path validation""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""PKI certificate validation""}, {""claim"": 17, ""depends_on"": [14], ""subject"": ""signing CMS attribute with quantum-resistant algorithm""}, {""claim"": 18, ""depends_on"": [14], ""subject"": ""bundled certificate identifier validation""}, {""claim"": 19, ""depends_on"": [14], ""subject"": ""verification via database matching and fresh hash""}, {""claim"": 20, ""depends_on"": [14], ""subject"": ""transmitting attribute""}, {""claim"": 21, ""depends_on"": [], ""subject"": ""non-transitory computer readable media for validating a quantum-resistant double signature message""}, {""claim"": 22, ""depends_on"": [], ""subject"": ""system comprising a relying party computing system""}, {""claim"": 23, ""depends_on"": [], ""subject"": ""system comprising a relying party computing system""}]",[],6,"Title claims quantum resistance, but CPCs suggest classical crypto; relevance depends on specific PQC implementation det"
11645428,Quantum phenomenon-based obfuscation of memory,Meinholz; Michael Erik et al.,"Wells Fargo Bank, N.A.",2020-02-11,2023-05-09,G06N10/80;H04L9/0894;G06N10/00;G06F21/602;H04L9/0618;G06F21/79,A method for securing data by disassembling it into sections and storing them at memory locations determined by a quantum obfuscation map derived from quantum particle states.,"The invention discloses a method where data is disassembled into sections and stored in memory locations assigned via a Quantum Obfuscation Map (QOM). The QOM is generated based on Quantum Obfuscation Elements (QOEs) corresponding to the quantum state of a particle, such as a collapsed wave function or entangled pair.",hybrid,none,core_invention,"Quantum technology is central to the independent claims (1, 12, 20). The invention requires a Quantum Obfuscation Map (QOM) generated from Quantum Obfuscation Elements (QOEs) corresponding to a quantum state of a particle. Dependent claims specify QOEs as collapsed wave functions (claim 5) or derived from entangled particles (claim 11). The primary invention relies on these quantum states to determine memory addresses.",,RSA; Diffie-Hellman,,entanglement; qrng,generation; storage,HSM; QRNG; quantum-source,,,HNDL; quantum-attack,quantum-entanglement,symmetric-cipher,banking; financial,method for storing information using quantum phenomenon-based obfuscation; computing device comprising processing circuitry and cryptographic circuitry; computer program product for storing information using quantum phenomenon-based obfuscation,,financial; PII,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for storing information using quantum phenomenon-based obfuscation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""encrypting sections""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""encryption scheme based on data type""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""conditioning sections via data bus""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""QOE as collapsed wave function""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""separate storage of QOM and QOEs""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""storing fake sections in remainder memory""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""fake sections mimicking data type""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""re-assembling instance of information""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""memory as RAM or ROM""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""generating entangled quantum particles""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""computing device for storing information using quantum phenomenon-based obfuscation""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""encrypting sections""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""encryption scheme based on data type""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""conditioning sections via data bus""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""QOE as collapsed wave function in cryptographic circuitry""}, {""claim"": 17, ""depends_on"": [12], ""subject"": ""storing fake sections in remainder memory""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""re-assembling instance of information""}, {""claim"": 19, ""depends_on"": [12], ""subject"": ""fake sections mimicking data type""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""computer program product for storing information using quantum phenomenon-based obfuscation""}]",[],,
