software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link
Azure Dedicated HSM (Marvell LiquidSecurity),Common Criteria,cc-marvell-ls2-hsm-hardware-version--cn9310410-03-c-firmware-version--marvell-ls2-fw-10-24-0780-bootloader-version--marvell-ls2-uboot-10-24-0702-r01-sb-or-marvell-ls2-uboot-10-24-0702-r02-sb-g609,"Marvell Semiconductor, Inc (Scheme: NL)",Marvell LS2 HSM Hardware version: CN9310410-03 C Firmware version: MARVELL-LS2-FW-10.24-0780 Bootloader version: MARVELL-LS2-UBOOT-10.24-0702-R01-SB or MARVELL-LS2-UBOOT-10.24-0702-R02-SB,ML-KEM,"EAL4+,ALC_FLR.3,AVA_VAN.5",Active,2026-02-23,https://www.commoncriteriaportal.org/files/epfiles/NSCIB-CC-2400151-01-ST.pdf
Azure Dedicated HSM (Marvell LiquidSecurity),FIPS 140-3,4700,"Marvell Semiconductor, Inc.",NITROXIII CNN35XX-NFBE HSM Family,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-05-30,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4700
Azure Dedicated HSM (Marvell LiquidSecurity),FIPS 140-3,4703,"Marvell Semiconductor, Inc.",Marvell LS2 HSM Family,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-06-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4703
BlackBerry QNX Neutrino RTOS,ACVP,A6985,Blackberry Limited,Security Builder FIPS Java Module,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19667
BlackBerry QNX Neutrino RTOS,ACVP,A6987,Blackberry Limited,Security Builder FIPS Module,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19666
Bouncy Castle C# .NET,ACVP,A6973,Legion of the Bouncy Castle Inc.,BC-FNA (Bouncy Castle FIPS .NET 4.8 API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19716
Bouncy Castle C# .NET,ACVP,A6974,Legion of the Bouncy Castle Inc.,BC-FNA (Bouncy Castle FIPS .NET 6.0 API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19717
Bouncy Castle C# .NET,ACVP,A8100,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS JAVA API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2026-03-09,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20860
Bouncy Castle C# .NET,FIPS 140-3,4416,Legion of the Bouncy Castle Inc.,BC-FNA (Bouncy Castle FIPS .NET API),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4416
Bouncy Castle C# .NET,FIPS 140-3,4943,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS Java API),LMS,FIPS 140-3 L3,Active,2025-01-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4943
Bouncy Castle Java,ACVP,A8100,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS JAVA API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2026-03-09,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20860
Bouncy Castle Java,FIPS 140-3,4943,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS Java API),LMS,FIPS 140-3 L3,Active,2025-01-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4943
Bouncy Castle Java LTS,ACVP,A8100,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS JAVA API),"ML-DSA, ML-KEM, SLH-DSA",,Active,2026-03-09,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20860
Bouncy Castle Java LTS,FIPS 140-3,4943,Legion of the Bouncy Castle Inc.,BC-FJA (Bouncy Castle FIPS Java API),LMS,FIPS 140-3 L3,Active,2025-01-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4943
Cisco ASA (Adaptive Security Appliance),ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,4712,"Cisco Systems, Inc.",Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-06-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4712
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,4966,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Cryptographic Module (FPR 3100 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-02-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4966
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5067,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Cryptographic Module (FPR 4200 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5067
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5066,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Cryptographic Module (FPR 2100 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5066
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5069,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Cryptographic Module (FPR 1000 Series),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5069
Cisco ASA (Adaptive Security Appliance),FIPS 140-3,5114,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5114
Cisco IOS XE PQC,ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco IOS XE PQC,FIPS 140-3,4129,"Cisco Systems, Inc.","Cisco Aironet 1562e/i/d/ps, 2802e/i, 3802e/i/p, 4800 and IW6300H- AC/DC/DCW Wireless LAN Access Points, AireOS Version 8.10MR3 and IOS-XE 17.3",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-01-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4129
Cisco IOS XE PQC,FIPS 140-3,4606,"Cisco Systems, Inc.",Cisco Catalyst 9800 (40/80/L) Wireless Controllers running IOS-XE 16.12,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4606
Cisco IOS XE PQC,FIPS 140-3,4752,"Cisco Systems, Inc.",IOS Common Cryptographic Module (IC2M),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4752
Cisco IOS XE PQC,FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891
Cisco IOS XE PQC,FIPS 140-3,5160,"Cisco Systems, Inc.",Cisco FIPS Provider 3.1.2 based on the OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-02-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5160
Cisco Meraki MX (Cloud-Managed Firewall),ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891
Cisco Meraki MX (Cloud-Managed Firewall),FIPS 140-3,5160,"Cisco Systems, Inc.",Cisco FIPS Provider 3.1.2 based on the OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-02-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5160
Cisco Secure Client (AnyConnect),ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,Active,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275
Cisco Secure Client (AnyConnect),FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891
Cisco Secure Client (AnyConnect),FIPS 140-3,5160,"Cisco Systems, Inc.",Cisco FIPS Provider 3.1.2 based on the OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2026-02-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5160
Citrix Virtual Apps and Desktops,ACVP,A7486,"Citrix Systems, Inc.",Citrix FIPS Cryptographic Module,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-08,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20273
Citrix Virtual Apps and Desktops,FIPS 140-3,4043,"Citrix Systems, Inc.",Citrix ADC MPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4043
Citrix Virtual Apps and Desktops,FIPS 140-3,4098,"Citrix Systems, Inc.",Citrix ADC VPX,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4098
Crypto4A QxHSM,ACVP,A5631,"Crypto4A Technologies, Inc.",QASM Cryptographic Module,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2024-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=18297
CryptoNext COMPASS Network Probe,ACVP,A6639,CryptoNext Security,C-QSL (ARM_NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19370
CryptoNext COMPASS Network Probe,ACVP,A6638,CryptoNext Security,C-QSL (AVX2),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-03-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19369
Entrust KeyControl,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056
Entrust KeyControl,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796
Entrust KeyControl,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338
Entrust KeyControl,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336
Entrust KeyControl,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335
Entrust KeyControl,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333
Entrust KeyControl,FIPS 140-3,4332,Entrust,MiniHSM & MiniHSM for nShield Edge F3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4332
Entrust KeyControl,FIPS 140-3,4331,Entrust,MiniHSM & MiniHSM for nShield Edge F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4331
Entrust KeyControl,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765
Entrust PKI,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056
Entrust PKI,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796
Entrust PKI,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338
Entrust PKI,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336
Entrust PKI,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335
Entrust PKI,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333
Entrust PKI,FIPS 140-3,4332,Entrust,MiniHSM & MiniHSM for nShield Edge F3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4332
Entrust PKI,FIPS 140-3,4331,Entrust,MiniHSM & MiniHSM for nShield Edge F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4331
Entrust PKI,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765
Entrust Signing Automation,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056
Entrust Signing Automation,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796
Entrust Signing Automation,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338
Entrust Signing Automation,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336
Entrust Signing Automation,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335
Entrust Signing Automation,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333
Entrust Signing Automation,FIPS 140-3,4332,Entrust,MiniHSM & MiniHSM for nShield Edge F3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4332
Entrust Signing Automation,FIPS 140-3,4331,Entrust,MiniHSM & MiniHSM for nShield Edge F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4331
Entrust Signing Automation,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765
Entrust nShield,ACVP,A7285,Entrust Corporation,nShield 5 Algorithm Library - nCore,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-07-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20056
Entrust nShield,ACVP,A7990,Entrust Corporation,PQSDK,LMS,,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20796
Entrust nShield,FIPS 140-3,4338,Entrust,"nShield F3 10+ 500+ 6000+ & nShield F3 500+ 1500+ 6000+ for nShield Connect+, Connect CLX and HSMi",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4338
Entrust nShield,FIPS 140-3,4336,Entrust,nShield F2 500+ & nShield F2 1500+ & nShield F2 6000+,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4336
Entrust nShield,FIPS 140-3,4335,Entrust,nShield Solo XC F3 & nShield Solo XC F3 for nShield Connect XC and for nShield HSMi,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4335
Entrust nShield,FIPS 140-3,4333,Entrust,nShield Solo XC F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4333
Entrust nShield,FIPS 140-3,4332,Entrust,MiniHSM & MiniHSM for nShield Edge F3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4332
Entrust nShield,FIPS 140-3,4331,Entrust,MiniHSM & MiniHSM for nShield Edge F2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-10-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4331
Entrust nShield,FIPS 140-3,4765,Entrust,nShield 5s Hardware Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4765
Fortanix Data Security Manager,ACVP,A5344,"Fortanix, Inc.",Fortanix Crypto Algorithm Library,LMS,,Active,2024-05-22,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=17995
Fortanix Data Security Manager,FIPS 140-3,4139,"Fortanix, Inc.",Fortanix SDKMS Appliance,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-01-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4139
Futurex Cloud,ACVP,A7998,Futurex LP,GSP4000 Hardware Security Module,"ML-DSA, ML-KEM",,Active,2026-02-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20805
Futurex CryptoHub,ACVP,A7998,Futurex LP,GSP4000 Hardware Security Module,"ML-DSA, ML-KEM",,Active,2026-02-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20805
Futurex Vectera Plus,ACVP,A7998,Futurex LP,GSP4000 Hardware Security Module,"ML-DSA, ML-KEM",,Active,2026-02-04,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20805
Gmail / Google Workspace,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Gmail / Google Workspace,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Gmail / Google Workspace,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Gmail / Google Workspace,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google ALTS,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google ALTS,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Google ALTS,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google ALTS,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google Chrome,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google Chrome,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Google Chrome,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google Chrome,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google Cloud HSM,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google Cloud HSM,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Google Cloud HSM,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google Cloud HSM,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google Cloud KMS,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google Cloud KMS,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Google Cloud KMS,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google Cloud KMS,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google Cloud KMS (Cloud Gateway),ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google Cloud KMS (Cloud Gateway),FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Google Cloud KMS (Cloud Gateway),FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google Cloud KMS (Cloud Gateway),FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google OpenTitan,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google OpenTitan,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Google OpenTitan,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google OpenTitan,FIPS 140-3,5087,"Google, LLC.",OpenSK Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5087
Google OpenTitan,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google Tink,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google Tink,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
