Country,FlagCode,OrgName,OrgFullName,OrgLogoUrl,Type,Category,StartYear,EndYear,Title,Description,SourceUrl,SourceDate,Status,trusted_source_id,local_file,peer_reviewed,vetting_body
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Phase,Migration,2025,2030,Phase 2 - Hybridization Required,Hybrid cryptography (classical + PQC) required for systems requiring post-quantum security assurance.,https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Validated,,public/timeline/France_ANSSI_Initial_PQC_Position_Paper.html,no,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Guidance,2026,2026,IPsec DR Referential Update (Planned),ANSSI plans revision of IPsec DR referential to include PQC requirements. Expected 2026.,https://cyber.gouv.fr/cryptographie-post-quantique-faq,2025-10-07,Validated,,public/timeline/France_ANSSI_PQC_FAQ_Published.html,yes,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Milestone,Deadline,2027,2027,PQC Qualification Requirement,"PQC integration mandatory for cryptographic solutions entering ANSSI qualification process, at least for certain product types. Starting 2027.",https://cyber.gouv.fr/actualites/premiers-visas-de-securite-incluant-de-la-cryptographie-post-quantique,2025-10-16,Validated,,public/timeline/France_ANSSI_Cryptographic_Accreditation_Doctrine_Updated.html,no,ANSSI
France,FR,ANSSI,Agence nationale de la sécurité des systèmes d'information,,Phase,Migration,2030,2035,Phase 3 - Standalone PQC Optional,"Standalone PQC becomes optional (not mandatory). Note: 2030 is when PQC alone becomes acceptable, not required.",https://cyber.gouv.fr/en/publications/anssi-views-post-quantum-cryptography-transition,2022-01-01,Validated,,public/timeline/France_ANSSI_Initial_PQC_Position_Paper.html,no,ANSSI
G7,G7,G7 CEG,G7 Cyber Expert Group,,Milestone,Policy,2024,2024,G7 Statement on Quantum Computing,"G7 issues statement on planning for opportunities and risks of quantum computing for cybersecurity, September 25, 2024.",https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-25,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,yes,G7 CEG
International,INT,GSMA,GSM Association,,Milestone,Guidance,2024,2024,PQ.03 v2.0 Guidelines,GSMA Post Quantum Telco Network Task Force publishes PQ.03 v2.0 covering telecom use cases (October 2024).,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,2024-10-01,Validated,,public/timeline/International_GSMA_PQ.03_v2.0_Guidelines.pdf,yes,GSMA
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Policy,2024,2024,EU Joint Statement on PQC,"BSI initiates joint statement with 18 EU member states (later 21) urging PQC transition, November 27, 2024.",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Crypto/PQC-joint-statement.pdf,2024-11-27,Validated,,public/timeline/Germany_BSI_EU_Joint_Statement_on_PQC.pdf,yes,BSI
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Guidance,2025,2025,TR-02102-1 PQC Update,BSI publishes Version 2025-01 of TR-02102-1 with significant PQC recommendations including ML-KEM and ML-DSA.,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/quantentechnologien-und-post-quanten-kryptografie.html,2025-01-01,Validated,,public/timeline/Germany_BSI_TR-02102-1_PQC_Update.html,yes,BSI
Germany,DE,BSI/Bundesdruckerei,BSI with Bundesdruckerei and G+D,,Milestone,Testing,2025,2025,Quantum-Secure ID Card Demonstrator,"World's first functional quantum-secure ID card demonstrator unveiled November 10-11, 2025 with BSI, Bundesdruckerei, G+D, Infineon.",https://www.gi-de.com/en/about-us/press/press-releases/germany-sets-new-standards-for-secure-id-documents-in-the-quantum-computing-era,2025-11-10,Validated,,public/timeline/Germany_BSI_Bundesdruckerei_Quantum-Secure_ID_Card_Demonstrator.html,no,BSI/Bundesdruckerei
Germany,DE,BSI/DLR,BSI with German Aerospace Center,,Milestone,Research,2025,2025,QUANTITY Initiative Launched,BSI and DLR launch QUANTITY initiative in March 2025 focusing on quantum cryptanalysis to strengthen algorithm selection and validate PQC security.,https://www.postquantumcryptography.de/publications/bsi-compliant-pqc.html,2025-03-01,Validated,,public/timeline/Germany_BSI_DLR_QUANTITY_Initiative_Launched.html,partial,BSI/DLR
Germany,DE,BSI,Bundesamt für Sicherheit in der Informationstechnik,,Milestone,Deadline,2030,2030,Critical Applications PQC — Hybrid No Longer Required,Most sensitive and critical applications must be PQC-protected by end of 2030. Per BSI TR-02102-1 (January 2025): from 2030 standalone PQC algorithms are permitted without requiring hybrid; hybrid (classical + PQC) remains acceptable but is no longer the mandatory minimum for sensitive data.,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/quantentechnologien-und-post-quanten-kryptografie.html,2025-01-31,Validated,,public/timeline/Germany_BSI_TR-02102-1_PQC_Update.html,no,BSI
India,IN,TEC,Telecommunication Engineering Centre,,Milestone,Guidance,2025,2025,TEC Technical Report Published,"TEC publishes Technical Report TEC 910018:2025 on Migration to Post-Quantum Cryptography, January 2025.",https://www.tec.gov.in/pdf/TR/Final%20technical%20report%20on%20migration%20to%20PQC%2028-03-25.pdf,2025-01-01,Validated,,public/timeline/India_TEC_TEC_Technical_Report_Published.pdf,yes,TEC
India,IN,CERT-In,Indian Computer Emergency Response Team,,Milestone,Guidance,2025,2025,BOM Guidelines Expanded,CERT-In expands Bill of Materials requirements to include Cryptographic BOM (CBOM) and Quantum Readiness BOM (QBOM).,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",2025-01-01,Validated,,public/timeline/India_CERT-In_BOM_Guidelines_Expanded.pdf,yes,CERT-In
International,INT,PQCC,Post-Quantum Cryptography Coalition,,Milestone,Guidance,2025,2025,PQCC PQC Migration Roadmap Published,"PQCC publishes comprehensive PQC Migration Roadmap in May 2025 with four-category framework: Preparation, Baseline Understanding, Planning and Execution, Monitoring and Evaluation.",https://pqcc.org/post-quantum-cryptography-migration-roadmap/,2025-05-01,Validated,,public/timeline/International_PQCC_PQC_Migration_Roadmap_Published.html,yes,PQCC
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Guidance,2022,2022,PQC Readiness Guide Published,Organizational Cyber Readiness to the Post-Quantum Age guidance published January 2022.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2022-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,yes,INCD
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Policy,2025,2025,National Cybersecurity Strategy 2025-2028,INCD publishes National Cybersecurity Strategy including quantum threat mitigation provisions.,https://www.gov.il/BlobFolder/news/cyber_strategy_2025/en/israel_national_cybersecurity_strategy_feb2025.pdf,2025-02-01,Validated,,public/timeline/Israel_INCD_National_Cybersecurity_Strategy_2025-2028.pdf,yes,INCD
Israel,IL,BOI,Bank of Israel,,Milestone,Regulation,2025,2025,Banking PQC Directive,"Bank of Israel issues Directive Letter 202501EN (January 7, 2025) requiring financial institutions to manage quantum risk.",https://www.boi.org.il/en/economic-roles/supervision-and-regulation/letters/letter202501en,2025-01-07,Validated,,public/timeline/Israel_BOI_Banking_PQC_Directive.html,yes,BOI
Israel,IL,INCD,Israel National Cyber Directorate,,Milestone,Deadline,2025,2025,Government Threat Assessment,All government ministries must complete quantum threat assessment and require PQC in new contracts by end of 2025.,https://www.ynetnews.com/business/article/h1srzlgqkl,2025-01-01,Validated,,public/timeline/Israel_INCD_Government_Threat_Assessment.html,no,INCD
Israel,IL,INCD/BOI,Israel National Cyber Directorate / Bank of Israel,,Phase,Discovery,2025,2027,Inventory & Planning Phase,"Organizations create cryptographic inventory, add PQC to contracts, develop initial plans.",https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,INCD/BOI
Italy,IT,ACN,Agenzia per la Cybersicurezza Nazionale,,Milestone,Guidance,2024,2024,PQC Guidance Published,ACN publishes 'Crittografia Post-Quantum e Quantistica: Preparazione alla Minaccia Quantistica' guidance.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-07-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,yes,ACN
Japan,JP,CRYPTREC,Cryptographic Research and Evaluation Committees,,Milestone,Guidance,2022,2022,PQC Guideline GL-2004-2022,CRYPTREC publishes Guidelines for Post-Quantum Cryptography technical guidance.,https://www.cryptrec.go.jp/en/,2022-01-01,Validated,,public/timeline/Japan_CRYPTREC_PQC_Guideline_GL-2004-2022.html,yes,CRYPTREC
Japan,JP,NEDO,New Energy and Industrial Technology Development Organization,,Phase,Research,2024,2026,K Program PQC Research,NEDO K Program research on PQC implementation technologies. Final standardization documents due 2026.,https://pqshield.com/pqshield-announces-participation-in-nedo-program-to-implement-post-quantum-cryptography-across-japan/,2024-07-01,Validated,,public/timeline/Japan_NEDO_K_Program_PQC_Research.html,partial,NEDO
Japan,JP,NISC,National center of Incident readiness and Strategy for Cybersecurity,,Phase,Discovery,2024,2026,PQC Migration Planning,"Following NIST standardization, focusing on lattice-based and hash-based algorithms. CRYPTREC preparing detailed guidelines.",https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-03-02,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,NISC
Japan,JP,METI/NISC,METI and NISC,,Milestone,Policy,2025,2025,Cybersecurity Industry Policy Package,METI releases policy package for strengthening Japan's cybersecurity industry including PQC. METI and NISC establish shared vision for Software Bill of Materials in September 2025.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-03-01,Validated,,public/timeline/Japan_METI_NISC_Cybersecurity_Industry_Policy_Package.html,yes,METI/NISC
Japan,JP,NEC/NICT,NEC with NICT and Toshiba,,Milestone,Migration,2025,2025,QKD High-Speed Data Integration Demo,"NEC, NICT, and Toshiba unveil world's first integrated system for QKD and high-speed data transmission in large-capacity optical network. September 2025.",https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-09-16,Validated,,public/timeline/Japan_METI_NISC_Cybersecurity_Industry_Policy_Package.html,no,NEC/NICT
Japan,JP,NISC,National center of Incident readiness and Strategy for Cybersecurity,,Phase,Migration,2026,2030,Critical Systems Migration,Target for migrating critical government systems. Dual-track approach: PQC and QKD technologies.,https://itbusinesstoday.com/tech/cybersecurity/japans-national-cyber-defense-push-preparing-for-quantum-driven-threats/,2025-10-06,Validated,,public/timeline/Japan_METI_NISC_Cybersecurity_Industry_Policy_Package.html,no,NISC
NATO,NATO,NATO,North Atlantic Treaty Organization,,Milestone,Policy,2024,2024,Quantum Technologies Strategy,"NATO publishes first Quantum Technologies Strategy January 17, 2024 committing to PQC transition.",https://www.nato.int/cps/en/natohq/news_221601.htm,2024-01-17,Validated,,public/timeline/NATO_NATO_Quantum_Technologies_Strategy.html,yes,NATO
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Milestone,Guidance,2024,2024,NZISM v3.8 Updated,New Zealand Information Security Manual updated with PQC guidance.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,yes,GCSB/NCSC
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Phase,Discovery,2024,2026,Planning Phase,Organizations start planning for PQC transition.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,GCSB/NCSC
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Milestone,Guidance,2025,2025,NZISM v3.9 Published,NZISM Version 3.9 (November 2025) includes Section 2.4 on PQC preparation. 19 agencies implementing.,https://www.ncsc.govt.nz/news/nzism-v3-9-release/,2025-11-01,Validated,,public/timeline/New_Zealand_GCSB_NCSC_NZISM_v3.9_Published.html,yes,GCSB/NCSC
New Zealand,NZ,GCSB/NCSC,Government Communications Security Bureau / NCSC,,Phase,Migration,2026,2030,Transition Phase,Transition to PQC begins from 2026-27 across government agencies.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-09-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,GCSB/NCSC
Singapore,SG,CSA/MAS,Cyber Security Agency / Monetary Authority of Singapore,,Phase,Discovery,2024,2026,Financial Sector Planning,Financial services firms develop quantum risk management and PQC transition plans per MAS advisory.,https://www.mas.gov.sg/regulation/circulars/advisory-on-addressing-the-cybersecurity-risks-associated-with-quantum,2024-02-20,Validated,,public/timeline/Singapore_CSA_MAS_Financial_Sector_Planning.html,no,CSA/MAS
Singapore,SG,CSA/GovTech/IMDA,Cyber Security Agency / GovTech / IMDA,,Milestone,Guidance,2025,2025,Quantum-Safe Handbook and Quantum Readiness Index Released,"CSA, GovTech, and IMDA jointly release draft Quantum-Safe Handbook and Quantum Readiness Index at SICW 2025 for public consultation (Oct 23 – Dec 31 2025). Handbook provides four-pillar PQC migration framework for CII owners: cryptographic asset discovery, risk prioritisation, phased migration, and post-migration monitoring. QRI is a five-domain self-assessment tool (Governance, Risk Assessment, Training, External Engagement, Technology and Agility).",https://isomer-user-content.by.gov.sg/36/11227d39-4350-4ded-9046-d62f99f561ab/Draft%20for%20Public%20Consultation%20-%20Quantum-Safe%20Handbook%20(Oct%202025).pdf,2025-10-23,Validated,,public/timeline/Singapore_CSA_GovTech_IMDA_Quantum-Safe_Handbook_and_Quantum_Readiness_Index_Released.pdf,yes,CSA/GovTech/IMDA
Singapore,SG,MAS,Monetary Authority of Singapore,,Milestone,Testing,2025,2025,Financial Sector QKD Sandbox Completed,"MAS completes QKD proof-of-concept sandbox (Sept 2024-March 2025). DBS, HSBC, OCBC, UOB tested QKD for settlement files. Generated 6.75M AES-256 keys/day per bank.",https://www.mas.gov.sg/news/media-releases/2025/mas-and-industry-partners-publish-technical-report-on-proof-of-concept-sandbox,2025-09-29,Validated,,public/timeline/Singapore_MAS_Financial_Sector_QKD_Sandbox_Completed.html,no,MAS
South Korea,KR,NIS/KISA,National Intelligence Service / KISA,,Milestone,Standardization,2025,2025,KpqC Competition Results,"Korea Post-Quantum Cryptography Competition winners announced January 16, 2025: HAETAE, AIMer, SMAUG-T, NTRU+.",https://www.kpqc.or.kr/competition_02.html,2025-01-16,Validated,,public/timeline/South_Korea_NIS_KISA_KpqC_Competition_Results.html,yes,NIS/KISA
South Korea,KR,MSIT,Ministry of Science and ICT,,Phase,Migration,2025,2028,Pilot Transition Phase,Initial implementation period for PQC in government and critical sectors.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,MSIT
South Korea,KR,MSIT,Ministry of Science and ICT,,Milestone,Deadline,2035,2035,Full PQC Roadmap Complete,Target completion of national PQC transition roadmap.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2025-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,MSIT
Spain,ES,CCN,Centro Criptológico Nacional,,Milestone,Guidance,2022,2022,Four-Phase PQC Approach,CCN defines four-phase approach from today through post-2030. Recommends NIST algorithms and FrodoKEM.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2022-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,yes,CCN
Spain,ES,CCN,Centro Criptológico Nacional,,Phase,Migration,2022,2030,PQC Transition Period,Four-phase approach implementation period.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2022-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,CCN
Taiwan,TW,MODA,Ministry of Digital Affairs,,Phase,Policy,2024,2029,Five-Year PQC Plan,Taiwan launches five-year PQC implementation plan targeting quantum-safe government systems.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,yes,MODA
Taiwan,TW,MODA,Ministry of Digital Affairs,,Milestone,Deadline,2027,2027,Interim Quantum-Safe Milestone,Interim target within Taiwan's 2024-2029 five-year PQC plan for quantum-safe upgrades to priority government digital infrastructure.,https://www.gsma.com/newsroom/wp-content/uploads//Post-Quantum-Government-Initiatives-by-Country-and-Region-02-Mar-2025-Clean.pdf,2024-01-01,Validated,,public/timeline/Czech_Republic_NUKIB_Key_Establishment_Migration.pdf,no,MODA
United Kingdom,GB,NCSC,National Cyber Security Centre,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Milestone,Guidance,2024,2024,PQC White Paper Updated,NCSC updates PQC White Paper to endorse NIST quantum-safe algorithms. First major jurisdiction to reflect NIST algorithms.,https://www.ncsc.gov.uk/whitepaper/next-steps-preparing-for-post-quantum-cryptography,2024-08-01,Validated,,,yes,NCSC
United Kingdom,GB,NCSC,National Cyber Security Centre,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Milestone,Guidance,2025,2025,NCSC PQC Migration Roadmap Published,NCSC publishes comprehensive three-phase PQC migration roadmap with specific milestones through 2035.,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,2025-03-20,Validated,,,yes,NCSC
United Kingdom,GB,CMORG,Cross Market Operational Resilience Group,,Milestone,Guidance,2025,2025,Financial Sector PQC Guidance,CMORG publishes Guidance for Post-Quantum Cryptography v1.0 for UK financial sector (April 2025). Note: direct PDF link may require retrieval from cmorg.org.uk.,https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,2025-04-01,Validated,,public/timeline/United_Kingdom_CMORG_Financial_Sector_PQC_Guidance.pdf,yes,CMORG
United Kingdom,GB,DSIT,Department for Science Innovation and Technology,,Milestone,Research,2025,2025,CNI Perspectives Report,DSIT publishes Perspectives on the Plan for PQC Transition covering five CNI sectors.,https://www.gov.uk/government/publications/perspectives-on-the-plan-for-pqc-transition,2025-11-27,Validated,,public/timeline/United_Kingdom_DSIT_CNI_Perspectives_Report.html,partial,DSIT
United Kingdom,GB,NCSC,National Cyber Security Centre,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Phase,Discovery,2025,2028,Discovery & Planning Phase,Organizations complete full discovery of cryptographic services needing upgrades and draft migration plan.,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,2025-03-20,Validated,,,no,NCSC
United Kingdom,GB,NCSC,National Cyber Security Centre,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Phase,Migration,2028,2031,Priority Migration Phase,"Execute high-priority PQC upgrades, refine plans, and prepare infrastructure for full transition.",https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,2025-03-20,Validated,,,no,NCSC
United Kingdom,GB,NCSC,National Cyber Security Centre,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Phase,Migration,2031,2035,NCSC Full Migration Phase,"Complete migration to PQC for all systems, services, and products.",https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,2025-03-20,Validated,,,no,NCSC
United Kingdom,GB,NCSC,National Cyber Security Centre,https://www.ncsc.gov.uk/images/ncsc-logo.svg,Milestone,Deadline,2035,2035,Full PQC Compliance,Target for full compliance with PQC standards across all government and critical sectors.,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,2025-03-20,Validated,,,no,NCSC
United States,US,White House,Executive Office of the President,,Milestone,Policy,2022,2022,NSM-10 Published,National Security Memorandum on Promoting U.S. Leadership in Quantum Computing while Mitigating Risks to Vulnerable Cryptographic Systems.,https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2022/05/04/national-security-memorandum-on-promoting-united-states-leadership-in-quantum-computing-while-mitigating-risks-to-vulnerable-cryptographic-systems/,2022-05-04,Validated,,public/timeline/United_States_White_House_NSM-10_Published.html,yes,White House
United States,US,OMB,Office of Management and Budget,,Milestone,Policy,2022,2022,M-23-02 Cryptographic Inventory,OMB Memorandum requiring federal agencies to submit cryptographic system inventories per NSM-10.,https://www.whitehouse.gov/wp-content/uploads/2022/11/M-23-02-M-Memo-on-Migrating-to-Post-Quantum-Cryptography.pdf,2022-11-18,Validated,,public/timeline/United_States_OMB_M-23-02_Cryptographic_Inventory.pdf,yes,OMB
United States,US,Congress,United States Congress,,Milestone,Policy,2022,2022,Quantum Computing Cybersecurity Preparedness Act,H.R.7535 signed into law requiring OMB to prioritize federal agency migration to PQC.,https://www.govinfo.gov/content/pkg/PLAW-117publ260/pdf/PLAW-117publ260.pdf,2022-12-21,Validated,,public/timeline/United_States_Congress_Quantum_Computing_Cybersecurity_Preparedness_Act.pdf,yes,Congress
United States,US,NSA,National Security Agency,,Milestone,Policy,2022,2022,CNSA 2.0 Published,NSA publishes Commercial National Security Algorithm Suite 2.0 with quantum-resistant algorithm requirements.,https://www.quantum.gov/nsa-releases-future-quantum-resistant-algorithm-requirements-for-national-security-systems/,2022-09-07,Validated,,public/timeline/United_States_NSA_CNSA_2.0_Published.html,yes,NSA
United States,US,NSA,National Security Agency,,Phase,Migration,2022,2025,Software/Firmware Signing Transition,Begin transitioning immediately; support and prefer CNSA 2.0 by 2025 for software and firmware signing.,https://www.quantum.gov/nsa-releases-future-quantum-resistant-algorithm-requirements-for-national-security-systems/,2022-09-07,Validated,,public/timeline/United_States_NSA_CNSA_2.0_Published.html,no,NSA
United States,US,NIST/NSA,National Institute of Standards and Technology / NSA,,Phase,Discovery,2022,2026,Cryptographic Inventory,Federal agencies perform comprehensive cryptographic inventory using ACDI tools per NSM-10.,https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2022/05/04/national-security-memorandum-on-promoting-united-states-leadership-in-quantum-computing-while-mitigating-risks-to-vulnerable-cryptographic-systems/,2022-05-04,Validated,,public/timeline/United_States_White_House_NSM-10_Published.html,no,NIST/NSA
United States,US,NIST,National Institute of Standards and Technology,https://www.nist.gov/themes/custom/nist_www/logo.svg,Milestone,Standardization,2024,2024,"FIPS 203, 204, 205 Published","NIST releases the first set of PQC standards for ML-KEM (FIPS 203), ML-DSA (FIPS 204), and SLH-DSA (FIPS 205). Effective August 13, 2024.",https://csrc.nist.gov/pubs/fips/203/final,2024-08-13,Validated,,public/timeline/United_States_NIST_FIPS_203_204_205_Published.html,yes,NIST
United States,US,NIST,National Institute of Standards and Technology,https://www.nist.gov/themes/custom/nist_www/logo.svg,Milestone,Guidance,2024,2024,NIST IR 8547 Transition Guidance (Draft),"NIST publishes Initial Public Draft guidance for transition to PQC standards, proposing deprecation timelines.",https://csrc.nist.gov/pubs/ir/8547/ipd,2024-11-12,Validated,,public/timeline/United_States_NIST_NIST_IR_8547_Transition_Guidance_Draft_.html,yes,NIST
United States,US,White House,Executive Office of the President,,Milestone,Policy,2024,2024,PQC Report to Congress,White House publishes July 2024 Report on Post-Quantum Cryptography estimating $7.1B government-wide migration cost (2025-2035).,https://bidenwhitehouse.archives.gov/wp-content/uploads/2024/07/REF_PQC-Report_FINAL_Send.pdf,2024-07-01,Validated,,public/timeline/United_States_White_House_PQC_Report_to_Congress.pdf,yes,White House
United States,US,NSA,National Security Agency,,Milestone,Policy,2025,2025,CNSA 2.0 Algorithms Revised,NSA publishes revised CNSA 2.0 algorithm document (May 2025) specifying ML-KEM-1024 ML-DSA-87 AES-256 SHA-384/512 LMS and XMSS as required quantum-resistant algorithms for National Security Systems.,https://pqshield.com/nsa-releases-update-to-cnsa-2-0/,2025-05-30,Validated,,public/timeline/United_States_NSA_CNSA_2.0_Algorithms_Revised.html,yes,NSA
United States,US,CISA,Cybersecurity and Infrastructure Security Agency,,Milestone,Guidance,2024,2024,Automated PQC Discovery Strategy,CISA publishes Strategy for Migrating to Automated Post-Quantum Cryptography Discovery and Inventory Tools.,https://www.cisa.gov/sites/default/files/2024-09/Strategy-for-Migrating-to-Automated-PQC-Discovery-and-Inventory-Tools.pdf,2024-09-01,Validated,,public/timeline/United_States_CISA_Automated_PQC_Discovery_Strategy.pdf,yes,CISA
United States,US,CISA,Cybersecurity and Infrastructure Security Agency,,Milestone,Guidance,2024,2024,PQC Considerations for OT,CISA publishes Post-Quantum Considerations for Operational Technology guidance for critical infrastructure.,https://www.cisa.gov/sites/default/files/2024-10/Post-Quantum%20Considerations%20for%20Operational%20Technology%20(508).pdf,2024-10-01,Validated,,public/timeline/United_States_CISA_PQC_Considerations_for_OT.pdf,yes,CISA
United States,US,NSA,National Security Agency,,Phase,Migration,2024,2025,Web/Cloud Services Transition,Support and prefer CNSA 2.0 by 2025 for web browsers/servers and cloud services.,https://www.quantum.gov/nsa-releases-future-quantum-resistant-algorithm-requirements-for-national-security-systems/,2022-09-07,Validated,,public/timeline/United_States_NSA_CNSA_2.0_Published.html,no,NSA
United States,US,NSA,National Security Agency,,Phase,Migration,2024,2026,Traditional Networking Transition,"Support and prefer CNSA 2.0 by 2026 for traditional networking equipment (VPNs, routers).",https://www.quantum.gov/nsa-releases-future-quantum-resistant-algorithm-requirements-for-national-security-systems/,2022-09-07,Validated,,public/timeline/United_States_NSA_CNSA_2.0_Published.html,no,NSA
United States,US,NIST,National Institute of Standards and Technology,https://www.nist.gov/themes/custom/nist_www/logo.svg,Milestone,Standardization,2025,2025,HQC Selected as Fifth Algorithm,NIST selects HQC (Hamming Quasi-Cyclic) as backup KEM algorithm based on code-based cryptography.,https://www.nist.gov/news-events/news/2025/03/nist-selects-hqc-fifth-algorithm-post-quantum-encryption,2025-03-11,Validated,,public/timeline/United_States_NIST_HQC_Selected_as_Fifth_Algorithm.html,yes,NIST
United States,US,White House,Executive Office of the President,,Milestone,Policy,2025,2025,Executive Order 14144,"Biden administration EO on cybersecurity including PQC provisions, issued January 16, 2025.",https://www.federalregister.gov/documents/2025/01/17/2025-01470/strengthening-and-promoting-innovation-in-the-nations-cybersecurity,2025-01-16,Validated,,public/timeline/United_States_White_House_Executive_Order_14144.html,yes,White House
