software_name,product_id,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,deprecated_at,deprecated_reason,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
Broadcom Emulex SecureHBA,broadcom-emulex-securehba,FIPS 140-3,4973,Broadcom Inc.,VMware's BoringCrypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-02-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4973,2026-05-16,not in regen,,,,2026-07-09
Broadcom Emulex SecureHBA,broadcom-emulex-securehba,FIPS 140-3,4986,Broadcom Inc.,VMware's BC-FJA (Bouncy Castle FIPS Java API),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-03-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4986,2026-06-06,not in regen,,,,2026-07-09
Broadcom Emulex SecureHBA,broadcom-emulex-securehba,FIPS 140-3,5007,"Broadcom, Inc.",BCM58202B0,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-04-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5007,2026-06-06,not in regen,,,,2026-07-09
Broadcom Emulex SecureHBA,broadcom-emulex-securehba,FIPS 140-3,5258,Broadcom Inc,Symantec Messaging Gateway Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5258,2026-06-06,not in regen,,,,2026-07-09
Broadcom PGP Cryptographic Engine,Broadcom-PGP-Cryptographic-Engine,ACVP,A8618,Broadcom Inc.,PGP Cryptographic Engine,"ML-DSA, ML-KEM, SLH-DSA",,Active,2026-06-22,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21463,,,,,,
Broadcom Symantec DLP,broadcom-symantec-dlp,FIPS 140-3,4973,Broadcom Inc.,VMware's BoringCrypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-02-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4973,2026-05-16,not in regen,,,,2026-07-09
Broadcom Symantec DLP,broadcom-symantec-dlp,FIPS 140-3,4986,Broadcom Inc.,VMware's BC-FJA (Bouncy Castle FIPS Java API),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-03-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4986,2026-06-06,not in regen,,,,2026-07-09
Broadcom Symantec DLP,broadcom-symantec-dlp,FIPS 140-3,5007,"Broadcom, Inc.",BCM58202B0,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-04-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5007,2026-06-06,not in regen,,,,2026-07-09
Broadcom Symantec DLP,broadcom-symantec-dlp,FIPS 140-3,5258,Broadcom Inc,Symantec Messaging Gateway Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-05-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5258,,,,,,
Broadcom Symantec SES,broadcom-symantec-ses,FIPS 140-3,4861,"Broadcom, Inc",VMware’s OpenSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4861,2026-05-16,not in regen,,,,2026-07-09
Broadcom Symantec SES,broadcom-symantec-ses,FIPS 140-3,4952,"Broadcom, Inc.",PrismPlus Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4952,2026-06-06,not in regen,,,,2026-07-09
Broadcom Symantec SES,broadcom-symantec-ses,FIPS 140-3,4973,Broadcom Inc.,VMware's BoringCrypto Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-02-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4973,2026-06-06,not in regen,,,,2026-07-09
Broadcom Symantec SES,broadcom-symantec-ses,FIPS 140-3,4986,Broadcom Inc.,VMware's BC-FJA (Bouncy Castle FIPS Java API),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-03-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4986,2026-06-06,not in regen,,,,2026-07-09
Broadcom Symantec SES,broadcom-symantec-ses,FIPS 140-3,5007,"Broadcom, Inc.",BCM58202B0,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-04-21,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5007,2026-06-06,not in regen,,,,2026-07-09
Broadcom Symantec SES,broadcom-symantec-ses,FIPS 140-3,5258,Broadcom Inc,Symantec Messaging Gateway Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-05-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5258,,,,,,
C-DOT ML-KEM Cryptographic Algorithms,c-dot-ml-kem-cryptographic-algorithms,ACVP,A7878,Center for Development of Telematics,C-DOT ML-KEM Cryptographic Algorithms,ML-KEM,,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20638,,,,,,
CGI Momentum Java Cryptographic Module,cgi-momentum-java-cryptographic-module,FIPS 140-3,5083,CGI Federal Inc.,CGI Momentum™ Java Cryptographic Module,"HSS, LMS",FIPS 140-3 L1,Active,2025-10-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5083,,,,,,
CIQ Rocky Linux CAVP PQC,ciq-rocky-linux-cavp-pqc,ACVP,A7786,"Ctrl IQ, Inc.",Rocky Linux 9 NSS Cryptographic Module (Generic C),"ML-DSA, ML-KEM",,Active,2025-12-15,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20576,,,,,,
CLEAR Cryptosystem,clear-cryptosystem,FIPS 140-3,5126,"Quantum Knight, INC.",CLEAR Cryptosystem,"HSS, LMS",FIPS 140-3 L1,Active,2026-01-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5126,,,,,,
CTERA Crypto Module (Java),ctera-crypto-module-java,FIPS 140-3,5121,CTERA Networks Ltd.,CTERA Crypto Module™ (Java),"HSS, LMS",FIPS 140-3 L1,Active,2026-01-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5121,,,,,,
Chainguard FIPS Provider for OpenSSL (NEON),Chainguard-FIPS-Provider-for-OpenSSL-NEO,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,,,,,,
Chainguard FIPS Provider for OpenSSL (NEON),Chainguard-FIPS-Provider-for-OpenSSL-NEO,ACVP,A7593,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA3_ASM),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20415,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_ASM),Chainguard-FIPS-Provider-for-OpenSSL-SHA,ACVP,A7920,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (SHA3_ASM),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20712,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_ASM),Chainguard-FIPS-Provider-for-OpenSSL-SHA,ACVP,A7915,"Amazon Web Services, Inc.",AWS-LC Cryptographic Module (static build) (SHA3_ASM_N1),"ML-DSA, ML-KEM",,Active,2026-01-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20723,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_AVX2),Chainguard-FIPS-Provider-for-OpenSSL-SHA-2,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_AVX2),Chainguard-FIPS-Provider-for-OpenSSL-SHA-2,ACVP,A7612,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA3_AVX2),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20414,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_AVX512),Chainguard-FIPS-Provider-for-OpenSSL-SHA-3,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_AVX512),Chainguard-FIPS-Provider-for-OpenSSL-SHA-3,ACVP,A7611,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA3_AVX512),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20413,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_AVX512VL),Chainguard-FIPS-Provider-for-OpenSSL-SHA-4,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_AVX512VL),Chainguard-FIPS-Provider-for-OpenSSL-SHA-4,ACVP,A7610,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA3_AVX512VL),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20412,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_CE),Chainguard-FIPS-Provider-for-OpenSSL-SHA-5,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA3_CE),Chainguard-FIPS-Provider-for-OpenSSL-SHA-5,ACVP,A7585,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA3_CE),"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20428,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA_AVX),Chainguard-FIPS-Provider-for-OpenSSL-SHA-6,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,2026-08-09,not in regen,,,,
Chainguard FIPS Provider for OpenSSL (SHA_AVX),Chainguard-FIPS-Provider-for-OpenSSL-SHA-6,ACVP,A7593,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA3_ASM),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20415,2026-08-09,not in regen,,,,
Chainguard FIPS Provider for OpenSSL (SHA_AVX),Chainguard-FIPS-Provider-for-OpenSSL-SHA-6,FIPS 140-3,5132,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-01-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5132,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA_SHANI),Chainguard-FIPS-Provider-for-OpenSSL-SHA-7,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,2026-08-09,not in regen,,,,
Chainguard FIPS Provider for OpenSSL (SHA_SHANI),Chainguard-FIPS-Provider-for-OpenSSL-SHA-7,ACVP,A7593,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA3_ASM),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20415,2026-08-09,not in regen,,,,
Chainguard FIPS Provider for OpenSSL (SHA_SHANI),Chainguard-FIPS-Provider-for-OpenSSL-SHA-7,FIPS 140-3,5132,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-01-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5132,,,,,,
Chainguard FIPS Provider for OpenSSL (SHA_SSSE3),Chainguard-FIPS-Provider-for-OpenSSL-SHA-8,ACVP,A7584,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (NEON),"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20427,2026-08-09,not in regen,,,,
Chainguard FIPS Provider for OpenSSL (SHA_SSSE3),Chainguard-FIPS-Provider-for-OpenSSL-SHA-8,ACVP,A7591,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL (SHA_ASM),SLH-DSA,,deprecated,2025-10-27,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20410,2026-08-09,not in regen,,,,
Chainguard FIPS Provider for OpenSSL (SHA_SSSE3),Chainguard-FIPS-Provider-for-OpenSSL-SHA-8,FIPS 140-3,5132,"Chainguard, Inc.",Chainguard FIPS Provider for OpenSSL,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-01-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5132,,,,,,
Check Point Quantum,check-point-quantum,FIPS 140-3,2788,Check Point Software Technologies Ltd.,Harmony Endpoint FDE and MEPP CryptoCore,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2016-11-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/2788,2026-06-06,not in regen,,,,2026-07-09
Check Point Quantum,check-point-quantum,FIPS 140-3,4264,Check Point Software Technologies Ltd.,Quantum Security Gateway Cryptographic Library,Potentially PQC (Name Match),FIPS 140-3 L1,deprecated,2022-07-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4264,2026-06-06,not in regen,,,,2026-07-09
Chelpis Quantum PQC (Taiwan),chelpis-quantum-pqc-taiwan,ACVP,A7024,"Chelpis Quantum Corp., Ltd.",Chelpis Post-Quantum Collection - mlkem-native (C backend),ML-KEM,,Active,2025-06-11,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19778,,,,,,
Chelpis Quantum PQC (Taiwan),chelpis-quantum-pqc-taiwan,ACVP,A8021,"Chelpis Quantum Corp., Ltd.",Chelpis Post-Quantum Collection (Optimized),"ML-DSA, ML-KEM",,Active,2026-02-10,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20833,,,,,,
Chelpis Quantum PQC (Taiwan),chelpis-quantum-pqc-taiwan,ACVP,A8023,"Chelpis Quantum Corp., Ltd.",Chelpis Post-Quantum Collection (Portable),"ML-DSA, ML-KEM, SLH-DSA",,Active,2026-02-11,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20834,,,,,,
ChromeOS,chromeos,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486,2026-06-06,not in regen,,,,2026-07-09
ChromeOS,chromeos,ACVP,A8355,"Google, LLC",Trusty TEE,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2026-05-19,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21185,2026-06-06,not in regen,,,,2026-07-09
ChromeOS,chromeos,FIPS 140-3,4726,"Google, LLC.",Android Kernel Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-07-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4726,2026-06-06,not in regen,,,,2026-07-09
ChromeOS,chromeos,FIPS 140-3,4799,"Google, LLC",Look-aside Cryptography and Compression Engine (LCE),No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4799,2026-06-06,not in regen,,,,2026-07-09
ChromeOS,chromeos,FIPS 140-3,5087,"Google, LLC.",OpenSK Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5087,2026-06-06,not in regen,,,,2026-07-09
ChromeOS,chromeos,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #5104: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
ChromeOS,chromeos,FIPS 140-3,5165,"Google, LLC.",River Redux Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5165,2026-06-06,not in regen,,,,2026-07-09
ChromeOS,chromeos,FIPS 140-3,5244,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5244,2026-06-04,not in regen,,,,2026-07-09
ChromeOS,chromeos,FIPS 140-3,5296,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-06-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5296,2026-06-06,not in regen,,,,2026-07-09
Ciena WaveLogic 6 Extreme,ciena-wavelogic-6-extreme,FIPS 140-3,4654,Ciena Corporation,Ciena 3926 Platform,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-11-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4654,2026-06-06,not in regen,,,,2026-07-09
Ciena WaveLogic 6 Extreme,ciena-wavelogic-6-extreme,FIPS 140-3,4913,Ciena Corporation,WaveLogic 5 Extreme Encryption Modem,No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2024-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4913,,,,,,
Ciena WaveLogic 6 Extreme,ciena-wavelogic-6-extreme,FIPS 140-3,4920,Ciena Corporation,Waveserver 5 Control Processor Module,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2024-12-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4920,2026-06-06,not in regen,,,,2026-07-09
Ciena WaveLogic 6 Extreme,ciena-wavelogic-6-extreme,FIPS 140-3,5293,Ciena Corporation,SAOS 10.11.1,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2026-05-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5293,2026-06-06,not in regen,,,,2026-07-09
CipherLinq,CipherLinq,FIPS 140-3,5062,Higher Ground LLC,CipherLinq,"HSS, LMS",FIPS 140-3 L1,Active,2025-09-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5062,,,,,,
CipherPlus Cryptographic Module,,ACVP,A7970,CIPHERPLUS PTE. LTD.,CipherPlus Cryptographic Module,"ML-DSA, ML-KEM",,deprecated,2026-01-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20785,2026-07-16,not in regen,,,,
CipherPlus PQC Cryptographic Module,cipherplus-pqc-cryptographic-module,ACVP,A7970,CIPHERPLUS PTE. LTD.,CipherPlus Cryptographic Module,"ML-DSA, ML-KEM",,Active,2026-01-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20785,,,,,,
Cisco AI Defense (formerly Robust Intelligence Platform),robust-intelligence-cisco-ai-defense,FIPS 140-3,4747,"Cisco Systems, Inc.",Cisco FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4747,2026-06-06,not in regen,,,,2026-07-09
Cisco AI Defense (formerly Robust Intelligence Platform),robust-intelligence-cisco-ai-defense,FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891,2026-06-06,not in regen,,,,2026-07-09
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,deprecated,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275,2026-06-06,not in regen,,,,2026-07-09
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5071,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 4200 Series),No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5071,2026-06-04,not in regen,,,,2026-07-09
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5070,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 1000 Series),No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5070,2026-05-16,not in regen,,,,2026-07-09
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5114,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-12-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5114,2026-06-04,not in regen,,,,2026-07-09
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5138,"Cisco Systems, Inc",Cisco Firepower Management Center Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5138,2026-06-06,not in regen,,,,2026-07-09
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5137,"Cisco Systems, Inc",Cisco Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5137,2026-06-06,not in regen,,,,2026-07-09
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5262,"Cisco Systems, Inc.",Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5262,2026-09-01,not in regen,,,,
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5287,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance on 4K/9K Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-05-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5287,,,,,,
Cisco ASA (Adaptive Security Appliance),cisco-asa-adaptive-security-appliance,FIPS 140-3,5295,"Cisco Systems, Inc.",Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-06-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5295,2026-06-06,not in regen,,,,2026-07-09
Cisco Catalyst 9500 PQC,cisco-catalyst-9500-pqc,FIPS 140-3,4747,"Cisco Systems, Inc.",Cisco FIPS Object Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4747,2026-06-06,not in regen,,,,2026-07-09
Cisco Catalyst 9500 PQC,cisco-catalyst-9500-pqc,FIPS 140-3,4891,"Cisco Systems, Inc",CiscoSSL FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4891,2026-06-06,not in regen,,,,2026-07-09
Cisco Catalyst Center,cisco-catalyst-center,ACVP,A6567,"Cisco Systems, Inc.",CiscoSSL OQS FIPS Library,"ML-DSA, ML-KEM",,deprecated,2025-02-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19275,2026-06-06,not in regen,,,,2026-07-09
Cisco Catalyst Center,cisco-catalyst-center,FIPS 140-3,5071,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 4200 Series),No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5071,2026-06-04,not in regen,,,,2026-07-09
Cisco Catalyst Center,cisco-catalyst-center,FIPS 140-3,5070,"Cisco Systems, Inc.",Cisco Secure Firewall Threat Defense Cryptographic Module (FPR 1000 Series),No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2025-09-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5070,2026-05-16,not in regen,,,,2026-07-09
Cisco Catalyst Center,cisco-catalyst-center,FIPS 140-3,5114,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-12-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5114,2026-06-04,not in regen,,,,2026-07-09
Cisco Catalyst Center,cisco-catalyst-center,FIPS 140-3,5138,"Cisco Systems, Inc",Cisco Firepower Management Center Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5138,2026-07-20,not in regen,,,,
Cisco Catalyst Center,cisco-catalyst-center,FIPS 140-3,5137,"Cisco Systems, Inc",Cisco Firepower Threat Defense Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-01-15,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5137,2026-06-06,not in regen,,,,2026-07-09
Cisco Catalyst Center,cisco-catalyst-center,FIPS 140-3,5262,"Cisco Systems, Inc.",Adaptive Security Appliance Virtual Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5262,2026-06-06,not in regen,,,,2026-07-09
Cisco Catalyst Center,cisco-catalyst-center,FIPS 140-3,5287,"Cisco Systems, Inc.",Cisco Adaptive Security Appliance on 4K/9K Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-05-22,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5287,2026-06-06,not in regen,,,,2026-07-09
