patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status
20220286291,SECURE ENVIRONMENT FOR CRYPTOGRAPHIC KEY GENERATION,GUABTNI; Adnene et al.,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,2020-08-24,2022-09-08,H04L9/3236;H04L9/0861;H04L9/3239;G06F21/45;H04L9/3218;G06F21/40;H04L9/085;H04L9/0869;H04L9/3026;H04L9/006;H04L9/50;H04L9/0819,"A device generates a cryptographic key pair by combining multiple user-provided seeds into a composite seed, storing the private key in non-persistent memory, and enabling regeneration via seed subsets or secret sharing.","The invention discloses a device that receives a plurality of seeds from users, combines them deterministically into a composite seed, and generates a key pair stored in non-persistent memory. It further enables key regeneration using either a subset of the original seeds or shares of the composite seed derived via secret sharing techniques.",classical_only,none,none,none,,RSA; ECDSA; ECIES,,none,generation; storage; derivation,TPM; FPGA,knowledge,,insider; theft,OS,KEM; signature; hash,blockchain; cloud,device for generating and storing a cryptographic key pair; method for generating a cryptographic key pair; non-transitory computer readable medium,,transactions; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""device for generating and storing a cryptographic key pair""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating cryptographic proof of seed usage""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""combining seeds alphabetically""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""encrypting seeds before transmission""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""encrypting private key before storage""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""grouping seeds and encrypting composite seed""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""regenerating key using subset of seeds""}, {""claim"": 8, ""depends_on"": [6], ""subject"": ""identifying encryption using tag""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""generating shares of composite seed""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""regenerating key using threshold shares""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""specific secret sharing techniques""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""using trusted platform module""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""method for generating a cryptographic key pair""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""generating cryptographic proof""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""grouping seeds and encrypting composite seed""}, {""claim"": 16, ""depends_on"": [13], ""subject"": ""regenerating key using subset of seeds""}, {""claim"": 17, ""depends_on"": [13], ""subject"": ""generating shares of composite seed""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""regenerating key using threshold shares""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""non-transitory computer readable medium""}]",[]
20220294613,METHOD AND APPARATUS FOR TRANSFERRING DATA IN A PUBLISH-SUBSCRIBE SYSTEM,Fischer; Kai et al.,SIEMENS AKTIENGESELLSCHAFT,2019-10-17,2022-09-15,H04L9/0833;H04L9/0825;H04L9/3255;H04L9/3247;H04L9/006;H04L9/3263,A method for secure data transfer in a publish-subscribe system combines group key protection with asymmetric point-to-point encryption to ensure end-to-end security between specific devices within a group.,"The invention provides a hybrid security approach where a message is protected by a symmetric group key and simultaneously encrypted for a specific recipient using an asymmetric public key. This allows end-to-end encryption within a group communication channel, preventing other group members from decrypting the message.",classical_only,none,none,none,TLS; SSL; SSH; IPSec; S/MIME; X.509; OPC-UA; MQTT; XMPP; LDAP,RSA; ECDSA; AES; GMAC; Diffie-Hellman; SHA-256; HMAC; HKDF; PBKDF2,,none,generation; derivation; distribution; storage,IoT,possession,X.509,MITM; insider,,symmetric-cipher; KEM; signature; MAC; hash; KDF,IoT; telecom; industrial,method for transferring data in a publish-subscribe system; apparatus for transferring data in a publish-subscribe system,,session-keys; transactions,,US2013142336; US2018254892; US2005044356; DE102016222523,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for transferring data in a publish-subscribe system""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""distribution of certificates""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""encryption by public key and protection by group key""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""transmission via third apparatus""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""key distribution server as part of transmission apparatus""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""digital signature of message""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""encryption using secret and encrypted secret""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""digital signature of encrypted message""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""key table with secrets and signatures""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""key component combination for secret""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""digital signature of message""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""bidirectional or unidirectional message transfer""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""key table for multiple messages""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""key derivation from combined components""}, {""claim"": 16, ""depends_on"": [], ""subject"": ""apparatus for transferring data in a publish-subscribe system""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""distribution of certificates""}, {""claim"": 19, ""depends_on"": [16], ""subject"": ""encryption by public key and protection by group key""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""transmission via third apparatus""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""key distribution server as part of transmission apparatus""}, {""claim"": 22, ""depends_on"": [20], ""subject"": ""digital signature of message""}]",[]
20220294646,IDENTITY MANAGEMENT FOR SOFTWARE COMPONENTS,CHMARA; THOMAS P. et al.,"ENTRUST, INC.",2022-06-03,2022-09-15,H04L9/3263;H04L9/3268;H04L9/321;H04L9/006;G06F21/44;H04L63/0823;H04L9/3247;H04L9/0825,A method for managing software component identities in ephemeral environments using transient one-time credentials to request dynamically created operational certificates without persistent local storage.,"The invention provides a method where a software component instance requests a transient, one-time use identity credential based on a unique identifier. This transient credential is then used to sign a request for a dynamically created second identity credential, enabling cryptographic operations without requiring the component to store private keys persistently.",classical_only,none,none,none,PKI; X.509,,,none,generation; distribution; rotation; destruction,IoT; mobile; FPGA,possession,,replay; insider,,signature; KEM,cloud; PKI; IoT,method for identity management; computing device for identity management,,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for requesting replacement credentials""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""terminating second identity credential""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""signing certificate-signing request""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""using credential for cryptographic functions""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""generating first identity credential from CA""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""virtual machine passing credential to container""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""replacement condition as undesired failure""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""computing device for requesting credentials""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""terminating second identity credential""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""using credential for cryptographic functions""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""generating first identity credential from CA""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""virtual machine passing credential to container""}]",[]
20220353061,SYSTEMS AND METHODS FOR DATA AUTHENTICATION USING COMPOSITE KEYS AND SIGNATURES,Pala; Massimiliano,"CABLE TELEVISION LABORATORIES, INC.",2022-01-07,2022-11-03,H04L9/3268;H04L9/006;H04L9/0825;H04L9/14;H04L9/3247,A system for enhanced PKI using composite and combined digital signatures with multiple keys and algorithms to support hybrid classical and post-quantum authentication.,"The invention provides a method for generating and validating digital certificates containing a composite signature field with multiple signatures derived from different keys and cryptographic algorithms. It enables nested signature structures where subsequent signatures encrypt previous ones, allowing for algorithm agility and hybrid security.",hybrid,hybrid,background_only,"Quantum computing is mentioned in the Background section as a future threat necessitating algorithm agility and hybrid PKIs. It is not claimed in any independent or dependent claims, nor is it a required component of the invention.",PKI; OCSP; X.509,RSA; ECDSA; SHA-256; SHA-512,,quantum_computing,generation; distribution; rotation,,possession,RFC 5280; RFC 3279,cryptanalysis; quantum-attack,,signature; hash,PKI; telecom,system for enhanced PKI with composite signatures; computing device for generating composite signatures; system for enhanced PKI with threshold validation,,digital certificates; signatures,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for enhanced PKI with composite signatures""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""decrypting second signature to retrieve third""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""determining first cryptographic algorithm""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""validating first cryptographic algorithm""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""validating algorithm via OCSP or CRL""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""determining device capability for algorithm""}, {""claim"": 7, ""depends_on"": [3], ""subject"": ""determining second cryptographic algorithm""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""validating if all signatures are valid""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""denying signature upon failure""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""innermost signature includes secret or public key""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""including revoked algorithm""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""computing device for generating composite signatures""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""storing keys and identifiers in certificate fields""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""composite signature in fifth field""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""first and second algorithms are different""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""generating third signature using second signature""}, {""claim"": 17, ""depends_on"": [12], ""subject"": ""first signature includes secret or public key""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""system for enhanced PKI with threshold validation""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""continuing validation until threshold met""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""updating threshold based on revocation status""}]",[]
20220353073,"METHOD FOR AUTHENTICATING AN END-USER ACCOUNT, METHOD FOR SINGLE AUTHENTICATING WITHIN A CLUSTER OF HSM, AND METHOD FOR IMPLEMENTING ACCESS CONTROL",NGUYEN; Thinh,"THALES DIS CPL USA, Inc.",2021-04-28,2022-11-03,H04L9/0894;G06F21/41;H04L9/0897;H04L63/0823;H04L9/006;H04L9/0825;H04L9/3226;H04L9/3263;G06F21/31;H04L9/0877;G06F21/33,A method for authenticating end-user accounts within HSMs using Per-Key Authorization objects to enable Single Sign-On and Role-Based Access Control without external identity servers.,"The invention creates a PKA-based user object containing login credentials to represent an end-user account within an HSM. This object is authenticated via PKCS #11, allowing the HSM to enforce access control and support Single Sign-On across a cluster without external identity management.",classical_only,none,none,none,PKCS#11; TLS,AES,,none,generation; storage; distribution; destruction,HSM,knowledge; inherence/biometric,FIPS 140-3; PKCS#11,,,symmetric-cipher; hash,cloud; banking; government,method for authenticating an end-user account; method for single authenticating within a cluster of HSMs; method for implementing access control,,session-keys; root-keys,FIPS 140-3,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for authenticating an end-user account""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""key association states""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""encrypted storage outside HSM""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""symmetric key encryption""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""Crypto Officer creation""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""cache revocation""}, {""claim"": 7, ""depends_on"": [], ""subject"": ""method for single authenticating within a cluster""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""TLS secure channel""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""selective propagation""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method for implementing access control""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""sensitive and non-sensitive attributes""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""random string identifier""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""parenting attributes""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""PKCS #11 supported functions""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""specific permissions list""}]",[]
20220368521,SYSTEMS AND METHODS FOR BLOCKCHAIN-BASED SECURE KEY EXCHANGE,Stokes; John M. et al.,Verizon Patent and Licensing Inc.,2021-05-14,2022-11-17,H04L9/0825;H04L9/0861;H04L9/3073;H04L9/0838;H04L9/3239;H04L9/006;H04L9/14,"A system uses a private blockchain to securely distribute public keys for asymmetric key pairs, enabling double ratchet encryption techniques without relying on traditional key escrow systems.",The invention replaces traditional key escrow systems with a private blockchain to store and distribute public keys. This allows entities to retrieve immutable public keys to generate symmetric session keys using double ratchet or Signal Protocol techniques.,classical_only,none,none,none,PKI; Signal Protocol; Diffie-Hellman,Diffie-Hellman,,none,generation; derivation; exchange; distribution; storage,mobile; IoT,possession,,MITM,,KEM; symmetric-cipher; KDF,blockchain; telecom,first device; system; method,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""first device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""symmetric key""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""double ratchet""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""asymmetric key pair""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""second asymmetric key pair""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""contact list invitation""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""identifiers""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""system""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""symmetric key""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""double ratchet""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""asymmetric key pair""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""second asymmetric key pair""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""contact list invitation""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""identifiers""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""method""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""symmetric key""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""double ratchet""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""asymmetric key pair""}, {""claim"": 19, ""depends_on"": [15], ""subject"": ""contact list invitation""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""identifiers""}]",[]
20220376931,BALANCING PRIVACY AND EFFICIENCY FOR REVOCATION IN VEHICULAR PUBLIC KEY INFRASTRUCTURES,"Simplicio, Jr.; Marcos A. et al.","LG ELECTRONICS, INC.,UNIVERSITY OF SAO PAULO",2020-10-07,2022-11-24,H04L67/12;H04L9/3268;H04L9/14;H04L9/0872;H04L9/50;H04W12/069;H04L9/006;H04W4/40,"Systems and methods balance privacy and efficiency in vehicular PKI revocation by distributing activation codes via an activation tree using direct, fixed-size, or variable-size subset request approaches.","The invention introduces a method for revoking entities in a vehicular public-key infrastructure by distributing activation codes through an activation tree. It balances privacy and bandwidth efficiency by allowing entities to request activation codes via direct, fixed-size subset, or variable-size subset approaches.",classical_only,none,none,none,PKI; OCSP,ECDSA; SHA-256,,none,generation; distribution; rotation,HSM; IoT; mobile; FPGA,possession,IEEE 1609.2; CAMP; SCMS,insider; tracking; misbehavior,,signature; hash; KEM,IoT; PKI; telecom,method for revoking entities in vehicular PKI; system for revoking entities in vehicular PKI; method for certificate access manager,bandwidth; privacy,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for revoking entities""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""activation tree structure""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""direct request approach""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""fixed-size subset approach""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""variable-size subset approach""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""encrypted certificates""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""time interval activation""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""revocation by denial""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""system for revoking entities""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""HSM implementation""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""activation tree structure""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""direct request approach""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""fixed-size subset approach""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""variable-size subset approach""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""encrypted certificates""}, {""claim"": 16, ""depends_on"": [9], ""subject"": ""time interval activation""}, {""claim"": 17, ""depends_on"": [9], ""subject"": ""revocation by denial""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""method for certificate access manager""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""activation tree structure""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""direct request approach""}, {""claim"": 21, ""depends_on"": [19], ""subject"": ""fixed-size subset approach""}, {""claim"": 22, ""depends_on"": [19], ""subject"": ""variable-size subset approach""}]",[]
20220399999,SYSTEM AND METHOD FOR ESTABLISHING AND MAINTAINING TRUST FOR SECURE COMMUNICATIONS,Hillis; W. Daniel,"Applied Invention, LLC",2022-06-09,2022-12-15,H04L9/0825;H04L9/3242;H04L9/006;H04L9/085;H04L9/0891;H04L63/20;H04L9/0838,"A trust framework establishes secure communications between clients and hosts via anchors using sustained bond states containing hash codes of public keys, eliminating reliance on third-party certificate authorities.","The invention introduces a 'sustained bond state' stored on a client that contains hash codes of anchor public keys and encryption parameters. This allows the client to verify an anchor's identity by hashing a presented public key and comparing it to the stored hash, enabling secure connections without trusted third parties.",negotiated,crypto_agility,none,none,TLS; SSL; PKI,SHA-256; AES; RSA; ECDSA; ECDH,,none,generation; exchange; distribution; storage; rotation,IoT; mobile,possession,,MITM; insider,,KEM; hash; symmetric-cipher,telecom; cloud; PKI,system for establishing and maintaining trust; method for establishing and maintaining trust,storage,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for establishing and maintaining trust""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""anchor associated with host in one-to-one relationship""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""anchor associated with multiple hosts""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""anchor implemented in distributed fashion""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""sustained bond state comprises shared secret""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""client uses shared secret to verify identity""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""client verifies identity via nonce encoding""}, {""claim"": 8, ""depends_on"": [5], ""subject"": ""client and host open secure connection based on shared secret""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""sustained bond state comprises public key""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""client and anchor use public key to establish shared secret""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""sustained bond state comprises hash code""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""hash code generated from public key and encryption parameters""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""hash code stored in key entry with hash function spec""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""client hashes candidate public key and compares hash code""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""client uses candidate public key if hash matches""}, {""claim"": 16, ""depends_on"": [13], ""subject"": ""anchor stores list of key pairs""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""client updates key entries based on list of key pairs""}, {""claim"": 18, ""depends_on"": [1], ""subject"": ""client establishes new sustained bond via existing bond""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""client establishes new bond by receiving hash codes""}, {""claim"": 20, ""depends_on"": [1], ""subject"": ""sustained bond state provided by configurer""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""configurer comprises manufacturer, vendor, or enterprise""}, {""claim"": 22, ""depends_on"": [], ""subject"": ""method for establishing and maintaining trust""}, {""claim"": 23, ""depends_on"": [22], ""subject"": ""sustained bond state comprises shared secret""}, {""claim"": 24, ""depends_on"": [23], ""subject"": ""client uses shared secret to verify identity""}, {""claim"": 25, ""depends_on"": [23], ""subject"": ""client and host open secure connection based on shared secret""}, {""claim"": 26, ""depends_on"": [22], ""subject"": ""sustained bond state comprises public key""}, {""claim"": 27, ""depends_on"": [26], ""subject"": ""client and anchor use public key to establish shared secret""}, {""claim"": 28, ""depends_on"": [22], ""subject"": ""sustained bond state comprises hash code""}, {""claim"": 29, ""depends_on"": [28], ""subject"": ""hash code generated from public key and encryption parameters""}, {""claim"": 30, ""depends_on"": [28], ""subject"": ""hash code stored in key entry with hash function spec""}, {""claim"": 31, ""depends_on"": [30], ""subject"": ""client hashes candidate public key and compares hash code""}, {""claim"": 32, ""depends_on"": [31], ""subject"": ""client uses candidate public key if hash matches""}, {""claim"": 33, ""depends_on"": [22], ""subject"": ""client establishes new sustained bond via existing bond""}, {""claim"": 34, ""depends_on"": [18], ""subject"": ""client establishes new bond by receiving hash codes""}, {""claim"": 35, ""depends_on"": [22], ""subject"": ""sustained bond state provided by configurer""}, {""claim"": 36, ""depends_on"": [35], ""subject"": ""configurer comprises manufacturer, vendor, or enterprise""}]",[]
20220417313,DIGITAL MEDIA DATA MANAGEMENT SYSTEM COMPRISING SOFTWARE-DEFINED DATA STORAGE AND AN ADAPTIVE BITRATE MEDIA STREAMING PROTOCOL,Vinahradau; Ruslan et al.,"Zorachka, Inc.",2021-01-07,2022-12-29,H04L63/0428;H04L65/1045;H04L9/0894;H04L9/006;H04L9/40;H04L65/80;H04L9/3273;H04L63/06;H04L9/0825;G06F21/105;H04L65/65,A digital media management system featuring a proprietary adaptive bitrate streaming protocol and software-defined storage with embedded encryption and PKI-based mutual authentication for secure data transfer.,"The invention claims a digital media data management system integrating a proprietary adaptive bitrate streaming protocol (HOVSP) and a software-defined storage service (VIS) that utilize embedded encryption and PKI-based mutual authentication. The system enables low-latency streaming and loop recording without requiring external content delivery networks, securing data at the protocol level.",classical_only,none,none,none,TLS; SSL; HTTP; WebSocket; PKI; BLE; Wi-Fi,AES; RSA; ECDSA; ECDH,,none,generation; exchange; distribution; storage,IoT; mobile; camera,possession,,MITM,unclear,symmetric-cipher; KEM; signature,IoT; cloud; telecom,digital media data management system and architecture; software-defined data storage system; software adaptive bitrate streaming protocol,latency; bandwidth; throughput,session-keys; root-keys; media-streams,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""digital media data management system and architecture""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""multi IP data transfer and protocol support""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""media server software system architecture""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""software-defined data storage system""}, {""claim"": 5, ""depends_on"": [], ""subject"": ""software adaptive bitrate streaming protocol""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""protocol application as independent technique""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""mutual authentication and authorization based on PKI""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""secure pairing routine with PKI and BLE/Wi-Fi""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""secure data propagation and key management""}, {""claim"": 10, ""depends_on"": [5], ""subject"": ""data-buffering organization mechanism""}, {""claim"": 11, ""depends_on"": [3], ""subject"": ""permanent memory arrangement method""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""software caching subsystem organization""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""specific data indexing mechanism""}]",[]
20230027006,METHOD AND SYSTEM FOR SHARING SENSOR INSIGHTS BASED ON APPLICATION REQUESTS,MUKHERJEE; Biswaroop et al.,BlackBerry Limited,2021-07-23,2023-01-26,H04L9/3247;H04L63/0823;H04L9/0825;H04L9/006;H04L9/0891;H04L63/0807;H04L9/088;H04L9/3213,A method for securely sharing sensor insights across distributed domains using signed tokens issued by a network domain to authorize applications accessing synthetic sensors.,"The invention provides a method where an application registers with a local anchor to obtain a signed message, which is exchanged with a network domain to receive signed tokens. These tokens authorize the application to request and receive specific insights from synthetic sensors in a second domain.",classical_only,none,none,none,PKI; HTTPS,RSA; ECDSA; SHA-256,,none,generation; distribution; storage; provisioning,IoT; mobile; HSM,possession,,MITM; replay; insider,,signature; hash,IoT; automotive; cloud,method for obtaining insights; computing device for obtaining insights; computer-readable medium for obtaining insights,,sensor-data; application-identity,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for obtaining insights""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""trust relationship between anchor and network domain""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""secure provisioning of anchor""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""signing information package with app details""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""direct request to synthetic sensor""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""request via gateway""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""token expiration time""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""rules for offline token validity""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""specific offline validity rules""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""token signed by network domain private key""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""computing device for obtaining insights""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""trust relationship""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""secure provisioning""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""signing information package""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""direct request""}, {""claim"": 16, ""depends_on"": [11], ""subject"": ""request via gateway""}, {""claim"": 17, ""depends_on"": [11], ""subject"": ""token expiration""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""offline rules""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""offline validity specifics""}, {""claim"": 20, ""depends_on"": [11], ""subject"": ""network domain signing""}, {""claim"": 21, ""depends_on"": [], ""subject"": ""computer-readable medium""}]",[]
