role_id,variant_id,slot,slot_index,content,status,deprecated_at,deprecated_reason,last_reviewed,notes
developer,sizing,side_card_provenance,,sourced,active,,,2026-08-02,
developer,sizing,side_card_row_label,0,Enterprise workflows sized,active,,,2026-08-02,
developer,sizing,side_card_row_value,0,{hsm_use_cases_count},active,,,2026-08-02,
developer,sizing,side_card_row_label,1,ML-DSA-65 signature,active,,,2026-08-02,
developer,sizing,side_card_row_value,1,{ml_dsa_65_signature_only},active,,,2026-08-02,
developer,sizing,side_card_row_label,2,ML-DSA-65 in classical HSM firmware,active,,,2026-08-23,"Reworded 2026-08-23: see ops/capacity side_card_row_label,1 for the source (hsmCapacityDefaults.ts:391) — same figure, same fix, three boards."
developer,sizing,side_card_row_value,2,{ops_sidecard_throughput_row},active,,,2026-08-02,
developer,sizing,side_card_punchline,,Budget the cores before you budget the migration.,active,,,2026-08-02,
developer,sizing,side_card_footnote,,"Real figures, not illustrative — the HSM Capacity Calculator's own defaults, the same ones behind the IT Ops board.",active,,,2026-08-02,
developer,sizing,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
developer,sizing,grid_sub,,Numbers you can put in a ticket,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
developer,sizing,grid_card_title,0,What's patented in the sizes you're choosing,active,,,2026-09-03,"2026-09-03 (WS2 follow-up): was 'A signed token you can measure', a plain duplicate of this card's own primary CTA. Repointed to restore Patents coverage for developer after algorithm[2] moved off it, with an honestly-scoped claim rather than the vague pairing algorithm[2] had."
developer,sizing,grid_card_body,0,"Picking ML-DSA-87 over -65 is also a choice about whose patents you might touch — worth knowing before it's a legal question, not just a byte one.",active,,,2026-09-03,2026-09-03 (WS2 follow-up): see title's note.
developer,sizing,grid_card_title,1,The catalogue behind these numbers,active,,,2026-09-03,"2026-09-03 (WS2 follow-up): was 'The same question, at PKI scale', a plain duplicate of this card's own secondary CTA. Repointed to restore Migrate coverage for developer after closure[2] moved off it."
developer,sizing,grid_card_body,1,"Every product these sizing figures assume is listed in the catalogue, with its actual PQC support checked — verify before you build a plan on an assumption.",active,,,2026-09-03,2026-09-03 (WS2 follow-up): see title's note.
developer,sizing,grid_card_title,2,Where the bytes land,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
developer,sizing,grid_card_body,2,Certificates and tokens are what you see. HSM signing throughput is where the new sizes actually cost you — the same calculator IT Ops uses for a fleet applies to a single service too.,active,,,2026-09-03,"2026-09-03 (WS2 follow-up): was 'Token payloads, certificate chains and TLS records...', which described the board's own two CTAs rather than a third destination. Repointed to the HSM Capacity Calculator (DV-A6's own recommended fix, not applied at the time); the developer-role board here bends the one-tool-one-board convention per the 2026-09-03 decision, since the calculator's own figures are what this card's side card already cites."
developer,sizing,track_title,,"Then, the background: {essentials_vs_full:developer}.",active,,,2026-08-02,
architect,inventory,hero_eyebrow,,Security Architect · as-is before to-be,active,,,2026-08-02,
architect,inventory,hero_badge_text,,"Global · Technology, Telecommunications",deprecated,2026-09-03,"Superseded by live region/industry personalisation (WS7.2, PersonaBoardView.tsx liveBadgeText) -- this literal is no longer read by the app. Kept, not deleted, per CSV convention; hero_badge_tone rows for the same boards are left alone since heroBadge.tone is still part of the PersonaJourneyBoard type even though unread.",2026-09-03,"Region/industry context — same for every variant of this role, it describes the visitor not the option."
architect,inventory,hero_badge_tone,,sourced,deprecated,2026-09-03,"Orphaned once hero_badge_text was deprecated in the same pass -- the generator only emits heroBadge when hero_badge_text resolves (generate-role-board-content.ts), so this row has had nothing to pair with since.",2026-09-03,
architect,inventory,headline,,You cannot draw the to-be without the as-is.,active,,,2026-08-02,
architect,inventory,sub,,"Every library, HSM, protocol and CA in the estate, inventoried before the target architecture exists. A CBOM is what makes the diagram arguable rather than aspirational.",active,,,2026-08-02,
architect,inventory,cta_primary_label,,Document the architecture,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
architect,inventory,cta_primary_href,,/business/tools/crypto-architecture-diagram,active,,,2026-08-02,"Path corrected 2026-08-02: business tools are nested under /business (/business/tools/:toolId). /tools/<id> fell through to the catch-all route and silently rendered the HOME BOARD — the destination resolved, so nothing failed, it just showed the wrong page. Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
architect,inventory,cta_secondary_label,,Build a certificate chain,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
architect,inventory,cta_secondary_href,,/playground/pki-workshop,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
architect,inventory,proof_chip,0,Catalogue entries are proof-gated,active,,,2026-08-02,
architect,inventory,proof_chip,1,KMIP 3.0 conformance corpus replays live,active,,,2026-08-02,
architect,inventory,proof_chip,2,"Real ML-KEM / ML-DSA / SLH-DSA, no server",active,,,2026-08-02,
architect,inventory,side_card_title,,What the as-is must name,active,,,2026-08-02,
architect,inventory,side_card_tone,,info,active,,,2026-08-02,
architect,inventory,side_card_provenance,,sourced,active,,,2026-08-09,"Reclassified 2026-08-09 tile review. The chip renders provenance literally, and 'illustrative' says ""THIS USER'S INPUTS"" — false for a card asserting a general rule, which never becomes the user's data. See PersonaJourneyBoard.sideCard.provenance."
architect,inventory,side_card_row_label,0,Layers this role's Migrate view opens on,active,,,2026-09-03,"2026-09-03: was 'Layers in the catalogue' under a SOURCED chip, but {migrate_layers_count:architect} counts this persona's Migrate lens (Cloud, Network, AppServers, Security Stack = 4), not the catalogue, which has 11 distinct infrastructure_layer values in pqc_product_catalog_09022026.csv. Relabelled to what the token actually counts; token unchanged."
architect,inventory,side_card_row_value,0,{migrate_layers_count:architect},active,,,2026-08-02,
architect,inventory,side_card_row_label,1,Agility tracked per,active,,,2026-08-02,
architect,inventory,side_card_row_value,1,"asset, not per algorithm",active,,,2026-08-02,
architect,inventory,side_card_row_label,2,Ownership recorded via,active,,,2026-08-02,
architect,inventory,side_card_row_value,2,RACI,active,,,2026-08-02,
architect,inventory,side_card_punchline,,"An inventory nobody owns is a document, not a control.",active,,,2026-08-02,
architect,inventory,side_card_footnote,,The catalogue's layer taxonomy and PQC-readiness data are real; the ownership model is the one this role's Command Center zone already assumes (RACI).,active,,,2026-09-03,2026-09-03: dropped the leading 'Illustrative framing.' — the card was reclassified to provenance=sourced on 2026-08-09 but this footnote's opening line was never updated to match.
architect,inventory,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,inventory,grid_sub,,The evidence under the diagram,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,inventory,grid_card_title,0,"The as-is, written down",active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
architect,inventory,grid_card_body,0,"The Crypto Architecture Diagram records apps, libraries, HSMs, protocols, key stores and CAs with their dependencies — the inventory in a form a review board reads.",active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
architect,inventory,grid_card_title,1,"Verify a certificate by hand, not just by diagram",active,,,2026-09-03,"2026-09-03 (WS2 follow-up): was 'A chain you built yourself', a plain duplicate of this card's own secondary CTA. Repointed to restore OpenSSL Studio coverage for architect after inventory[2] moved onto the PKI workshop instead."
architect,inventory,grid_card_body,1,OpenSSL Studio is where you inspect what a CA actually issues at the command line — the same chain the diagram and the workshop both describe.,active,,,2026-09-03,2026-09-03 (WS2 follow-up): see title's note.
architect,inventory,grid_card_title,2,"Documented, then verified",active,,,2026-08-02,Item 3 rewritten after the best-fit re-pairing — it referenced a tool this board no longer links to.
architect,inventory,grid_card_body,2,The diagram is the deliverable; the chain workshop is how you check that what you drew is what your CAs actually issue.,active,,,2026-08-02,Item 3 rewritten after the best-fit re-pairing — it referenced a tool this board no longer links to.
architect,inventory,track_title,,"Then, the background: {essentials_vs_full:architect}.",active,,,2026-08-02,
architect,keystores,hero_eyebrow,,Security Architect · where the keys live,active,,,2026-08-02,
architect,keystores,hero_badge_text,,"Global · Technology, Telecommunications",deprecated,2026-09-03,"Superseded by live region/industry personalisation (WS7.2, PersonaBoardView.tsx liveBadgeText) -- this literal is no longer read by the app. Kept, not deleted, per CSV convention; hero_badge_tone rows for the same boards are left alone since heroBadge.tone is still part of the PersonaJourneyBoard type even though unread.",2026-09-03,"Region/industry context — same for every variant of this role, it describes the visitor not the option."
architect,keystores,hero_badge_tone,,sourced,deprecated,2026-09-03,"Orphaned once hero_badge_text was deprecated in the same pass -- the generator only emits heroBadge when hero_badge_text resolves (generate-role-board-content.ts), so this row has had nothing to pair with since.",2026-09-03,
architect,keystores,headline,,Decide where the keys live.,active,,,2026-08-02,
architect,keystores,sub,,"HSM partitions, KMS policy and TPM-backed device identity all behave differently under ML-DSA. Size them before you commit to a date in someone else's plan.",active,,,2026-08-02,
architect,keystores,cta_primary_label,,"Wrap a key, KMS-style",active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
architect,keystores,cta_primary_href,,/playground/envelope-encrypt,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
architect,keystores,cta_secondary_label,,Plan the modernization,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
architect,keystores,cta_secondary_href,,/business/tools/infra-modernization-planner,active,,,2026-08-02,"Path corrected 2026-08-02: business tools are nested under /business (/business/tools/:toolId). /tools/<id> fell through to the catch-all route and silently rendered the HOME BOARD — the destination resolved, so nothing failed, it just showed the wrong page. Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops."
architect,keystores,proof_chip,0,"Real PKCS#11 engine, in your browser",active,,,2026-08-02,
architect,keystores,proof_chip,1,Sizing from real FIPS 203/204 key sizes,active,,,2026-08-02,
architect,keystores,proof_chip,2,TPM 2.0 conformance checks run locally,active,,,2026-08-02,
architect,keystores,side_card_title,,What changes in the key store,active,,,2026-08-02,
architect,keystores,side_card_tone,,warn,active,,,2026-08-02,
architect,keystores,side_card_provenance,,sourced,active,,,2026-08-02,
architect,keystores,side_card_row_label,0,ML-DSA-65 signature,active,,,2026-08-02,
architect,keystores,side_card_row_value,0,{ml_dsa_65_signature_only},active,,,2026-08-02,
architect,keystores,side_card_row_label,1,ML-DSA-65 in classical HSM firmware,active,,,2026-08-23,"Reworded 2026-08-23: see ops/capacity side_card_row_label,1 for the source (hsmCapacityDefaults.ts:391) — same figure, same fix, three boards."
architect,keystores,side_card_row_value,1,{ops_sidecard_throughput_row},active,,,2026-08-02,
architect,keystores,side_card_row_label,2,Keys in the sample estate,active,,,2026-08-02,
architect,keystores,side_card_row_value,2,{migration_estate_key_count},active,,,2026-08-02,
architect,keystores,side_card_punchline,,"Capacity is an architecture decision, not an ops surprise.",active,,,2026-08-02,
architect,keystores,side_card_footnote,,Real figures — the capacity calculator's own defaults and the migration estate this playground actually ships with.,active,,,2026-08-02,
architect,keystores,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,keystores,grid_sub,,Decisions with numbers attached,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
architect,keystores,grid_card_title,0,What's patented in the KMS envelope pattern,active,,,2026-09-03,"2026-09-03 (WS2 follow-up): was 'Envelope encryption, end to end', a plain duplicate of this card's own primary CTA. Repointed to restore Patents coverage for architect after protocols[2] moved off it."
architect,keystores,grid_card_body,0,ML-KEM key-wrap patterns are still an active patent landscape — worth checking before you standardise your own envelope format on one implementation.,active,,,2026-09-03,2026-09-03 (WS2 follow-up): see title's note.
architect,keystores,grid_card_title,1,"The parts list, not the route",active,,,2026-08-09,"Rewritten 2026-08-09 after reading it in a browser next to the other five Explore cards. The version written earlier the same day repeated the ops board almost exactly — its second clause (""for when the question is what exists, not what to do next"") was WORD-FOR-WORD the ops card, and the first clause the same sentence with two synonyms swapped. Six boards saying the same thing is worse than five, because a reader moving between them learns the cards are filler. This one is now about the architect job specifically: taking inventory of capability before placing it in a design."
architect,keystores,grid_card_body,1,"Every section indexed by subject — for checking whether a capability exists at all, before deciding where it belongs in the design.",active,,,2026-08-09,"Rewritten 2026-08-09 after reading it in a browser next to the other five Explore cards. The version written earlier the same day repeated the ops board almost exactly — its second clause (""for when the question is what exists, not what to do next"") was WORD-FOR-WORD the ops card, and the first clause the same sentence with two synonyms swapped. Six boards saying the same thing is worse than five, because a reader moving between them learns the cards are filler. This one is now about the architect job specifically: taking inventory of capability before placing it in a design."
architect,keystores,grid_card_title,2,The people who wrote the specs you're designing against,active,,,2026-09-03,"2026-09-03 (WS2 follow-up): was 'Where the keys live' — text about the envelope workshop (keystores[0]'s own destination) wrongly linked to /leaders. Rather than move the href and lose Community coverage, rewrote the text to argue for what /leaders actually offers: KMIP and PKCS#11 are not anonymous standards. This matches the original 2026-08-09 retro-fit's own stated angle for this card, which the text had since drifted away from."
architect,keystores,grid_card_body,2,"KMIP and PKCS#11 aren't anonymous standards — the engineers who wrote them are named, and worth knowing when your control plane has to interoperate with someone else's implementation.",active,,,2026-09-03,2026-09-03 (WS2 follow-up): see title's note. href (/leaders) unchanged.
architect,keystores,track_title,,"Then, the background: {essentials_vs_full:architect}.",active,,,2026-08-02,
ops,cutover,hero_eyebrow,,IT Ops · rehearse before the change window,active,,,2026-08-02,
ops,cutover,hero_badge_text,,"Americas · Energy & Utilities, Telecommunications",deprecated,2026-09-03,"Superseded by live region/industry personalisation (WS7.2, PersonaBoardView.tsx liveBadgeText) -- this literal is no longer read by the app. Kept, not deleted, per CSV convention; hero_badge_tone rows for the same boards are left alone since heroBadge.tone is still part of the PersonaJourneyBoard type even though unread.",2026-09-03,"Region/industry context — same for every variant of this role, it describes the visitor not the option."
ops,cutover,hero_badge_tone,,sourced,deprecated,2026-09-03,"Orphaned once hero_badge_text was deprecated in the same pass -- the generator only emits heroBadge when hero_badge_text resolves (generate-role-board-content.ts), so this row has had nothing to pair with since.",2026-09-03,
ops,cutover,headline,,Rehearse the cutover before renewal day.,active,,,2026-08-02,
ops,cutover,sub,,"A hybrid IKEv2 tunnel and an ML-DSA certificate, end to end in this tab, so the first time you meet a fragmentation bug is not at 2am inside a change window.",active,,,2026-09-03,"2026-09-03: was 'Hybrid tunnels and hybrid certificates' — vpn-sim's certificate auth is RSA-3072 or pure ML-DSA-44/65/87 self-signed (VpnSimulationPanel.tsx:813,2656-2672); no hybrid/composite certificate is issued anywhere the workshop reaches."
ops,cutover,cta_primary_label,,Run an IKEv2 hybrid handshake,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
ops,cutover,cta_primary_href,,/playground/vpn-sim,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
ops,cutover,cta_secondary_label,,Write the playbook,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
ops,cutover,cta_secondary_href,,/business/tools/deployment-playbook,active,,,2026-08-02,"Path corrected 2026-08-02: business tools are nested under /business (/business/tools/:toolId). /tools/<id> fell through to the catch-all route and silently rendered the HOME BOARD — the destination resolved, so nothing failed, it just showed the wrong page. Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops."
ops,cutover,proof_chip,0,Real IKEv2 handshake — strongSwan in WASM,active,,,2026-09-03,"2026-09-03: was 'Real TLS 1.3 handshake, in your browser' — the board's only handshake destination (/playground/vpn-sim) is IKEv2, not TLS 1.3 (VpnSimulationPanel.tsx proposals aes256-sha256-mlkem<size>[-ke1_ecp256], KE methods 35/36/37). Reworded to what actually runs."
ops,cutover,proof_chip,1,"ML-KEM key exchange, IKE methods 35/36/37",active,,,2026-09-03,2026-09-03: was 'Hybrid groups X25519MLKEM768 and friends' — X25519MLKEM768 is a TLS 1.3 group (IANA 4588) and does not appear in the VPN simulator. Reworded to the real IKEv2 KE method IDs.
ops,cutover,proof_chip,2,Log exportable,active,,,2026-08-02,
ops,cutover,side_card_title,,What the rehearsal covers,active,,,2026-08-02,
ops,cutover,side_card_tone,,info,active,,,2026-08-02,
ops,cutover,side_card_provenance,,guidance,active,,,2026-08-09,"Reclassified 2026-08-09 tile review. The chip renders provenance literally, and 'illustrative' says ""THIS USER'S INPUTS"" — false for a card asserting a general rule, which never becomes the user's data. See PersonaJourneyBoard.sideCard.provenance."
ops,cutover,side_card_row_label,0,Protocols exercised,active,,,2026-08-02,
ops,cutover,side_card_row_value,0,"IPsec (IKEv2), with SSH one board over",active,,,2026-09-03,"2026-09-03: was 'TLS 1.3, IPsec, SSH' — this board's only destination is IPsec (IKEv2); SSH is the argument card's destination (see below), TLS 1.3 belongs to other boards."
ops,cutover,side_card_row_label,1,What fails first,active,,,2026-08-02,
ops,cutover,side_card_row_value,1,MTU and fragmentation,active,,,2026-08-02,
ops,cutover,side_card_row_label,2,Rollback,active,,,2026-08-02,
ops,cutover,side_card_row_value,2,classical suites stay negotiable,active,,,2026-08-02,
ops,cutover,side_card_punchline,,"Find the fragmentation bug in a tab, not in a change window.",active,,,2026-08-02,
ops,cutover,side_card_footnote,,The handshakes are real; which of them your estate breaks on is not something we can know for you. Treat the failure order as a starting hypothesis.,active,,,2026-08-02,
ops,cutover,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,cutover,grid_sub,,A rehearsal you can repeat,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,cutover,grid_card_title,0,A full IKEv2 handshake,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,cutover,grid_card_body,0,"The VPN simulator runs IKEv2 in WASM with PKCS#11 crypto routed through SoftHSMv3, and the live C_* calls open for inspection.",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,cutover,grid_card_title,1,"The rehearsal, written down",active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
ops,cutover,grid_card_body,1,"The Deployment Playbook generates the rollout with rollback procedures and validation steps — for the night itself, not the tab.",active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
ops,cutover,grid_card_title,2,"Two protocols, not one",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,cutover,grid_card_body,2,The cutover rarely fails in the protocol you rehearsed — which is why this board carries both.,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,cutover,track_title,,"Then, the background: {essentials_vs_full:ops}.",active,,,2026-08-02,
ops,suppliers,hero_eyebrow,,IT Ops · your renewals depend on their roadmaps,active,,,2026-08-02,
ops,suppliers,hero_badge_text,,"Americas · Energy & Utilities, Telecommunications",deprecated,2026-09-03,"Superseded by live region/industry personalisation (WS7.2, PersonaBoardView.tsx liveBadgeText) -- this literal is no longer read by the app. Kept, not deleted, per CSV convention; hero_badge_tone rows for the same boards are left alone since heroBadge.tone is still part of the PersonaJourneyBoard type even though unread.",2026-09-03,"Region/industry context — same for every variant of this role, it describes the visitor not the option."
ops,suppliers,hero_badge_tone,,sourced,deprecated,2026-09-03,"Orphaned once hero_badge_text was deprecated in the same pass -- the generator only emits heroBadge when hero_badge_text resolves (generate-role-board-content.ts), so this row has had nothing to pair with since.",2026-09-03,
ops,suppliers,headline,,Your renewals commit you to someone else's timeline.,active,,,2026-08-02,
ops,suppliers,sub,,"Every certificate you renew this year ties you to a vendor's PQC schedule for its whole lifetime. Check theirs against yours before you sign, not after.",active,,,2026-08-02,
ops,suppliers,cta_primary_label,,Check vendor roadmaps,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
ops,suppliers,cta_primary_href,,/migrate?tab=roadmaps,active,,,2026-08-02,De-duplicated 2026-08-02: every board now points at its own destination — tls-simulator was on 6 boards and /migrate on 5.
ops,suppliers,cta_secondary_label,,Score your vendors,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
ops,suppliers,cta_secondary_href,,/business/tools/vendor-scorecard,active,,,2026-08-02,"Path corrected 2026-08-02: business tools are nested under /business (/business/tools/:toolId). /tools/<id> fell through to the catch-all route and silently rendered the HOME BOARD — the destination resolved, so nothing failed, it just showed the wrong page. Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops."
ops,suppliers,proof_chip,0,Vendor claims are proof-gated,active,,,2026-08-02,
ops,suppliers,proof_chip,1,CNSA 2.0 mandate dates built in,active,,,2026-08-02,
ops,suppliers,proof_chip,2,Every roadmap links to the vendor's own source,active,,,2026-08-02,
ops,suppliers,side_card_title,,What to ask a supplier,active,,,2026-08-02,
ops,suppliers,side_card_tone,,info,active,,,2026-08-02,
ops,suppliers,side_card_provenance,,guidance,active,,,2026-08-09,"Reclassified 2026-08-09 tile review. The chip renders provenance literally, and 'illustrative' says ""THIS USER'S INPUTS"" — false for a card asserting a general rule, which never becomes the user's data. See PersonaJourneyBoard.sideCard.provenance."
ops,suppliers,side_card_row_label,0,Named algorithms,active,,,2026-08-02,
ops,suppliers,side_card_row_value,0,not the words quantum-safe,active,,,2026-08-02,
ops,suppliers,side_card_row_label,1,A dated commitment,active,,,2026-08-02,
ops,suppliers,side_card_row_value,1,not on our roadmap,active,,,2026-08-02,
ops,suppliers,side_card_row_label,2,Evidence,active,,,2026-08-02,
ops,suppliers,side_card_row_value,2,a certificate or a published spec,active,,,2026-08-02,
ops,suppliers,side_card_punchline,,A roadmap without a date is a press release.,active,,,2026-08-02,
ops,suppliers,side_card_footnote,,"Illustrative checklist. The vendor data behind the catalogue is proof-gated — every claim there carries a link to the vendor's own published source, or it is not shown.",active,,,2026-08-02,
ops,suppliers,grid_title,,What you walk out with,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,suppliers,grid_sub,,Questions with evidence behind them,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,suppliers,grid_card_title,0,Supplier roadmaps as published,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,suppliers,grid_card_body,0,"Vendor PQC roadmaps quoted as issued rather than summarised, each linked to the vendor's own source or not shown at all.",active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,suppliers,grid_card_title,1,Claims made comparable,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
ops,suppliers,grid_card_body,1,The Vendor Scorecard Builder turns roadmap claims into a comparable PQC-readiness assessment per supplier.,active,,,2026-08-02,Secondary CTA and item 2 are now this board's own BUSINESS tool (/tools/*). Before 2026-08-02 the boards leaned entirely on playground workshops.
ops,suppliers,grid_card_title,2,A date means nothing without enrollment,active,,,2026-08-02,"Rewritten 2026-08-02: the three items now map 1:1 onto THIS board's own destinations (1=primary CTA, 2=secondary CTA, 3=the workshop it rests on). They previously described tools the board did not link to."
ops,suppliers,grid_card_body,2,A roadmap date is a claim. An EST or CMP enrollment that mints a real ML-DSA certificate is a demonstration.,active,,,2026-09-03,"2026-09-03: was 'If a supplier cannot enrol a PQC certificate, their roadmap date is a press release. This board lets you check both.' — the board offered no enrollment destination; 'check both' was a promise the board could not keep."
ops,suppliers,track_title,,"Then, the background: {essentials_vs_full:ops}.",active,,,2026-08-02,
researcher,reproduce,hero_eyebrow,,Researcher / Academic · run it yourself · export the log,active,,,2026-08-02,
researcher,reproduce,hero_badge_text,,All regions · unfiltered,deprecated,2026-09-03,"Superseded by live region/industry personalisation (WS7.2, PersonaBoardView.tsx liveBadgeText) -- this literal is no longer read by the app. Kept, not deleted, per CSV convention; hero_badge_tone rows for the same boards are left alone since heroBadge.tone is still part of the PersonaJourneyBoard type even though unread.",2026-09-03,"Region/industry context — same for every variant of this role, it describes the visitor not the option."
researcher,reproduce,hero_badge_tone,,illustrative,deprecated,2026-09-03,"Orphaned once hero_badge_text was deprecated in the same pass -- the generator only emits heroBadge when hero_badge_text resolves (generate-role-board-content.ts), so this row has had nothing to pair with since.",2026-09-03,
researcher,reproduce,headline,,Run the tests yourself.,active,,,2026-08-02,
researcher,reproduce,sub,,"Known-answer tests against pinned NIST ACVP vectors and an SP 800-90B health-test suite, each in the tab that owns it. Copy the log.",active,,,2026-09-03,"2026-09-03: was 'ACVP vectors, known-answer tests and the 25-check TCG V1.85 runner all execute locally in this tab. Export the log.' — this board's own workshops are slh-dsa (a functional KAT, not ACVP) and entropy-test (SP 800-90B); the TPM runner belongs to architect/defend's workshop_ids, not this board's, and was never true here. The argument card below now links the real pinned-ACVP KAT runner. 'Export' corrected to 'Copy' — the workshops offer clipboard copy, not a file export."
researcher,reproduce,cta_primary_label,,Run SLH-DSA sign and verify,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
researcher,reproduce,cta_primary_href,,/playground/slh-dsa,active,,,2026-08-02,"Best-fit pairing, 2026-08-02: business tool or playground workshop chosen per use case and role rather than one of each by rule. No destination is used twice."
