ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date
FISMA-NIST-SP-800-53r5,NIST SP 800-53 Rev. 5 — Security and Privacy Controls (FISMA baseline),Compliance Frameworks,Standard,governance,2,all,Establish a comprehensive risk management program to categorize systems and select security controls meeting mission needs.,"Organizations must exercise due diligence in managing information security and privacy risk. This is accomplished, in part, by establishing a comprehensive risk management program that uses the flexibility inherent in NIST publications to categorize systems, select and implement security and privacy controls that meet mission and business needs...",Page vi,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,high,qwen3.5:27b,2026-04-23
FISMA-NIST-SP-800-53r5,NIST SP 800-53 Rev. 5 — Security and Privacy Controls (FISMA baseline),Compliance Frameworks,Standard,governance,2,all,Develop and maintain security and privacy controls as part of an organization-wide process to manage risk.,"The controls are flexible and customizable and implemented as part of an organization-wide process to manage risk. The controls address diverse requirements derived from mission and business needs, laws, executive orders, directives, regulations, policies, standards, and guidelines.",Page ii (Abstract),https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,high,qwen3.5:27b,2026-04-23
FISMA-NIST-SP-800-53r5,NIST SP 800-53 Rev. 5 — Security and Privacy Controls (FISMA baseline),Compliance Frameworks,Standard,governance,2,all,Ensure leaders at all levels are accountable for ensuring readiness and security of information systems.,Leaders at all levels are accountable for ensuring readiness and security to the same degree as in any other domain...,Page xvi (Prologue),https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,high,qwen3.5:27b,2026-04-23
FISMA-NIST-SP-800-53r5,NIST SP 800-53 Rev. 5 — Security and Privacy Controls (FISMA baseline),Compliance Frameworks,Standard,assurance,2,all,Assess the effectiveness of implemented security and privacy controls to ensure trustworthiness.,"...establishing a comprehensive risk management program that uses the flexibility inherent in NIST publications to categorize systems, select and implement security and privacy controls that meet mission and business needs, assess the effectiveness of the controls, authorize the systems for operation, and continuously monitor the systems.",Page vi,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,high,qwen3.5:27b,2026-04-23
FISMA-NIST-SP-800-53r5,NIST SP 800-53 Rev. 5 — Security and Privacy Controls (FISMA baseline),Compliance Frameworks,Standard,assurance,2,all,Continuously monitor information systems to maintain confidence in security and privacy capabilities.,"...establishing a comprehensive risk management program that uses the flexibility inherent in NIST publications to categorize systems, select and implement security and privacy controls that meet mission and business needs, assess the effectiveness of the controls, authorize the systems for operation, and continuously monitor the systems.",Page vi,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,high,qwen3.5:27b,2026-04-23
FISMA-NIST-SP-800-53r5,NIST SP 800-53 Rev. 5 — Security and Privacy Controls (FISMA baseline),Compliance Frameworks,Standard,assurance,2,all,Provide assurance regarding the strength of functions and mechanisms provided by security controls.,"Finally, the consolidated control catalog addresses security and privacy from a functionality perspective (i.e., the strength of functions and mechanisms provided by the controls) and from an assurance perspective (i.e., the measure of confidence in the security or privacy capability provided by the controls).",Page ii (Abstract),https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,high,qwen3.5:27b,2026-04-23
ANSSI-PG-083-v3-2026,Règles et Recommandations Concernant le Choix et le Dimensionnement des Mécanismes Cryptographiques (v3.00),Compliance Frameworks,Compliance/Guidance,governance,2,all,Validate cryptographic implementations with the system administrator or security personnel before deployment.,"la pertinence de l'implémentation des éléments proposés par l'ANSSI doit être soumise, au préalable, à la validation de l'administrateur du système et/ou des personnes en charge de la sécurité des systèmes d'information.",Informations (Page 1),https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-mecanismes-crypto-3.00.pdf,high,qwen3.5:27b,2026-04-23
ANSSI-PG-083-v3-2026,Règles et Recommandations Concernant le Choix et le Dimensionnement des Mécanismes Cryptographiques (v3.00),Compliance Frameworks,Compliance/Guidance,governance,2,all,Adopt proven cryptographic mechanisms recognized by the academic community.,Il est recommandé d'employer des mécanismes cryptographiques éprouvés et reconnus par la communauté académique.,Section 2 (Page 8),https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-mecanismes-crypto-3.00.pdf,high,qwen3.5:27b,2026-04-23
ANSSI-PG-083-v3-2026,Règles et Recommandations Concernant le Choix et le Dimensionnement des Mécanismes Cryptographiques (v3.00),Compliance Frameworks,Compliance/Guidance,governance,3,all,"Target post-quantum security for mechanisms used beyond January 1, 2030 or at risk of retroactive attacks.","En cas d'utilisation prévue au-delà du 1er janvier 2030 d'un mécanisme cryptographique ou de l'existence d'un risque d'attaque rétroactive sur celui-ci, il est recommandé de viser une sécurité post-quantique.",Section 2 (Page 8),https://messervices.cyber.gouv.fr/documents-guides/anssi-guide-mecanismes-crypto-3.00.pdf,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,governance,3,all,Enforce mandatory use of NSA-approved cryptographic algorithms for all National Security Systems and require waivers for any non-approved usage.,"Using any cryptographic algorithms the National Manager did not approve is generally not allowed, and requires a waiver specific to the algorithm, implementation, and use case.",Executive summary,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,governance,3,software,Mandate that Approving Officials verify compliance with CNSA 2.0 for software and firmware signing as part of the Risk Management Framework process.,"Approving Officials (AOs) should measure compliance as part of the Risk Management Framework (RMF) process when assessing Security Control 12 (SC-12). Furthermore, AOs will need to verify compliance with CNSA 2.0 for software- and firmware-signing on their systems.",Enforcement,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,governance,3,all,Require NSS owners and operators to report progress on updating to CNSA 1.0 and CNSA 2.0 as part of their responsibilities under NSM-8 and NSM-10.,NSS owners and operators must report on their progress in updating to CNSA 1.0 and CNSA 2.0 as part of their responsibilities under NSM-8 and NSM-10.,Enforcement,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,assurance,3,all,Ensure software and hardware providing cryptographic services are validated by NIAP or NSA in addition to meeting CNSA requirements.,"In accordance with CNSSP 11, software and hardware providing cryptographic services require National Information Assurance Partnership (NIAP) or NSA validation in addition to meeting the requirements of the appropriate version of CNSA.",Executive summary,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,assurance,3,all,Verify that commercial products accepted for NSS are NIAP-validated against an approved protection profile and configured correctly per CNSSP 15.,"NSA generally approves products that comply with CNSSP 11 (i.e., are NIAP-validated against an approved protection profile), as long as they are configured correctly in accordance with CNSSP 15 and other specific directions or guidance.",Enforcement,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,lifecycle,3,software,Transition all deployed software and firmware to CNSA 2.0-compliant signatures by the year 2030.,Transitioning all deployed software and firmware to CNSA 2.0-compliant signatures by 2030.,Timing for software signing and firmware signing,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,lifecycle,3,software,Ensure new software and firmware use CNSA 2.0 signing algorithms by the year 2025.,New software and firmware use CNSA 2.0 signing algorithms by 2025.,Timing for software signing and firmware signing,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,lifecycle,3,software,Update or replace custom applications and legacy equipment to meet CNSA 2.0 requirements by the year 2033.,Custom applications and legacy equipment: update or replace by 2033.,Other requirements for NSS,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
NSA CNSA 2.0,Commercial National Security Algorithm Suite 2.0,Compliance Frameworks,Compliance/Policy,lifecycle,3,software,Require legacy equipment and software not refreshed regularly to obtain a waiver and a plan to bring it into compliance.,"At that point, legacy equipment and software not refreshed regularly will require a waiver and a plan to bring it into compliance.",Timing,https://media.defense.gov/2025/May/30/2003728741/-1/-1/0/CSA_CNSA_2.0_ALGORITHMS.PDF,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,governance,2,all,"Establish a departmental PQC migration plan identifying roles, financial planning, and education strategy.",The initial version of the departmental PQC migration plan should establish the individuals responsible for the following: execution of the plan financial planning education strategy to inform staff on the quantum threat...,Section 3.1 Preparation,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,governance,2,all,Assign a PQC Migration Executive Lead to provide oversight and accountability for the migration plan.,"We recommend the DOCS , or a delegated executive official, be assigned the role of PQC Migration Executive Lead to provide: oversight accountability executive support for the execution of the departmental PQC migration plan",Section 3.1.1 Roles and responsibilities,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,governance,2,all,Include senior management in the migration committee to ensure executive buy-in and support.,The committee should consist of stakeholders throughout the organization and should include at least one member from senior management to ensure executive buy in and support.,Section 3.1 Preparation,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,governance,2,all,Define procurement policies requiring PQC support and cryptographic module certification in new contracts.,contracts have clauses to ensure that the vendor will include support for PQC that is compliant with Cyber Centre recommendations... cryptographic modules have been certified by the Cryptographic Module Validation Program,Section 3.1.4 Procurement policies,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,governance,2,all,Report on PQC migration progress annually starting April 2026 to ensure accountability.,Beginning April 2026 and annually after: Report on PQC migration progress,Section 4 Milestones and deliverables,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,inventory,2,all,"Develop an inventory of systems employing cryptography including components, versions, and dependencies.",The information gathered in this phase will be used to create an inventory that should include the following information per system: system components employing cryptography vendor and product version for each of the components...,Section 3.2 Identification,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,inventory,2,all,"Prioritize systems susceptible to harvest now, decrypt later threats for immediate migration.",It is recommended that any systems susceptible to a HNDL threat be a high priority for migrating to PQC .,Section 3.2 Identification,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,lifecycle,2,all,Integrate PQC transition plans with existing IT change management processes including impact assessment and rollback playbooks.,The plan for each system will typically require multiple stages and should be integrated with existing IT change management processes to ensure proper preparation including: an impact assessment a rollback playbook...,Section 3.3 Transition,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,lifecycle,2,all,Complete PQC migration of high priority systems by the end of 2031.,End of 2031: Completion of PQC migration of high priority systems,Section 4 Milestones and deliverables,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,lifecycle,2,all,Complete PQC migration of remaining systems by the end of 2035.,End of 2035: Completion of PQC migration of remaining systems,Section 4 Milestones and deliverables,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
Canada CSE PQC Guidance,Guidance on Post-Quantum Cryptography,Compliance Frameworks,Guidance,assurance,2,all,Ensure cryptographic modules used in procurements are certified by the Cryptographic Module Validation Program.,cryptographic modules have been certified by the Cryptographic Module Validation Program,Section 3.1.4 Procurement policies,https://www.cyber.gc.ca/en/guidance/roadmap-migration-post-quantum-cryptography-government-canada-itsm40001,high,qwen3.5:27b,2026-04-23
UK NCSC PQC Guidance,Preparing for Quantum-Safe Cryptography,Compliance Frameworks,Guidance,governance,2,all,Factor quantum computer attack threats into long-term organizational roadmaps and investment decisions.,Large organisations should factor the threat of quantum computer attacks into their long-term roadmaps.,Preparation for transition,https://www.ncsc.gov.uk/pdfs/whitepaper/preparing-for-quantum-safe-cryptography.pdf,high,qwen3.5:27b,2026-04-23
UK NCSC PQC Guidance,Preparing for Quantum-Safe Cryptography,Compliance Frameworks,Guidance,governance,2,all,Conduct investigatory work to identify high-priority systems requiring quantum-safe transition.,Organisations that manage their own cryptographic infrastructure should factor quantum-safe transition into their long-term plans and conduct investigatory work to identify which of their systems will be high priority for transition.,Preparation for transition,https://www.ncsc.gov.uk/pdfs/whitepaper/preparing-for-quantum-safe-cryptography.pdf,high,qwen3.5:27b,2026-04-23
UK NCSC PQC Guidance,Preparing for Quantum-Safe Cryptography,Compliance Frameworks,Guidance,governance,2,all,Plan and manage the transition to new cryptographic infrastructure with care to mitigate security and business continuity risks.,Transition to any form of new cryptographic infrastructure is an inherently complex and expensive process that must be planned and managed with care.,Additional considerations,https://www.ncsc.gov.uk/pdfs/whitepaper/preparing-for-quantum-safe-cryptography.pdf,high,qwen3.5:27b,2026-04-23
UK NCSC PQC Guidance,Preparing for Quantum-Safe Cryptography,Compliance Frameworks,Guidance,governance,2,all,Avoid early adoption of non-standardized quantum-safe cryptography to prevent unverifiable security levels and interoperability issues.,"The NCSC cautions against early adoption of non-standardised QSC. The security level may be unverifiable if the product is not based on a standardised algorithm, and such products are unlikely to inter-operate with future standards-compliant products.",Additional considerations,https://www.ncsc.gov.uk/pdfs/whitepaper/preparing-for-quantum-safe-cryptography.pdf,high,qwen3.5:27b,2026-04-23
UK NCSC PQC Guidance,Preparing for Quantum-Safe Cryptography,Compliance Frameworks,Guidance,governance,2,all,Align long-term investment decisions with NIST and ETSI guidance on planning quantum-safe cryptography transition.,Organisations that manage their own cryptographic infrastructure should note the work of ETSI and NIST on planning QSC transition when making long-term investment decisions.,Summary,https://www.ncsc.gov.uk/pdfs/whitepaper/preparing-for-quantum-safe-cryptography.pdf,high,qwen3.5:27b,2026-04-23
Japan CRYPTREC Report 2024,Post-Quantum Cryptography Evaluation Report,Compliance Frameworks,Guidance,governance,2,all,Establish a long-term migration schedule to transition cryptographic systems to Post-Quantum Cryptography (PQC) based on the anticipated timeline of quantum computer development.,長期間の移行スケジュールを策定し，準備を行う必要がある。,Section 1.2,https://www.cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf,high,qwen3.5:27b,2026-04-23
Japan CRYPTREC Report 2024,Post-Quantum Cryptography Evaluation Report,Compliance Frameworks,Guidance,governance,2,all,Prioritize the migration of cryptographic assets by setting priorities based on the specific usage scenarios and risk profiles of the organization.,プライオリティ設定の重要性。,Section 2.3.1,https://www.cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf,medium,qwen3.5:27b,2026-04-23
Japan CRYPTREC Report 2024,Post-Quantum Cryptography Evaluation Report,Compliance Frameworks,Guidance,governance,2,all,Implement cryptographic agility to ensure the ability to switch between different cryptographic algorithms without significant system overhaul.,クリプトグラフィック・アジリティの重要性。,Section 2.3.2,https://www.cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf,medium,qwen3.5:27b,2026-04-23
Japan CRYPTREC Report 2024,Post-Quantum Cryptography Evaluation Report,Compliance Frameworks,Guidance,governance,2,all,Adopt hybrid cryptographic configurations that combine existing classical algorithms with Post-Quantum Cryptography to mitigate risks during the transition period.,既存暗号方式とのハイブリッド構成。,Section 2.3.3,https://www.cryptrec.go.jp/report/cryptrec-gl-2007-2024.pdf,medium,qwen3.5:27b,2026-04-23
UAE-DESC-PQC-Guideline,Dubai Electronic Security Center — Post-Quantum Cryptography Guideline,Compliance Frameworks,Guidance,governance,2,all,Establish a documented Post-Quantum Cryptography guideline to prepare digital infrastructure against quantum threats.,DESC launched the Post-Quantum Cryptography Guideline. This guide is designed to prepare Dubai's digital infrastructure to counter emerging quantum-based threats.,Readiness for Quantum Technologies,https://www.desc.gov.ae/dubai-electronic-security-center-launches-new-innovative-projects-at-gisec-global-2025/,medium,qwen3.5:27b,2026-04-23
CISA-PQC-CATEGORY-LIST-2026,CISA PQC Product Category List (Updated per EO 14306),Compliance Frameworks,Guidance,governance,3,all,Plan acquisitions to procure only PQC-capable products in categories where such products are widely available.,"When a particular category offers widely available PQC-capable products, organizations should plan acquisitions to procure only PQC-capable products from that category.",Introduction - Purpose,https://www.cisa.gov/resources-tools/resources/product-categories-technologies-use-post-quantum-cryptography-standards,high,qwen3.5:27b,2026-04-23
CISA-PQC-CATEGORY-LIST-2026,CISA PQC Product Category List (Updated per EO 14306),Compliance Frameworks,Guidance,governance,3,all,Ensure products in transitioning categories implement PQC for core features and all secondary functionality like software updates.,"It is important that the products listed in Table 3 implement PQC for core features and for all secondary functionality, such as for software updates.",Product Lists,https://www.cisa.gov/resources-tools/resources/product-categories-technologies-use-post-quantum-cryptography-standards,high,qwen3.5:27b,2026-04-23
CISA-PQC-CATEGORY-LIST-2026,CISA PQC Product Category List (Updated per EO 14306),Compliance Frameworks,Guidance,governance,3,software,Verify Endpoint Security products utilize PQC for relevant features such as firmware updates during procurement.,"When procuring, one needs to ensure that other relevant features of the product, such as firmware updates, are utilizing post-quantum cryptography (PQC).",Table 2 Footnote 10,https://www.cisa.gov/resources-tools/resources/product-categories-technologies-use-post-quantum-cryptography-standards,high,qwen3.5:27b,2026-04-23
Singapore-CSA-Quantum-Safe-Handbook,Quantum-Safe Handbook and Quantum Readiness Index,Compliance Frameworks,Guidance,governance,2,all,Initiate quantum-safe transition planning with early resource allocation and cross-system coordination.,"The migration to quantum-safe solutions is a complex multi-year endeavour that needs early planning, resource allocation and coordination across systems, products, and processes.",Section 2,https://www.csa.gov.sg/resources/publications/quantum-safe-handbook-and-quantum-readiness-index/,high,qwen3.5:27b,2026-04-23
Singapore-CSA-Quantum-Safe-Handbook,Quantum-Safe Handbook and Quantum Readiness Index,Compliance Frameworks,Guidance,governance,2,all,Engage senior management to prioritize quantum-safe migration actions and secure buy-in for readiness steps.,It also facilitates conversations with senior management and decision makers about the state of readiness to address quantum threat and can be used to seek buy-in on the recommended steps to strengthen their readiness.,Section 3b,https://www.csa.gov.sg/resources/publications/quantum-safe-handbook-and-quantum-readiness-index/,high,qwen3.5:27b,2026-04-23
ETSI-EN-303645,ETSI EN 303 645 v2.1.1 — Cyber Security for Consumer IoT,Compliance Frameworks,Standard,governance,2,all,Record a justification for each recommendation not applicable or not fulfilled by the consumer IoT device.,Provision 4-1 A justification shall be recorded for each recommendation in the present document that is considered to be not applicable for or not fulfilled by the consumer IoT device.,"Section 4, Provision 4-1",https://www.etsi.org/deliver/etsi_en/303600_303699/303645/02.01.01_60/en_303645v020101p.pdf,high,qwen3.5:27b,2026-04-23
ETSI-EN-303645,ETSI EN 303 645 v2.1.1 — Cyber Security for Consumer IoT,Compliance Frameworks,Standard,governance,2,all,Make a vulnerability disclosure policy publicly available including contact information and timelines for acknowledgement and status updates.,"Provision 5.2-1 The manufacturer shall make a vulnerability disclosure policy publicly available. This policy shall include, at a minimum: contact information for the reporting of issues; and information on timelines for: initial acknowledgement of receipt; and status updates until the resolution of the reported issues.","Section 5.2, Provision 5.2-1",https://www.etsi.org/deliver/etsi_en/303600_303699/303645/02.01.01_60/en_303645v020101p.pdf,high,qwen3.5:27b,2026-04-23
